"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
9.400,0.045,0.043626,0.043626,0.017,0.31,0.32
9.600,0.046,0.044701,0.044701,0.018,0.31,0.33
9.800,0.047,0.045448,0.045448,0.018,0.32,0.34
10.000,0.048,0.047477,0.047477,0.020,0.33,0.36
10.200,0.049,0.047596,0.047596,0.021,0.33,0.39
10.400,0.051,0.049104,0.049104,0.020,0.34,0.37
10.600,0.052,0.050212,0.050212,0.020,0.35,0.36
10.800,0.052,0.051003,0.051003,0.021,0.36,0.39
11.000,0.054,0.051753,0.051753,0.021,0.36,0.39
11.200,0.054,0.052950,0.052950,0.021,0.37,0.39
11.400,0.056,0.054164,0.054164,0.024,0.38,0.44
11.600,0.056,0.054801,0.054801,0.025,0.38,0.45
11.800,0.058,0.056268,0.056268,0.024,0.39,0.45
12.000,0.058,0.056997,0.056997,0.024,0.40,0.44
12.200,0.060,0.058022,0.058022,0.020,0.41,0.36
12.400,0.060,0.059053,0.059053,0.023,0.41,0.42
12.600,0.061,0.060490,0.060490,0.023,0.42,0.42
12.800,0.062,0.061290,0.061290,0.023,0.43,0.43
13.000,0.063,0.062309,0.062309,0.024,0.44,0.45
13.200,0.064,0.063639,0.063639,0.026,0.45,0.47
13.400,0.065,0.064110,0.064110,0.026,0.45,0.47
13.600,0.066,0.065852,0.065852,0.027,0.46,0.49
13.800,0.067,0.066501,0.066501,0.026,0.47,0.49
14.000,0.068,0.067544,0.067544,0.027,0.47,0.50
14.200,0.069,0.068581,0.068581,0.027,0.48,0.50
14.400,0.070,0.069816,0.069816,0.030,0.49,0.56
14.600,0.071,0.070693,0.070693,0.029,0.49,0.54
14.800,0.072,0.071635,0.071635,0.030,0.50,0.56
15.000,0.073,0.072646,0.072646,0.031,0.51,0.57
15.200,0.074,0.073493,0.073493,0.028,0.51,0.52
15.400,0.076,0.074859,0.074859,0.032,0.52,0.59
15.600,0.076,0.075365,0.075365,0.030,0.53,0.56
15.800,0.077,0.076346,0.076346,0.035,0.53,0.64
16.000,0.078,0.077380,0.077380,0.034,0.54,0.62
16.200,0.079,0.078387,0.078387,0.033,0.55,0.60
16.400,0.080,0.079214,0.079214,0.032,0.55,0.59
16.600,0.081,0.080248,0.080248,0.034,0.56,0.63
16.800,0.082,0.081483,0.081483,0.034,0.57,0.63
17.000,0.083,0.082461,0.082461,0.039,0.58,0.73
17.200,0.084,0.083590,0.083590,0.034,0.58,0.62
17.400,0.085,0.084280,0.084280,0.035,0.59,0.65
17.600,0.086,0.085394,0.085394,0.033,0.60,0.62
17.800,0.087,0.086535,0.086535,0.035,0.61,0.65
18.000,0.088,0.087358,0.087358,0.035,0.61,0.64
18.200,0.089,0.088280,0.088280,0.037,0.62,0.68
18.400,0.090,0.089249,0.089249,0.036,0.62,0.67
18.600,0.091,0.090543,0.090543,0.036,0.63,0.66
18.800,0.092,0.091157,0.091157,0.037,0.64,0.68
19.000,0.093,0.092318,0.092318,0.038,0.65,0.70
19.200,0.094,0.093468,0.093468,0.039,0.65,0.73
19.400,0.095,0.094297,0.094297,0.041,0.66,0.75
19.600,0.096,0.095438,0.095438,0.046,0.67,0.84
19.800,0.097,0.096549,0.096549,0.045,0.68,0.83
20.000,0.098,0.097574,0.097574,0.043,0.68,0.79
20.200,0.099,0.098883,0.098883,0.044,0.69,0.81
20.400,0.100,0.099568,0.099568,0.043,0.70,0.79
20.600,0.101,0.100972,0.100972,0.043,0.71,0.79
20.800,0.102,0.101808,0.101808,0.044,0.71,0.81
21.000,0.103,0.103093,0.103093,0.043,0.72,0.79
21.200,0.104,0.103849,0.103849,0.042,0.73,0.78
21.400,0.105,0.104957,0.104957,0.045,0.73,0.83
21.600,0.106,0.106089,0.106089,0.047,0.74,0.87
21.800,0.107,0.106933,0.106933,0.046,0.75,0.86
22.000,0.108,0.108151,0.108151,0.048,0.76,0.88
22.200,0.109,0.108983,0.108983,0.048,0.76,0.90
22.400,0.110,0.110056,0.110056,0.049,0.77,0.90
22.600,0.111,0.111596,0.111596,0.050,0.78,0.93
22.800,0.112,0.112162,0.112162,0.054,0.78,1.00
23.000,0.113,0.113466,0.113466,0.055,0.79,1.02
23.200,0.114,0.114138,0.114138,0.057,0.80,1.05
23.400,0.115,0.114962,0.114962,0.056,0.80,1.04
23.600,0.116,0.116094,0.116094,0.057,0.81,1.06
23.800,0.117,0.117303,0.117303,0.058,0.82,1.07
24.000,0.118,0.118295,0.118295,0.057,0.83,1.06
24.200,0.119,0.119222,0.119222,0.059,0.83,1.08
24.400,0.120,0.120452,0.120452,0.056,0.84,1.04
24.600,0.121,0.121323,0.121323,0.056,0.85,1.04
24.800,0.122,0.122597,0.122597,0.057,0.86,1.06
25.000,0.123,0.123305,0.123305,0.059,0.86,1.10
25.200,0.124,0.124534,0.124534,0.062,0.87,1.15
25.400,0.125,0.125349,0.125349,0.063,0.88,1.17
25.600,0.126,0.126570,0.126570,0.065,0.89,1.20
25.800,0.127,0.127506,0.127506,0.065,0.89,1.20
26.000,0.128,0.128425,0.128425,0.066,0.90,1.22
26.200,0.129,0.129432,0.129432,0.069,0.91,1.28
26.400,0.130,0.130258,0.130258,0.070,0.91,1.30
26.600,0.131,0.131814,0.131814,0.068,0.92,1.25
26.800,0.132,0.132673,0.132673,0.072,0.93,1.33
27.000,0.133,0.133470,0.133470,0.074,0.93,1.37
27.200,0.134,0.134643,0.134643,0.071,0.94,1.32
27.400,0.135,0.135642,0.135642,0.071,0.95,1.31
27.600,0.136,0.136619,0.136619,0.072,0.96,1.33
27.800,0.137,0.137633,0.137633,0.071,0.96,1.32
28.000,0.138,0.138655,0.138655,0.073,0.97,1.36
28.200,0.139,0.139470,0.139470,0.074,0.98,1.36
28.400,0.140,0.140841,0.140841,0.077,0.98,1.42
28.600,0.141,0.141576,0.141576,0.077,0.99,1.42
28.800,0.142,0.142554,0.142554,0.078,1.00,1.44
29.000,0.143,0.143718,0.143718,0.079,1.01,1.46
29.200,0.144,0.144429,0.144429,0.080,1.01,1.48
29.400,0.145,0.145851,0.145851,0.081,1.02,1.50
29.600,0.146,0.146773,0.146773,0.082,1.03,1.51
29.800,0.147,0.147795,0.147795,0.084,1.03,1.54
30.000,0.148,0.148672,0.148672,0.085,1.04,1.57
30.200,0.149,0.149821,0.149821,0.085,1.05,1.58
30.400,0.150,0.150790,0.150790,0.086,1.05,1.58
30.600,0.151,0.151860,0.151860,0.088,1.06,1.62
30.800,0.152,0.152965,0.152965,0.089,1.07,1.64
31.000,0.153,0.153637,0.153637,0.089,1.07,1.64
31.200,0.154,0.154837,0.154837,0.091,1.08,1.67
31.400,0.155,0.155877,0.155877,0.092,1.09,1.71
31.600,0.156,0.156961,0.156961,0.094,1.10,1.73
31.800,0.157,0.157892,0.157892,0.095,1.10,1.75
32.000,0.158,0.159056,0.159056,0.096,1.11,1.78
32.200,0.159,0.159886,0.159886,0.096,1.12,1.77
32.400,0.160,0.160994,0.160994,0.098,1.13,1.82
32.600,0.161,0.161909,0.161909,0.099,1.13,1.83
32.800,0.162,0.162961,0.162961,0.101,1.14,1.86
33.000,0.163,0.163995,0.163995,0.102,1.15,1.89
33.200,0.164,0.165047,0.165047,0.104,1.15,1.92
33.400,0.165,0.165926,0.165926,0.103,1.16,1.91
33.600,0.166,0.166809,0.166809,0.106,1.17,1.95
33.800,0.167,0.167974,0.167974,0.106,1.17,1.95
34.000,0.168,0.168762,0.168762,0.109,1.18,2.01
34.200,0.170,0.170225,0.170225,0.111,1.19,2.04
34.400,0.170,0.170842,0.170842,0.111,1.19,2.06
34.600,0.171,0.171896,0.171896,0.114,1.20,2.10
34.800,0.172,0.172913,0.172913,0.114,1.21,2.10
35.000,0.173,0.173656,0.173656,0.116,1.21,2.14
35.200,0.174,0.174930,0.174930,0.116,1.22,2.15
35.400,0.175,0.175606,0.175606,0.118,1.23,2.18
35.600,0.176,0.176886,0.176886,0.121,1.24,2.23
35.800,0.177,0.177558,0.177558,0.120,1.24,2.22
36.000,0.178,0.178820,0.178820,0.123,1.25,2.28
36.200,0.179,0.179564,0.179564,0.124,1.26,2.29
36.400,0.180,0.180539,0.180539,0.125,1.26,2.32
36.600,0.181,0.181561,0.181561,0.127,1.27,2.35
36.800,0.182,0.182482,0.182482,0.127,1.28,2.35
37.000,0.183,0.183685,0.183685,0.129,1.28,2.38
37.200,0.184,0.184624,0.184624,0.130,1.29,2.41
37.400,0.186,0.185694,0.185694,0.133,1.30,2.46
37.600,0.186,0.186704,0.186704,0.134,1.31,2.48
37.800,0.188,0.187856,0.187856,0.137,1.31,2.54
38.000,0.188,0.188630,0.188630,0.138,1.32,2.55
38.200,0.190,0.190090,0.190090,0.140,1.33,2.60
38.400,0.190,0.190526,0.190526,0.141,1.33,2.60
38.600,0.192,0.191693,0.191693,0.144,1.34,2.66
38.800,0.192,0.192626,0.192626,0.145,1.35,2.67
39.000,0.193,0.193542,0.193542,0.147,1.35,2.73
39.200,0.194,0.194703,0.194703,0.147,1.36,2.72
39.400,0.195,0.195325,0.195325,0.148,1.37,2.73
39.600,0.196,0.196706,0.196706,0.151,1.38,2.79
39.800,0.197,0.197574,0.197574,0.151,1.38,2.79
40.000,0.198,0.198457,0.198457,0.155,1.39,2.87
40.200,0.199,0.199479,0.199479,0.156,1.39,2.88
40.400,0.200,0.200445,0.200445,0.157,1.40,2.91
40.600,0.201,0.201248,0.201248,0.160,1.41,2.96
40.800,0.202,0.202430,0.202430,0.162,1.42,3.00
41.000,0.203,0.203571,0.203571,0.165,1.42,3.04
41.200,0.204,0.204377,0.204377,0.166,1.43,3.06
41.400,0.206,0.205499,0.205499,0.169,1.44,3.11
41.600,0.206,0.206513,0.206513,0.169,1.44,3.13
41.800,0.207,0.207591,0.207591,0.170,1.45,3.15
42.000,0.208,0.208492,0.208492,0.174,1.46,3.21
42.200,0.209,0.209715,0.209715,0.176,1.47,3.25
42.400,0.210,0.210610,0.210610,0.177,1.47,3.28
42.600,0.211,0.211600,0.211600,0.179,1.48,3.31
42.800,0.212,0.212545,0.212545,0.181,1.49,3.34
43.000,0.213,0.213564,0.213564,0.183,1.49,3.39
43.200,0.214,0.214882,0.214882,0.186,1.50,3.44
43.400,0.215,0.215626,0.215626,0.187,1.51,3.46
43.600,0.216,0.217152,0.217152,0.190,1.52,3.52
43.800,0.217,0.217818,0.217818,0.190,1.52,3.51
44.000,0.218,0.218909,0.218909,0.194,1.53,3.58
44.200,0.219,0.219898,0.219898,0.194,1.54,3.59
44.400,0.220,0.220799,0.220799,0.197,1.54,3.64
44.600,0.221,0.221975,0.221975,0.198,1.55,3.65
44.800,0.222,0.222950,0.222950,0.200,1.56,3.70
45.000,0.224,0.224203,0.224203,0.204,1.57,3.78
45.200,0.224,0.224908,0.224908,0.204,1.57,3.77
45.400,0.226,0.226306,0.226306,0.208,1.58,3.84
45.600,0.226,0.226923,0.226923,0.208,1.59,3.84
45.800,0.227,0.228007,0.228007,0.211,1.59,3.91
46.000,0.228,0.228700,0.228700,0.212,1.60,3.92
46.200,0.229,0.229720,0.229720,0.216,1.61,3.99
46.400,0.230,0.230851,0.230851,0.217,1.61,4.01
46.600,0.231,0.231696,0.231696,0.220,1.62,4.06
46.800,0.232,0.233035,0.233035,0.222,1.63,4.10
47.000,0.233,0.233781,0.233781,0.223,1.63,4.12
47.200,0.234,0.235301,0.235301,0.228,1.65,4.21
47.400,0.235,0.235935,0.235935,0.227,1.65,4.20
47.600,0.236,0.236996,0.236996,0.231,1.66,4.26
47.800,0.237,0.237983,0.237983,0.232,1.66,4.29
48.000,0.238,0.238581,0.238581,0.233,1.67,4.31
48.200,0.239,0.239748,0.239748,0.237,1.68,4.38
48.400,0.240,0.240818,0.240818,0.237,1.68,4.39
48.600,0.241,0.241855,0.241855,0.241,1.69,4.45
48.800,0.242,0.242655,0.242655,0.243,1.70,4.49
49.000,0.243,0.243718,0.243718,0.245,1.70,4.54
49.200,0.244,0.244658,0.244658,0.247,1.71,4.57
49.400,0.246,0.245893,0.245893,0.249,1.72,4.61
49.600,0.246,0.246838,0.246838,0.252,1.73,4.65
49.800,0.248,0.247914,0.247914,0.256,1.73,4.73
50.000,0.248,0.248767,0.248767,0.257,1.74,4.75
50.200,0.249,0.249712,0.249712,0.258,1.75,4.77
50.400,0.250,0.251001,0.251001,0.261,1.76,4.81
50.600,0.251,0.251484,0.251484,0.262,1.76,4.84
50.800,0.252,0.252843,0.252843,0.266,1.77,4.91
51.000,0.253,0.253563,0.253563,0.266,1.77,4.92
51.200,0.254,0.254683,0.254683,0.271,1.78,5.01
51.400,0.255,0.255780,0.255780,0.272,1.79,5.03
51.600,0.256,0.256319,0.256319,0.274,1.79,5.06
51.800,0.257,0.257560,0.257560,0.278,1.80,5.13
52.000,0.258,0.258434,0.258434,0.277,1.81,5.12
52.200,0.260,0.259640,0.259640,0.282,1.82,5.20
52.400,0.260,0.260469,0.260469,0.283,1.82,5.24
52.600,0.262,0.261548,0.261548,0.286,1.83,5.28
52.800,0.262,0.262386,0.262386,0.288,1.83,5.33
53.000,0.263,0.263367,0.263367,0.290,1.84,5.37
53.200,0.264,0.264466,0.264466,0.292,1.85,5.40
53.400,0.265,0.265391,0.265391,0.294,1.86,5.43
53.600,0.266,0.266389,0.266389,0.297,1.86,5.48
53.800,0.267,0.267515,0.267515,0.300,1.87,5.54
54.000,0.268,0.268487,0.268487,0.302,1.88,5.58
54.200,0.269,0.269494,0.269494,0.304,1.88,5.62
54.400,0.270,0.270608,0.270608,0.308,1.89,5.68
54.600,0.271,0.271417,0.271417,0.308,1.90,5.69
54.800,0.272,0.272332,0.272332,0.309,1.90,5.72
55.000,0.273,0.273579,0.273579,0.313,1.91,5.78
55.200,0.274,0.274119,0.274119,0.315,1.92,5.82
55.400,0.275,0.275357,0.275357,0.318,1.93,5.88
55.600,0.276,0.276121,0.276121,0.319,1.93,5.90
55.800,0.277,0.277218,0.277218,0.323,1.94,5.97
56.000,0.278,0.278317,0.278317,0.325,1.95,6.00
56.200,0.279,0.279167,0.279167,0.328,1.95,6.05
56.400,0.280,0.280266,0.280266,0.330,1.96,6.10
56.600,0.281,0.281137,0.281137,0.332,1.97,6.13
56.800,0.282,0.281863,0.281863,0.334,1.97,6.16
57.000,0.283,0.283208,0.283208,0.337,1.98,6.22
57.200,0.284,0.283848,0.283848,0.339,1.98,6.27
57.400,0.285,0.285122,0.285122,0.341,1.99,6.31
57.600,0.286,0.285937,0.285937,0.343,2.00,6.34
57.800,0.287,0.286956,0.286956,0.346,2.01,6.40
58.000,0.288,0.288040,0.288040,0.349,2.01,6.44
58.200,0.289,0.288870,0.288870,0.351,2.02,6.49
58.400,0.290,0.290079,0.290079,0.353,2.03,6.53
58.600,0.291,0.291089,0.291089,0.356,2.04,6.57
58.800,0.292,0.292233,0.292233,0.359,2.04,6.64
59.000,0.293,0.293231,0.293231,0.360,2.05,6.65
59.200,0.294,0.293874,0.293874,0.361,2.06,6.68
59.400,0.295,0.295027,0.295027,0.365,2.06,6.75
59.600,0.296,0.296043,0.296043,0.366,2.07,6.76
59.800,0.297,0.297177,0.297177,0.370,2.08,6.84
60.000,0.298,0.297814,0.297814,0.371,2.08,6.85
60.200,0.299,0.299151,0.299151,0.373,2.09,6.90
60.400,0.300,0.299823,0.299823,0.375,2.10,6.93
60.600,0.301,0.300952,0.300952,0.378,2.10,6.99
60.800,0.302,0.301959,0.301959,0.381,2.11,7.03
61.000,0.303,0.302667,0.302667,0.382,2.12,7.06
61.200,0.304,0.303944,0.303944,0.385,2.13,7.12
61.400,0.305,0.304732,0.304732,0.386,2.13,7.13
61.600,0.306,0.305983,0.305983,0.390,2.14,7.21
61.800,0.307,0.306865,0.306865,0.391,2.15,7.22
62.000,0.308,0.308113,0.308113,0.398,2.15,7.35
62.200,0.309,0.308741,0.308741,0.395,2.16,7.31
62.400,0.310,0.309831,0.309831,0.400,2.17,7.40
62.600,0.311,0.310966,0.310966,0.399,2.17,7.37
62.800,0.312,0.311641,0.311641,0.403,2.18,7.45
63.000,0.313,0.312738,0.312738,0.405,2.19,7.48
63.200,0.314,0.313810,0.313810,0.407,2.19,7.52
63.400,0.315,0.314835,0.314835,0.409,2.20,7.57
63.600,0.316,0.315647,0.315647,0.411,2.21,7.59
63.800,0.317,0.317013,0.317013,0.416,2.22,7.69
64.000,0.318,0.317487,0.317487,0.416,2.22,7.69
64.200,0.319,0.318666,0.318666,0.420,2.23,7.77
64.400,0.320,0.319759,0.319759,0.421,2.24,7.78
64.600,0.321,0.320609,0.320609,0.423,2.24,7.82
64.800,0.322,0.321715,0.321715,0.426,2.25,7.87
65.000,0.323,0.322713,0.322713,0.429,2.26,7.93
65.200,0.324,0.323626,0.323626,0.431,2.26,7.96
65.400,0.325,0.324725,0.324725,0.431,2.27,7.97
65.600,0.326,0.325545,0.325545,0.435,2.28,8.03
65.800,0.326,0.326508,0.326508,0.436,2.28,8.06
66.000,0.328,0.327646,0.327646,0.439,2.29,8.12
66.200,0.329,0.328413,0.328413,0.441,2.30,8.15
66.400,0.330,0.329699,0.329699,0.444,2.31,8.21
66.600,0.331,0.330484,0.330484,0.445,2.31,8.22
66.800,0.332,0.331243,0.331243,0.448,2.32,8.28
67.000,0.333,0.332422,0.332422,0.451,2.32,8.34
67.200,0.334,0.333331,0.333331,0.453,2.33,8.37
67.400,0.335,0.334659,0.334659,0.457,2.34,8.45
67.600,0.336,0.335189,0.335189,0.457,2.34,8.44
67.800,0.337,0.336549,0.336549,0.460,2.35,8.51
68.000,0.338,0.337378,0.337378,0.461,2.36,8.52
68.200,0.339,0.338161,0.338161,0.464,2.36,8.57
68.400,0.340,0.339278,0.339278,0.466,2.37,8.61
68.600,0.341,0.340240,0.340240,0.468,2.38,8.65
68.800,0.342,0.341289,0.341289,0.471,2.39,8.71
69.000,0.343,0.342169,0.342169,0.473,2.39,8.74
69.200,0.344,0.343499,0.343499,0.475,2.40,8.79
69.400,0.345,0.344287,0.344287,0.476,2.41,8.80
69.600,0.346,0.345434,0.345434,0.481,2.42,8.89
69.800,0.347,0.346352,0.346352,0.481,2.42,8.88
70.000,0.348,0.347434,0.347434,0.484,2.43,8.94
70.200,0.349,0.348234,0.348234,0.485,2.44,8.96
70.400,0.350,0.349129,0.349129,0.488,2.44,9.01
70.600,0.351,0.350189,0.350189,0.490,2.45,9.05
70.800,0.352,0.351037,0.351037,0.491,2.45,9.08
71.000,0.353,0.352373,0.352373,0.496,2.46,9.16
71.200,0.354,0.353072,0.353072,0.497,2.47,9.19
71.400,0.355,0.354464,0.354464,0.501,2.48,9.25
71.600,0.356,0.355143,0.355143,0.503,2.48,9.29
71.800,0.357,0.356254,0.356254,0.505,2.49,9.33
72.000,0.358,0.357146,0.357146,0.506,2.50,9.35
72.200,0.358,0.358076,0.358076,0.507,2.50,9.36
72.400,0.360,0.359128,0.359128,0.510,2.51,9.42
72.600,0.360,0.360052,0.360052,0.512,2.52,9.46
72.800,0.362,0.361127,0.361127,0.515,2.53,9.51
73.000,0.362,0.362022,0.362022,0.517,2.53,9.55
73.200,0.364,0.363231,0.363231,0.520,2.54,9.61
73.400,0.365,0.363975,0.363975,0.521,2.55,9.62
73.600,0.366,0.365026,0.365026,0.523,2.55,9.67
73.800,0.366,0.366040,0.366040,0.525,2.56,9.71
74.000,0.368,0.367091,0.367091,0.526,2.57,9.73
74.200,0.368,0.367971,0.367971,0.529,2.57,9.78
74.400,0.370,0.369189,0.369189,0.531,2.58,9.81
74.600,0.371,0.369897,0.369897,0.534,2.59,9.87
74.800,0.372,0.371038,0.371038,0.535,2.59,9.89
75.000,0.373,0.371989,0.371989,0.538,2.60,9.94
75.200,0.374,0.372901,0.372901,0.540,2.61,9.98
75.400,0.375,0.374350,0.374350,0.544,2.62,10.05
75.600,0.376,0.374803,0.374803,0.545,2.62,10.07
75.800,0.377,0.376249,0.376249,0.548,2.63,10.13
76.000,0.378,0.377043,0.377043,0.548,2.64,10.13
76.200,0.379,0.378163,0.378163,0.550,2.64,10.17
76.400,0.380,0.379046,0.379046,0.552,2.65,10.19
76.600,0.380,0.380053,0.380053,0.554,2.66,10.24
76.800,0.382,0.381194,0.381194,0.557,2.67,10.30
77.000,0.382,0.381896,0.381896,0.558,2.67,10.31
77.200,0.384,0.383283,0.383283,0.560,2.68,10.36
77.400,0.384,0.383777,0.383777,0.563,2.68,10.40
77.600,0.386,0.385279,0.385279,0.567,2.69,10.48
77.800,0.387,0.385949,0.385949,0.566,2.70,10.47
78.000,0.388,0.386897,0.386897,0.570,2.71,10.54
78.200,0.389,0.388020,0.388020,0.572,2.71,10.56
78.400,0.390,0.388933,0.388933,0.573,2.72,10.59
78.600,0.391,0.390129,0.390129,0.576,2.73,10.65
78.800,0.392,0.390879,0.390879,0.576,2.73,10.65
79.000,0.393,0.392100,0.392100,0.578,2.74,10.69
79.200,0.394,0.392808,0.392808,0.579,2.75,10.70
79.400,0.395,0.394156,0.394156,0.583,2.76,10.77
79.600,0.396,0.394828,0.394828,0.584,2.76,10.79
79.800,0.397,0.396055,0.396055,0.586,2.77,10.83
80.000,0.398,0.396698,0.396698,0.588,2.77,10.87
80.200,0.399,0.397886,0.397886,0.589,2.78,10.89
80.400,0.400,0.399092,0.399092,0.592,2.79,10.94
80.600,0.400,0.399832,0.399832,0.592,2.80,10.94
80.800,0.402,0.401240,0.401240,0.597,2.81,11.03
81.000,0.403,0.401764,0.401764,0.598,2.81,11.04
81.200,0.404,0.403014,0.403014,0.599,2.82,11.08
81.400,0.405,0.403965,0.403965,0.601,2.82,11.10
81.600,0.406,0.404688,0.404688,0.603,2.83,11.15
81.800,0.407,0.405888,0.405888,0.604,2.84,11.17
82.000,0.408,0.406818,0.406818,0.606,2.84,11.20
82.200,0.409,0.407849,0.407849,0.609,2.85,11.26
82.400,0.410,0.408774,0.408774,0.608,2.86,11.24
82.600,0.411,0.410039,0.410039,0.611,2.87,11.30
82.800,0.412,0.410812,0.410812,0.614,2.87,11.35
83.000,0.413,0.411713,0.411713,0.615,2.88,11.36
83.200,0.414,0.412578,0.412578,0.617,2.89,11.40
83.400,0.415,0.413938,0.413938,0.620,2.89,11.45
83.600,0.416,0.414681,0.414681,0.621,2.90,11.47
83.800,0.417,0.415795,0.415795,0.622,2.91,11.50
84.000,0.418,0.416797,0.416797,0.624,2.91,11.53
84.200,0.419,0.417718,0.417718,0.625,2.92,11.55
84.400,0.420,0.418883,0.418883,0.627,2.93,11.59
84.600,0.421,0.419786,0.419786,0.629,2.94,11.63
84.800,0.422,0.420725,0.420725,0.631,2.94,11.66
85.000,0.423,0.421875,0.421875,0.632,2.95,11.69
85.200,0.424,0.422900,0.422900,0.634,2.96,11.72
85.400,0.425,0.423759,0.423759,0.637,2.96,11.77
85.600,0.426,0.424852,0.424852,0.638,2.97,11.79
85.800,0.427,0.425774,0.425774,0.640,2.98,11.84
86.000,0.428,0.426624,0.426624,0.640,2.98,11.83
86.200,0.429,0.428055,0.428055,0.642,2.99,11.87
86.400,0.430,0.428828,0.428828,0.644,3.00,11.90
86.600,0.432,0.430058,0.430058,0.647,3.01,11.96
86.800,0.432,0.430923,0.430923,0.647,3.01,11.96
87.000,0.433,0.432043,0.432043,0.649,3.02,12.00
87.200,0.434,0.432707,0.432707,0.649,3.03,12.00
87.400,0.435,0.434010,0.434010,0.652,3.04,12.06
87.600,0.436,0.434597,0.434597,0.654,3.04,12.08
87.800,0.437,0.435782,0.435782,0.654,3.05,12.08
88.000,0.438,0.436825,0.436825,0.656,3.05,12.13
88.200,0.439,0.437551,0.437551,0.658,3.06,12.17
88.400,0.440,0.438919,0.438919,0.661,3.07,12.21
88.600,0.441,0.439627,0.439627,0.661,3.07,12.22
88.800,0.442,0.440818,0.440818,0.664,3.08,12.27
89.000,0.443,0.441778,0.441778,0.664,3.09,12.27
89.200,0.444,0.442723,0.442723,0.668,3.10,12.34
89.400,0.445,0.443778,0.443778,0.667,3.10,12.33
89.600,0.446,0.444697,0.444697,0.668,3.11,12.35
89.800,0.447,0.445911,0.445911,0.671,3.12,12.40
90.000,0.448,0.446619,0.446619,0.670,3.12,12.38
90.200,0.450,0.447950,0.447950,0.675,3.13,12.48
90.400,0.450,0.448347,0.448347,0.673,3.14,12.44
90.600,0.451,0.449751,0.449751,0.677,3.15,12.50
90.800,0.452,0.450415,0.450415,0.676,3.15,12.50
91.000,0.453,0.451727,0.451727,0.678,3.16,12.54
91.200,0.454,0.452619,0.452619,0.679,3.17,12.55
91.400,0.455,0.453173,0.453173,0.680,3.17,12.57
91.600,0.456,0.454734,0.454734,0.683,3.18,12.62
91.800,0.457,0.455262,0.455262,0.683,3.18,12.63
92.000,0.458,0.456533,0.456533,0.687,3.19,12.70
92.200,0.459,0.457454,0.457454,0.687,3.20,12.70
92.400,0.460,0.458272,0.458272,0.690,3.20,12.75
92.600,0.461,0.459232,0.459232,0.689,3.21,12.73
