"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
4.250,0.021,0.013765,0.013765,0.044,0.09,0.90
4.350,0.022,0.014769,0.014769,0.044,0.10,0.91
4.450,0.022,0.015122,0.015122,0.044,0.10,0.91
4.550,0.022,0.015584,0.015584,0.046,0.10,0.94
4.650,0.023,0.015889,0.015889,0.046,0.11,0.94
4.750,0.024,0.016156,0.016156,0.047,0.11,0.97
4.850,0.024,0.017053,0.017053,0.047,0.11,0.98
4.950,0.024,0.017859,0.017859,0.049,0.12,1.01
5.050,0.025,0.018093,0.018093,0.051,0.12,1.04
5.150,0.026,0.018357,0.018357,0.050,0.12,1.03
5.250,0.026,0.018715,0.018715,0.052,0.12,1.06
5.350,0.026,0.019166,0.019166,0.052,0.13,1.08
5.450,0.027,0.020146,0.020146,0.052,0.13,1.08
5.550,0.028,0.020955,0.020955,0.053,0.14,1.09
5.650,0.028,0.021003,0.021003,0.054,0.14,1.12
5.750,0.028,0.021800,0.021800,0.055,0.14,1.14
5.850,0.029,0.021711,0.021711,0.056,0.14,1.15
5.950,0.030,0.022567,0.022567,0.057,0.15,1.17
6.050,0.030,0.022754,0.022754,0.058,0.15,1.19
6.150,0.030,0.023311,0.023311,0.060,0.15,1.23
6.250,0.031,0.023737,0.023737,0.060,0.16,1.24
6.350,0.032,0.024324,0.024324,0.060,0.16,1.24
6.450,0.032,0.025177,0.025177,0.062,0.17,1.28
6.550,0.032,0.025592,0.025592,0.063,0.17,1.30
6.650,0.033,0.026104,0.026104,0.065,0.17,1.34
6.750,0.034,0.026250,0.026250,0.064,0.17,1.32
6.850,0.034,0.026987,0.026987,0.065,0.18,1.34
6.950,0.035,0.027903,0.027903,0.066,0.18,1.36
7.050,0.035,0.028030,0.028030,0.065,0.19,1.34
7.150,0.036,0.028836,0.028836,0.067,0.19,1.37
7.250,0.036,0.028454,0.028454,0.068,0.19,1.40
7.350,0.036,0.029429,0.029429,0.070,0.19,1.44
7.450,0.037,0.029680,0.029680,0.070,0.20,1.45
7.550,0.038,0.030246,0.030246,0.072,0.20,1.48
7.650,0.038,0.030463,0.030463,0.072,0.20,1.47
7.750,0.038,0.031076,0.031076,0.073,0.21,1.50
7.850,0.039,0.031538,0.031538,0.074,0.21,1.53
7.950,0.040,0.032282,0.032282,0.076,0.21,1.56
8.050,0.040,0.032397,0.032397,0.075,0.21,1.54
8.150,0.040,0.033040,0.033040,0.077,0.22,1.58
8.250,0.041,0.033505,0.033505,0.077,0.22,1.58
8.350,0.042,0.034136,0.034136,0.077,0.23,1.59
8.450,0.042,0.034133,0.034133,0.080,0.23,1.65
8.550,0.043,0.034841,0.034841,0.081,0.23,1.66
8.650,0.043,0.035336,0.035336,0.080,0.23,1.65
8.750,0.044,0.035831,0.035831,0.080,0.24,1.64
8.850,0.044,0.036210,0.036210,0.082,0.24,1.70
8.950,0.044,0.036818,0.036818,0.084,0.24,1.72
9.050,0.045,0.037075,0.037075,0.085,0.25,1.76
9.150,0.046,0.037775,0.037775,0.086,0.25,1.77
9.250,0.046,0.038417,0.038417,0.086,0.25,1.78
9.350,0.046,0.038829,0.038829,0.087,0.26,1.78
9.450,0.047,0.039108,0.039108,0.088,0.26,1.81
9.550,0.048,0.039597,0.039597,0.088,0.26,1.81
9.650,0.048,0.039848,0.039848,0.089,0.26,1.83
9.750,0.048,0.040714,0.040714,0.090,0.27,1.85
9.850,0.049,0.041090,0.041090,0.091,0.27,1.88
9.950,0.050,0.041623,0.041623,0.092,0.28,1.89
10.050,0.050,0.042127,0.042127,0.092,0.28,1.90
10.150,0.051,0.042542,0.042542,0.093,0.28,1.92
10.250,0.051,0.042850,0.042850,0.095,0.28,1.96
10.350,0.051,0.043501,0.043501,0.094,0.29,1.94
10.450,0.052,0.043801,0.043801,0.096,0.29,1.98
10.550,0.052,0.044728,0.044728,0.098,0.30,2.01
10.650,0.053,0.045306,0.045306,0.098,0.30,2.01
10.750,0.054,0.045412,0.045412,0.098,0.30,2.03
10.850,0.054,0.045700,0.045700,0.098,0.30,2.02
10.950,0.054,0.046343,0.046343,0.100,0.31,2.05
11.050,0.055,0.046891,0.046891,0.101,0.31,2.09
11.150,0.056,0.047652,0.047652,0.102,0.31,2.09
11.250,0.056,0.047842,0.047842,0.103,0.32,2.12
11.350,0.056,0.048425,0.048425,0.105,0.32,2.16
11.450,0.057,0.048840,0.048840,0.105,0.32,2.15
11.550,0.058,0.049498,0.049498,0.106,0.33,2.18
11.650,0.058,0.049969,0.049969,0.106,0.33,2.19
11.750,0.058,0.050351,0.050351,0.107,0.33,2.21
11.850,0.058,0.050784,0.050784,0.109,0.34,2.25
11.950,0.060,0.051507,0.051507,0.111,0.34,2.28
12.050,0.060,0.051945,0.051945,0.111,0.34,2.29
12.150,0.060,0.052496,0.052496,0.111,0.35,2.28
12.250,0.060,0.052816,0.052816,0.111,0.35,2.29
12.350,0.061,0.053133,0.053133,0.112,0.35,2.30
12.450,0.062,0.053924,0.053924,0.114,0.36,2.36
12.550,0.062,0.054425,0.054425,0.115,0.36,2.36
12.650,0.062,0.054843,0.054843,0.116,0.36,2.39
12.750,0.063,0.055284,0.055284,0.115,0.37,2.37
12.850,0.064,0.055533,0.055533,0.117,0.37,2.42
12.950,0.064,0.056214,0.056214,0.117,0.37,2.41
13.050,0.064,0.056777,0.056777,0.118,0.38,2.42
13.150,0.065,0.057127,0.057127,0.119,0.38,2.46
13.250,0.066,0.057770,0.057770,0.121,0.38,2.49
13.350,0.066,0.058276,0.058276,0.122,0.39,2.51
13.450,0.066,0.058543,0.058543,0.123,0.39,2.54
13.550,0.067,0.059180,0.059180,0.124,0.39,2.55
13.650,0.068,0.059630,0.059630,0.124,0.39,2.56
13.750,0.068,0.060344,0.060344,0.128,0.40,2.64
13.850,0.068,0.060845,0.060845,0.127,0.40,2.61
13.950,0.069,0.061307,0.061307,0.127,0.41,2.63
14.050,0.070,0.061636,0.061636,0.129,0.41,2.66
14.150,0.070,0.062069,0.062069,0.130,0.41,2.68
14.250,0.071,0.062795,0.062795,0.132,0.42,2.72
14.350,0.071,0.063115,0.063115,0.132,0.42,2.71
14.450,0.072,0.063740,0.063740,0.132,0.42,2.72
14.550,0.072,0.064267,0.064267,0.133,0.42,2.74
14.650,0.072,0.064534,0.064534,0.133,0.43,2.75
14.750,0.074,0.065082,0.065082,0.134,0.43,2.76
14.850,0.074,0.065680,0.065680,0.136,0.43,2.79
14.950,0.074,0.066107,0.066107,0.136,0.44,2.80
15.050,0.074,0.066859,0.066859,0.138,0.44,2.84
15.150,0.075,0.067182,0.067182,0.138,0.44,2.85
15.250,0.076,0.067467,0.067467,0.140,0.45,2.89
15.350,0.076,0.068104,0.068104,0.139,0.45,2.87
15.450,0.076,0.068652,0.068652,0.141,0.45,2.91
15.550,0.078,0.069526,0.069526,0.144,0.46,2.97
15.650,0.078,0.069846,0.069846,0.146,0.46,3.00
15.750,0.078,0.070136,0.070136,0.144,0.46,2.97
15.850,0.078,0.070415,0.070415,0.145,0.47,2.99
15.950,0.079,0.071378,0.071378,0.147,0.47,3.02
16.050,0.080,0.072148,0.072148,0.148,0.48,3.04
16.150,0.080,0.072355,0.072355,0.148,0.48,3.06
16.250,0.080,0.072619,0.072619,0.149,0.48,3.07
16.350,0.081,0.073043,0.073043,0.149,0.48,3.07
16.450,0.082,0.073914,0.073914,0.152,0.49,3.13
16.550,0.082,0.074438,0.074438,0.151,0.49,3.11
16.650,0.082,0.074909,0.074909,0.152,0.50,3.13
16.750,0.083,0.075395,0.075395,0.155,0.50,3.18
16.850,0.084,0.075682,0.075682,0.155,0.50,3.20
16.950,0.084,0.076322,0.076322,0.157,0.50,3.23
17.050,0.084,0.076947,0.076947,0.159,0.51,3.27
17.150,0.085,0.077472,0.077472,0.158,0.51,3.26
17.250,0.086,0.077792,0.077792,0.159,0.51,3.28
17.350,0.086,0.078393,0.078393,0.160,0.52,3.30
17.450,0.087,0.078947,0.078947,0.162,0.52,3.34
17.550,0.087,0.079371,0.079371,0.161,0.52,3.31
17.650,0.088,0.080058,0.080058,0.162,0.53,3.34
17.750,0.088,0.080449,0.080449,0.164,0.53,3.39
17.850,0.088,0.080986,0.080986,0.165,0.54,3.39
17.950,0.089,0.081406,0.081406,0.166,0.54,3.42
18.050,0.090,0.081877,0.081877,0.168,0.54,3.45
18.150,0.090,0.082334,0.082334,0.168,0.54,3.47
18.250,0.091,0.083024,0.083024,0.169,0.55,3.49
18.350,0.091,0.083202,0.083202,0.171,0.55,3.52
18.450,0.092,0.083839,0.083839,0.170,0.55,3.50
18.550,0.092,0.084488,0.084488,0.171,0.56,3.52
18.650,0.092,0.084819,0.084819,0.172,0.56,3.55
18.750,0.094,0.085222,0.085222,0.173,0.56,3.57
18.850,0.094,0.085702,0.085702,0.174,0.57,3.59
18.950,0.094,0.086247,0.086247,0.175,0.57,3.60
19.050,0.094,0.087044,0.087044,0.176,0.58,3.62
19.150,0.095,0.087352,0.087352,0.177,0.58,3.65
19.250,0.096,0.087738,0.087738,0.178,0.58,3.67
19.350,0.096,0.088016,0.088016,0.178,0.58,3.67
19.450,0.096,0.088852,0.088852,0.180,0.59,3.71
19.550,0.098,0.089557,0.089557,0.180,0.59,3.72
19.650,0.098,0.089936,0.089936,0.181,0.59,3.74
19.750,0.098,0.090229,0.090229,0.183,0.60,3.76
19.850,0.098,0.090834,0.090834,0.183,0.60,3.76
19.950,0.099,0.091243,0.091243,0.184,0.60,3.80
20.050,0.100,0.092060,0.092060,0.186,0.61,3.83
20.150,0.100,0.092291,0.092291,0.186,0.61,3.84
20.250,0.101,0.092771,0.092771,0.188,0.61,3.88
20.350,0.101,0.093097,0.093097,0.187,0.62,3.86
20.450,0.102,0.094019,0.094019,0.191,0.62,3.93
20.550,0.102,0.094395,0.094395,0.191,0.62,3.94
20.650,0.102,0.094984,0.094984,0.190,0.63,3.91
20.750,0.103,0.095035,0.095035,0.192,0.63,3.96
20.850,0.104,0.095562,0.095562,0.193,0.63,3.99
20.950,0.104,0.096312,0.096312,0.195,0.64,4.03
21.050,0.104,0.096821,0.096821,0.197,0.64,4.05
21.150,0.105,0.097352,0.097352,0.195,0.64,4.03
21.250,0.106,0.097728,0.097728,0.196,0.65,4.05
21.350,0.106,0.098175,0.098175,0.197,0.65,4.07
21.450,0.106,0.098759,0.098759,0.199,0.65,4.10
21.550,0.107,0.099251,0.099251,0.201,0.66,4.14
21.650,0.108,0.099677,0.099677,0.201,0.66,4.14
21.750,0.108,0.100297,0.100297,0.203,0.66,4.18
21.850,0.109,0.100815,0.100815,0.203,0.67,4.19
21.950,0.109,0.101188,0.101188,0.204,0.67,4.19
22.050,0.110,0.101813,0.101813,0.205,0.67,4.22
22.150,0.110,0.102062,0.102062,0.205,0.67,4.23
22.250,0.110,0.102824,0.102824,0.208,0.68,4.28
22.350,0.111,0.103218,0.103218,0.207,0.68,4.26
22.450,0.112,0.103603,0.103603,0.208,0.68,4.29
22.550,0.112,0.104041,0.104041,0.208,0.69,4.30
22.650,0.112,0.104572,0.104572,0.211,0.69,4.35
22.750,0.113,0.105200,0.105200,0.212,0.70,4.36
22.850,0.114,0.105745,0.105745,0.212,0.70,4.36
22.950,0.114,0.106068,0.106068,0.212,0.70,4.38
23.050,0.114,0.106820,0.106820,0.213,0.71,4.40
23.150,0.115,0.107206,0.107206,0.214,0.71,4.40
23.250,0.116,0.107997,0.107997,0.216,0.71,4.45
23.350,0.116,0.108151,0.108151,0.215,0.71,4.43
23.450,0.116,0.108746,0.108746,0.217,0.72,4.48
23.550,0.117,0.109321,0.109321,0.218,0.72,4.49
23.650,0.118,0.110065,0.110065,0.219,0.73,4.52
23.750,0.118,0.110281,0.110281,0.220,0.73,4.53
23.850,0.118,0.110835,0.110835,0.222,0.73,4.57
23.950,0.119,0.111285,0.111285,0.223,0.74,4.60
24.050,0.120,0.111925,0.111925,0.224,0.74,4.62
24.150,0.120,0.112509,0.112509,0.225,0.74,4.63
24.250,0.120,0.112947,0.112947,0.225,0.75,4.64
24.350,0.121,0.113167,0.113167,0.227,0.75,4.67
24.450,0.122,0.114046,0.114046,0.228,0.75,4.70
24.550,0.122,0.114444,0.114444,0.230,0.76,4.74
24.650,0.122,0.114989,0.114989,0.230,0.76,4.73
24.750,0.123,0.115359,0.115359,0.229,0.76,4.72
24.850,0.124,0.115869,0.115869,0.232,0.77,4.79
24.950,0.124,0.116556,0.116556,0.232,0.77,4.79
25.050,0.124,0.117030,0.117030,0.234,0.77,4.82
25.150,0.125,0.117353,0.117353,0.234,0.78,4.82
25.250,0.126,0.117939,0.117939,0.235,0.78,4.84
25.350,0.126,0.118387,0.118387,0.235,0.78,4.85
25.450,0.126,0.118991,0.118991,0.237,0.79,4.89
25.550,0.127,0.119394,0.119394,0.239,0.79,4.92
25.650,0.128,0.119880,0.119880,0.238,0.79,4.91
25.750,0.128,0.120553,0.120553,0.239,0.80,4.92
25.850,0.128,0.121015,0.121015,0.240,0.80,4.94
25.950,0.129,0.121699,0.121699,0.242,0.80,5.00
26.050,0.130,0.122013,0.122013,0.241,0.81,4.97
26.150,0.130,0.122271,0.122271,0.243,0.81,5.01
26.250,0.130,0.123163,0.123163,0.245,0.81,5.05
26.350,0.132,0.123853,0.123853,0.247,0.82,5.08
26.450,0.132,0.124244,0.124244,0.246,0.82,5.08
26.550,0.132,0.124431,0.124431,0.248,0.82,5.11
26.650,0.132,0.124946,0.124946,0.249,0.83,5.12
26.750,0.133,0.125681,0.125681,0.249,0.83,5.14
26.850,0.134,0.126137,0.126137,0.250,0.83,5.15
26.950,0.134,0.126644,0.126644,0.251,0.84,5.17
27.050,0.134,0.127316,0.127316,0.252,0.84,5.20
27.150,0.135,0.127767,0.127767,0.253,0.84,5.21
27.250,0.136,0.128333,0.128333,0.254,0.85,5.24
27.350,0.136,0.128585,0.128585,0.255,0.85,5.26
27.450,0.136,0.129213,0.129213,0.255,0.85,5.26
27.550,0.137,0.129844,0.129844,0.256,0.86,5.28
27.650,0.138,0.130655,0.130655,0.258,0.86,5.31
27.750,0.138,0.130967,0.130967,0.258,0.87,5.32
27.850,0.139,0.131355,0.131355,0.260,0.87,5.36
27.950,0.139,0.131672,0.131672,0.259,0.87,5.34
28.050,0.140,0.132457,0.132457,0.263,0.88,5.42
28.150,0.140,0.133260,0.133260,0.265,0.88,5.46
28.250,0.141,0.133710,0.133710,0.263,0.88,5.42
28.350,0.141,0.134060,0.134060,0.263,0.89,5.42
28.450,0.142,0.134471,0.134471,0.266,0.89,5.48
28.550,0.142,0.134922,0.134922,0.266,0.89,5.48
28.650,0.143,0.135739,0.135739,0.267,0.90,5.51
28.750,0.143,0.136234,0.136234,0.267,0.90,5.51
28.850,0.144,0.136628,0.136628,0.268,0.90,5.53
28.950,0.144,0.137298,0.137298,0.270,0.91,5.57
29.050,0.144,0.137704,0.137704,0.272,0.91,5.61
29.150,0.145,0.138276,0.138276,0.271,0.91,5.59
29.250,0.146,0.138655,0.138655,0.273,0.92,5.63
29.350,0.146,0.139070,0.139070,0.273,0.92,5.62
29.450,0.146,0.139686,0.139686,0.275,0.92,5.67
29.550,0.147,0.140112,0.140112,0.274,0.93,5.65
29.650,0.148,0.141004,0.141004,0.276,0.93,5.69
29.750,0.148,0.141265,0.141265,0.277,0.93,5.71
29.850,0.148,0.141712,0.141712,0.279,0.94,5.75
29.950,0.149,0.142091,0.142091,0.281,0.94,5.78
30.050,0.150,0.142666,0.142666,0.281,0.94,5.79
30.150,0.150,0.143268,0.143268,0.282,0.95,5.81
30.250,0.150,0.143949,0.143949,0.282,0.95,5.81
30.350,0.151,0.144296,0.144296,0.282,0.95,5.82
30.450,0.152,0.144731,0.144731,0.283,0.96,5.83
30.550,0.152,0.145229,0.145229,0.283,0.96,5.84
30.650,0.152,0.145682,0.145682,0.285,0.96,5.88
30.750,0.153,0.146476,0.146476,0.286,0.97,5.90
30.850,0.154,0.146998,0.146998,0.288,0.97,5.93
30.950,0.154,0.147362,0.147362,0.287,0.97,5.92
31.050,0.154,0.147810,0.147810,0.288,0.98,5.93
31.150,0.155,0.148227,0.148227,0.289,0.98,5.96
31.250,0.156,0.148784,0.148784,0.292,0.98,6.02
31.350,0.156,0.149368,0.149368,0.292,0.99,6.01
31.450,0.156,0.149883,0.149883,0.292,0.99,6.02
31.550,0.157,0.150363,0.150363,0.293,0.99,6.03
31.650,0.158,0.150831,0.150831,0.295,1.00,6.08
31.750,0.158,0.151463,0.151463,0.296,1.00,6.10
31.850,0.158,0.151729,0.151729,0.296,1.00,6.09
31.950,0.159,0.152322,0.152322,0.297,1.01,6.12
32.050,0.160,0.152926,0.152926,0.297,1.01,6.13
32.150,0.160,0.153456,0.153456,0.299,1.01,6.15
32.250,0.160,0.153916,0.153916,0.299,1.02,6.16
32.350,0.161,0.154176,0.154176,0.300,1.02,6.18
32.450,0.162,0.154707,0.154707,0.301,1.02,6.20
32.550,0.162,0.155255,0.155255,0.303,1.03,6.23
32.650,0.162,0.155821,0.155821,0.303,1.03,6.24
32.750,0.163,0.156289,0.156289,0.303,1.03,6.25
32.850,0.163,0.156493,0.156493,0.304,1.03,6.27
32.950,0.164,0.157335,0.157335,0.305,1.04,6.28
33.050,0.164,0.158037,0.158037,0.308,1.04,6.34
33.150,0.165,0.158431,0.158431,0.308,1.05,6.35
33.250,0.166,0.158763,0.158763,0.308,1.05,6.34
33.350,0.166,0.159275,0.159275,0.310,1.05,6.38
33.450,0.166,0.159974,0.159974,0.311,1.06,6.41
33.550,0.167,0.160540,0.160540,0.313,1.06,6.44
33.650,0.168,0.160762,0.160762,0.312,1.06,6.42
33.750,0.168,0.161257,0.161257,0.312,1.07,6.44
33.850,0.168,0.161731,0.161731,0.314,1.07,6.47
33.950,0.169,0.162590,0.162590,0.316,1.07,6.51
34.050,0.170,0.162854,0.162854,0.317,1.08,6.53
34.150,0.170,0.163420,0.163420,0.316,1.08,6.52
34.250,0.171,0.163980,0.163980,0.317,1.08,6.54
34.350,0.171,0.164424,0.164424,0.318,1.09,6.56
34.450,0.172,0.164910,0.164910,0.321,1.09,6.61
34.550,0.172,0.165497,0.165497,0.321,1.09,6.61
34.650,0.173,0.165891,0.165891,0.323,1.10,6.65
34.750,0.173,0.166658,0.166658,0.321,1.10,6.62
34.850,0.174,0.167165,0.167165,0.322,1.10,6.64
34.950,0.174,0.167550,0.167550,0.323,1.11,6.65
35.050,0.174,0.167914,0.167914,0.324,1.11,6.67
35.150,0.175,0.168329,0.168329,0.324,1.11,6.68
35.250,0.176,0.168984,0.168984,0.327,1.12,6.74
35.350,0.176,0.169654,0.169654,0.327,1.12,6.75
35.450,0.176,0.170376,0.170376,0.328,1.13,6.76
35.550,0.177,0.170608,0.170608,0.328,1.13,6.75
35.650,0.177,0.170676,0.170676,0.327,1.13,6.75
35.750,0.178,0.171407,0.171407,0.330,1.13,6.81
35.850,0.178,0.171864,0.171864,0.330,1.14,6.81
35.950,0.179,0.172753,0.172753,0.330,1.14,6.81
36.050,0.180,0.173247,0.173247,0.333,1.15,6.87
36.150,0.180,0.173315,0.173315,0.333,1.15,6.87
36.250,0.180,0.173745,0.173745,0.335,1.15,6.90
36.350,0.180,0.174539,0.174539,0.334,1.15,6.89
36.450,0.181,0.175277,0.175277,0.335,1.16,6.91
36.550,0.182,0.175683,0.175683,0.339,1.16,6.98
36.650,0.182,0.175991,0.175991,0.338,1.16,6.96
36.750,0.183,0.176349,0.176349,0.338,1.17,6.97
36.850,0.183,0.176945,0.176945,0.338,1.17,6.97
36.950,0.184,0.177745,0.177745,0.340,1.17,7.01
37.050,0.184,0.178219,0.178219,0.341,1.18,7.02
37.150,0.185,0.178616,0.178616,0.342,1.18,7.05
37.250,0.186,0.178802,0.178802,0.342,1.18,7.05
37.350,0.186,0.179632,0.179632,0.345,1.19,7.10
37.450,0.186,0.180029,0.180029,0.343,1.19,7.08
37.550,0.187,0.180856,0.180856,0.345,1.20,7.11
37.650,0.187,0.180962,0.180962,0.346,1.20,7.12
37.750,0.188,0.181362,0.181362,0.347,1.20,7.14
37.850,0.188,0.181999,0.181999,0.347,1.20,7.16
37.950,0.189,0.182944,0.182944,0.349,1.21,7.19
38.050,0.190,0.183404,0.183404,0.348,1.21,7.18
38.150,0.190,0.183537,0.183537,0.349,1.21,7.19
38.250,0.190,0.183857,0.183857,0.350,1.22,7.21
38.350,0.191,0.184722,0.184722,0.353,1.22,7.27
38.450,0.192,0.185335,0.185335,0.354,1.22,7.29
38.550,0.192,0.185830,0.185830,0.353,1.23,7.28
38.650,0.192,0.186194,0.186194,0.354,1.23,7.29
38.750,0.192,0.186580,0.186580,0.354,1.23,7.29
38.850,0.194,0.187142,0.187142,0.355,1.24,7.32
38.950,0.194,0.187886,0.187886,0.356,1.24,7.34
39.050,0.194,0.188336,0.188336,0.358,1.24,7.38
39.150,0.195,0.188950,0.188950,0.357,1.25,7.36
39.250,0.195,0.189116,0.189116,0.358,1.25,7.37
39.350,0.196,0.189833,0.189833,0.359,1.25,7.40
39.450,0.196,0.190256,0.190256,0.360,1.26,7.43
39.550,0.197,0.190798,0.190798,0.360,1.26,7.42
39.650,0.198,0.191397,0.191397,0.363,1.27,7.47
39.750,0.198,0.191939,0.191939,0.363,1.27,7.47
39.850,0.198,0.192437,0.192437,0.364,1.27,7.50
39.950,0.199,0.192804,0.192804,0.364,1.27,7.50
40.050,0.200,0.193201,0.193201,0.365,1.28,7.53
40.150,0.200,0.193942,0.193942,0.367,1.28,7.56
40.250,0.201,0.194348,0.194348,0.367,1.28,7.57
40.350,0.201,0.194869,0.194869,0.367,1.29,7.56
40.450,0.201,0.195420,0.195420,0.368,1.29,7.58
40.550,0.202,0.195936,0.195936,0.369,1.30,7.60
40.650,0.203,0.196632,0.196632,0.371,1.30,7.64
40.750,0.203,0.197310,0.197310,0.370,1.30,7.62
40.850,0.204,0.197568,0.197568,0.370,1.31,7.62
40.950,0.204,0.198042,0.198042,0.370,1.31,7.62
41.050,0.205,0.198392,0.198392,0.371,1.31,7.64
41.150,0.205,0.199073,0.199073,0.373,1.32,7.69
41.250,0.206,0.199562,0.199562,0.374,1.32,7.71
41.350,0.206,0.200098,0.200098,0.375,1.32,7.73
41.450,0.206,0.200451,0.200451,0.374,1.32,7.72
41.550,0.207,0.201132,0.201132,0.377,1.33,7.76
41.650,0.208,0.201515,0.201515,0.377,1.33,7.76
41.750,0.208,0.202157,0.202157,0.377,1.34,7.77
41.850,0.208,0.202617,0.202617,0.378,1.34,7.78
41.950,0.209,0.202981,0.202981,0.378,1.34,7.80
42.050,0.210,0.203565,0.203565,0.378,1.35,7.80
42.150,0.210,0.204012,0.204012,0.379,1.35,7.82
42.250,0.210,0.204492,0.204492,0.380,1.35,7.83
42.350,0.211,0.205138,0.205138,0.382,1.36,7.87
42.450,0.212,0.205653,0.205653,0.384,1.36,7.90
42.550,0.212,0.206095,0.206095,0.383,1.36,7.90
42.650,0.212,0.206507,0.206507,0.383,1.36,7.89
42.750,0.212,0.206871,0.206871,0.384,1.37,7.91
42.850,0.214,0.207407,0.207407,0.385,1.37,7.93
42.950,0.214,0.208302,0.208302,0.387,1.38,7.97
43.050,0.214,0.208554,0.208554,0.387,1.38,7.97
43.150,0.214,0.208972,0.208972,0.387,1.38,7.98
43.250,0.216,0.209366,0.209366,0.388,1.38,8.00
43.350,0.216,0.210062,0.210062,0.388,1.39,8.00
43.450,0.216,0.210595,0.210595,0.390,1.39,8.03
43.550,0.216,0.211007,0.211007,0.390,1.39,8.04
43.650,0.218,0.211591,0.211591,0.392,1.40,8.08
43.750,0.218,0.212112,0.212112,0.392,1.40,8.08
43.850,0.218,0.212628,0.212628,0.393,1.41,8.10
43.950,0.219,0.213185,0.213185,0.392,1.41,8.09
44.050,0.219,0.213632,0.213632,0.393,1.41,8.11
44.150,0.220,0.214035,0.214035,0.394,1.41,8.12
44.250,0.220,0.214672,0.214672,0.397,1.42,8.18
44.350,0.220,0.215152,0.215152,0.396,1.42,8.15
44.450,0.222,0.215647,0.215647,0.397,1.43,8.18
44.550,0.222,0.216293,0.216293,0.397,1.43,8.18
44.650,0.222,0.216509,0.216509,0.398,1.43,8.20
44.750,0.223,0.217181,0.217181,0.399,1.44,8.23
44.850,0.223,0.217605,0.217605,0.399,1.44,8.22
44.950,0.224,0.218180,0.218180,0.400,1.44,8.25
45.050,0.224,0.218843,0.218843,0.402,1.45,8.28
45.150,0.224,0.219276,0.219276,0.401,1.45,8.26
45.250,0.225,0.219492,0.219492,0.402,1.45,8.28
45.350,0.226,0.220034,0.220034,0.404,1.45,8.32
45.450,0.226,0.220585,0.220585,0.402,1.46,8.28
45.550,0.227,0.221391,0.221391,0.405,1.46,8.34
45.650,0.228,0.221907,0.221907,0.406,1.47,8.37
45.750,0.228,0.222271,0.222271,0.405,1.47,8.35
45.850,0.228,0.222624,0.222624,0.405,1.47,8.36
45.950,0.228,0.222935,0.222935,0.406,1.47,8.37
46.050,0.230,0.223696,0.223696,0.409,1.48,8.42
46.150,0.230,0.223969,0.223969,0.408,1.48,8.40
46.250,0.230,0.224707,0.224707,0.409,1.49,8.43
