"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
5.700,0.026,0.026042,0.026042,0.017,0.17,0.34
5.800,0.027,0.025965,0.025965,0.016,0.17,0.33
5.900,0.028,0.026925,0.026925,0.017,0.17,0.35
6.000,0.028,0.027106,0.027106,0.019,0.17,0.38
6.100,0.028,0.027577,0.027577,0.017,0.18,0.34
6.200,0.029,0.027888,0.027888,0.017,0.18,0.34
6.300,0.029,0.028670,0.028670,0.018,0.18,0.37
6.400,0.030,0.028643,0.028643,0.017,0.18,0.34
6.500,0.030,0.030092,0.030092,0.018,0.19,0.36
6.600,0.031,0.030531,0.030531,0.019,0.20,0.39
6.700,0.032,0.030937,0.030937,0.018,0.20,0.37
6.800,0.032,0.031180,0.031180,0.020,0.20,0.40
6.900,0.032,0.031289,0.031289,0.019,0.20,0.38
7.000,0.033,0.031965,0.031965,0.019,0.21,0.39
7.100,0.034,0.032634,0.032634,0.019,0.21,0.39
7.200,0.034,0.033138,0.033138,0.020,0.21,0.41
7.300,0.035,0.033470,0.033470,0.021,0.22,0.43
7.400,0.035,0.033997,0.033997,0.020,0.22,0.41
7.500,0.036,0.034628,0.034628,0.018,0.22,0.37
7.600,0.036,0.035179,0.035179,0.020,0.23,0.39
7.700,0.036,0.035289,0.035289,0.019,0.23,0.38
7.800,0.036,0.035834,0.035834,0.021,0.23,0.41
7.900,0.038,0.036376,0.036376,0.021,0.23,0.43
8.000,0.038,0.036998,0.036998,0.020,0.24,0.41
8.100,0.038,0.037138,0.037138,0.020,0.24,0.40
8.200,0.038,0.037653,0.037653,0.021,0.24,0.43
8.300,0.039,0.037843,0.037843,0.022,0.24,0.45
8.400,0.040,0.038657,0.038657,0.023,0.25,0.47
8.500,0.040,0.039063,0.039063,0.022,0.25,0.45
8.600,0.040,0.039700,0.039700,0.022,0.26,0.45
8.700,0.041,0.040023,0.040023,0.022,0.26,0.44
8.800,0.042,0.040417,0.040417,0.023,0.26,0.46
8.900,0.042,0.040829,0.040829,0.023,0.26,0.47
9.000,0.043,0.041516,0.041516,0.023,0.27,0.46
9.100,0.044,0.041973,0.041973,0.023,0.27,0.47
9.200,0.044,0.042565,0.042565,0.023,0.27,0.47
9.300,0.044,0.042909,0.042909,0.024,0.28,0.49
9.400,0.044,0.043546,0.043546,0.024,0.28,0.48
9.500,0.045,0.043605,0.043605,0.024,0.28,0.48
9.600,0.046,0.044387,0.044387,0.024,0.29,0.49
9.700,0.046,0.044867,0.044867,0.026,0.29,0.53
9.800,0.046,0.045371,0.045371,0.024,0.29,0.49
9.900,0.047,0.045718,0.045718,0.024,0.29,0.49
10.000,0.048,0.046192,0.046192,0.025,0.30,0.49
10.100,0.048,0.046707,0.046707,0.025,0.30,0.51
10.200,0.049,0.047246,0.047246,0.026,0.30,0.52
10.300,0.050,0.047803,0.047803,0.025,0.31,0.50
10.400,0.050,0.048369,0.048369,0.026,0.31,0.53
10.500,0.050,0.048582,0.048582,0.026,0.31,0.53
10.600,0.051,0.049282,0.049282,0.027,0.32,0.53
10.700,0.051,0.049528,0.049528,0.026,0.32,0.52
10.800,0.052,0.050428,0.050428,0.028,0.32,0.56
10.900,0.052,0.050692,0.050692,0.027,0.33,0.54
11.000,0.052,0.051202,0.051202,0.027,0.33,0.55
11.100,0.054,0.051723,0.051723,0.028,0.33,0.56
11.200,0.054,0.052256,0.052256,0.027,0.34,0.54
11.300,0.054,0.052748,0.052748,0.027,0.34,0.54
11.400,0.054,0.053427,0.053427,0.028,0.34,0.56
11.500,0.055,0.053717,0.053717,0.029,0.35,0.58
11.600,0.056,0.054072,0.054072,0.029,0.35,0.58
11.700,0.056,0.054514,0.054514,0.028,0.35,0.56
11.800,0.056,0.055204,0.055204,0.029,0.36,0.58
11.900,0.058,0.055886,0.055886,0.030,0.36,0.60
12.000,0.058,0.056179,0.056179,0.030,0.36,0.59
12.100,0.058,0.056626,0.056626,0.030,0.36,0.61
12.200,0.058,0.057065,0.057065,0.031,0.37,0.61
12.300,0.059,0.057482,0.057482,0.031,0.37,0.63
12.400,0.060,0.058368,0.058368,0.031,0.38,0.62
12.500,0.060,0.058629,0.058629,0.033,0.38,0.66
12.600,0.060,0.059233,0.059233,0.032,0.38,0.64
12.700,0.061,0.059482,0.059482,0.033,0.38,0.67
12.800,0.062,0.060102,0.060102,0.033,0.39,0.66
12.900,0.062,0.060587,0.060587,0.033,0.39,0.66
13.000,0.062,0.061115,0.061115,0.033,0.39,0.67
13.100,0.063,0.061337,0.061337,0.034,0.40,0.68
13.200,0.064,0.062184,0.062184,0.034,0.40,0.69
13.300,0.064,0.062626,0.062626,0.033,0.40,0.67
13.400,0.064,0.063141,0.063141,0.036,0.41,0.72
13.500,0.065,0.063485,0.063485,0.035,0.41,0.71
13.600,0.066,0.063840,0.063840,0.036,0.41,0.73
13.700,0.066,0.064291,0.064291,0.035,0.41,0.71
13.800,0.066,0.065082,0.065082,0.037,0.42,0.74
13.900,0.067,0.065387,0.065387,0.034,0.42,0.69
14.000,0.068,0.065914,0.065914,0.034,0.42,0.68
14.100,0.068,0.066335,0.066335,0.036,0.43,0.72
14.200,0.068,0.066996,0.066996,0.035,0.43,0.70
14.300,0.069,0.067304,0.067304,0.035,0.43,0.70
14.400,0.070,0.067707,0.067707,0.036,0.44,0.72
14.500,0.070,0.068071,0.068071,0.037,0.44,0.74
14.600,0.071,0.068993,0.068993,0.037,0.44,0.75
14.700,0.071,0.069224,0.069224,0.037,0.45,0.74
14.800,0.072,0.069754,0.069754,0.038,0.45,0.76
14.900,0.072,0.070009,0.070009,0.038,0.45,0.76
15.000,0.072,0.070592,0.070592,0.037,0.45,0.75
15.100,0.073,0.070945,0.070945,0.039,0.46,0.79
15.200,0.074,0.071461,0.071461,0.039,0.46,0.78
15.300,0.074,0.071982,0.071982,0.040,0.46,0.80
15.400,0.074,0.072660,0.072660,0.039,0.47,0.78
15.500,0.075,0.072960,0.072960,0.040,0.47,0.80
15.600,0.076,0.073413,0.073413,0.040,0.47,0.80
15.700,0.076,0.073742,0.073742,0.040,0.48,0.81
15.800,0.076,0.074163,0.074163,0.042,0.48,0.84
15.900,0.078,0.074838,0.074838,0.043,0.48,0.86
16.000,0.078,0.075591,0.075591,0.041,0.49,0.83
16.100,0.078,0.075819,0.075819,0.042,0.49,0.85
16.200,0.078,0.076085,0.076085,0.042,0.49,0.84
16.300,0.079,0.076385,0.076385,0.043,0.49,0.86
16.400,0.080,0.077199,0.077199,0.044,0.50,0.89
16.500,0.080,0.077552,0.077552,0.043,0.50,0.87
16.600,0.080,0.078147,0.078147,0.043,0.50,0.87
16.700,0.081,0.078610,0.078610,0.044,0.51,0.89
16.800,0.082,0.078909,0.078909,0.046,0.51,0.93
16.900,0.082,0.079407,0.079407,0.048,0.51,0.97
17.000,0.082,0.080106,0.080106,0.046,0.52,0.93
17.100,0.083,0.080363,0.080363,0.048,0.52,0.96
17.200,0.084,0.081069,0.081069,0.049,0.52,0.99
17.300,0.084,0.081403,0.081403,0.047,0.52,0.95
17.400,0.084,0.081833,0.081833,0.049,0.53,0.98
17.500,0.085,0.082091,0.082091,0.048,0.53,0.97
17.600,0.086,0.082668,0.082668,0.049,0.53,0.98
17.700,0.087,0.083531,0.083531,0.051,0.54,1.02
17.800,0.087,0.083904,0.083904,0.050,0.54,1.01
17.900,0.087,0.084221,0.084221,0.052,0.54,1.04
18.000,0.088,0.084464,0.084464,0.051,0.54,1.03
18.100,0.088,0.084979,0.084979,0.051,0.55,1.03
18.200,0.089,0.085696,0.085696,0.053,0.55,1.06
18.300,0.090,0.086079,0.086079,0.053,0.55,1.08
18.400,0.090,0.086558,0.086558,0.055,0.56,1.10
18.500,0.090,0.086920,0.086920,0.053,0.56,1.07
18.600,0.090,0.087308,0.087308,0.055,0.56,1.11
18.700,0.092,0.087874,0.087874,0.057,0.57,1.16
18.800,0.092,0.088330,0.088330,0.057,0.57,1.15
18.900,0.092,0.088668,0.088668,0.057,0.57,1.15
19.000,0.092,0.089068,0.089068,0.056,0.57,1.14
19.100,0.094,0.089895,0.089895,0.059,0.58,1.19
19.200,0.094,0.090114,0.090114,0.060,0.58,1.22
19.300,0.094,0.090677,0.090677,0.060,0.58,1.21
19.400,0.094,0.090976,0.090976,0.060,0.59,1.20
19.500,0.095,0.091613,0.091613,0.060,0.59,1.22
19.600,0.096,0.092028,0.092028,0.061,0.59,1.23
19.700,0.096,0.092303,0.092303,0.062,0.59,1.25
19.800,0.096,0.092952,0.092952,0.061,0.60,1.24
19.900,0.098,0.093527,0.093527,0.062,0.60,1.24
20.000,0.098,0.093971,0.093971,0.062,0.61,1.26
20.100,0.098,0.094232,0.094232,0.063,0.61,1.27
20.200,0.098,0.094694,0.094694,0.065,0.61,1.31
20.300,0.099,0.095138,0.095138,0.066,0.61,1.32
20.400,0.100,0.095790,0.095790,0.068,0.62,1.37
20.500,0.101,0.096380,0.096380,0.067,0.62,1.35
20.600,0.101,0.096839,0.096839,0.066,0.62,1.34
20.700,0.101,0.097204,0.097204,0.068,0.63,1.37
20.800,0.102,0.097393,0.097393,0.068,0.63,1.38
20.900,0.102,0.098042,0.098042,0.071,0.63,1.44
21.000,0.102,0.098531,0.098531,0.071,0.63,1.43
21.100,0.103,0.099005,0.099005,0.071,0.64,1.44
21.200,0.104,0.099550,0.099550,0.073,0.64,1.48
21.300,0.104,0.100267,0.100267,0.074,0.65,1.49
21.400,0.104,0.100622,0.100622,0.073,0.65,1.47
21.500,0.105,0.101002,0.101002,0.074,0.65,1.49
21.600,0.106,0.101508,0.101508,0.075,0.65,1.52
21.700,0.106,0.102083,0.102083,0.076,0.66,1.53
21.800,0.107,0.102687,0.102687,0.077,0.66,1.54
21.900,0.108,0.103179,0.103179,0.077,0.66,1.55
22.000,0.108,0.103484,0.103484,0.077,0.67,1.56
22.100,0.108,0.103861,0.103861,0.079,0.67,1.59
22.200,0.108,0.104438,0.104438,0.080,0.67,1.61
22.300,0.109,0.105078,0.105078,0.081,0.68,1.63
22.400,0.110,0.105265,0.105265,0.082,0.68,1.64
22.500,0.110,0.105869,0.105869,0.083,0.68,1.66
22.600,0.111,0.106660,0.106660,0.084,0.69,1.70
22.700,0.112,0.107135,0.107135,0.084,0.69,1.68
22.800,0.112,0.107446,0.107446,0.083,0.69,1.68
22.900,0.112,0.107771,0.107771,0.085,0.69,1.71
23.000,0.112,0.108189,0.108189,0.086,0.70,1.74
23.100,0.114,0.108951,0.108951,0.088,0.70,1.77
23.200,0.114,0.109460,0.109460,0.088,0.71,1.77
23.300,0.114,0.109893,0.109893,0.088,0.71,1.78
23.400,0.114,0.110222,0.110222,0.091,0.71,1.83
23.500,0.115,0.110977,0.110977,0.091,0.72,1.83
23.600,0.116,0.111504,0.111504,0.092,0.72,1.84
23.700,0.116,0.111961,0.111961,0.091,0.72,1.84
23.800,0.116,0.112216,0.112216,0.092,0.72,1.86
23.900,0.117,0.112855,0.112855,0.094,0.73,1.90
24.000,0.118,0.113492,0.113492,0.095,0.73,1.92
24.100,0.118,0.114079,0.114079,0.095,0.74,1.92
24.200,0.118,0.114334,0.114334,0.098,0.74,1.97
24.300,0.119,0.114601,0.114601,0.098,0.74,1.97
24.400,0.120,0.115211,0.115211,0.100,0.74,2.02
24.500,0.120,0.116026,0.116026,0.102,0.75,2.05
24.600,0.120,0.116354,0.116354,0.101,0.75,2.03
24.700,0.121,0.116885,0.116885,0.101,0.75,2.03
24.800,0.122,0.117234,0.117234,0.102,0.76,2.05
24.900,0.122,0.117975,0.117975,0.104,0.76,2.10
25.000,0.122,0.118301,0.118301,0.104,0.76,2.09
25.100,0.124,0.118953,0.118953,0.106,0.77,2.14
25.200,0.124,0.119255,0.119255,0.107,0.77,2.16
25.300,0.124,0.119693,0.119693,0.107,0.77,2.15
25.400,0.125,0.120517,0.120517,0.109,0.78,2.19
25.500,0.126,0.121261,0.121261,0.109,0.78,2.20
25.600,0.126,0.121569,0.121569,0.111,0.78,2.24
25.700,0.126,0.122067,0.122067,0.111,0.79,2.23
25.800,0.127,0.122348,0.122348,0.112,0.79,2.26
25.900,0.128,0.123059,0.123059,0.112,0.79,2.26
26.000,0.128,0.123201,0.123201,0.115,0.79,2.31
26.100,0.128,0.123892,0.123892,0.116,0.80,2.34
26.200,0.129,0.124502,0.124502,0.115,0.80,2.33
26.300,0.130,0.125000,0.125000,0.118,0.81,2.38
26.400,0.130,0.125349,0.125349,0.118,0.81,2.38
26.500,0.130,0.125785,0.125785,0.119,0.81,2.39
26.600,0.131,0.126274,0.126274,0.120,0.81,2.43
26.700,0.132,0.126940,0.126940,0.121,0.82,2.45
26.800,0.132,0.127402,0.127402,0.123,0.82,2.47
26.900,0.132,0.127921,0.127921,0.122,0.82,2.46
27.000,0.132,0.128211,0.128211,0.123,0.83,2.48
27.100,0.134,0.128824,0.128824,0.126,0.83,2.54
27.200,0.134,0.129219,0.129219,0.127,0.83,2.56
27.300,0.134,0.129965,0.129965,0.127,0.84,2.56
27.400,0.134,0.130294,0.130294,0.128,0.84,2.58
27.500,0.135,0.130786,0.130786,0.129,0.84,2.59
27.600,0.136,0.131221,0.131221,0.131,0.85,2.65
27.700,0.136,0.131716,0.131716,0.132,0.85,2.65
27.800,0.137,0.132163,0.132163,0.131,0.85,2.64
27.900,0.138,0.132966,0.132966,0.134,0.86,2.69
28.000,0.138,0.133384,0.133384,0.135,0.86,2.71
28.100,0.139,0.133986,0.133986,0.135,0.86,2.72
28.200,0.139,0.134137,0.134137,0.136,0.86,2.74
28.300,0.139,0.134839,0.134839,0.137,0.87,2.77
28.400,0.140,0.135197,0.135197,0.140,0.87,2.82
28.500,0.141,0.136062,0.136062,0.140,0.88,2.83
28.600,0.141,0.136169,0.136169,0.142,0.88,2.87
28.700,0.141,0.136815,0.136815,0.141,0.88,2.83
28.800,0.142,0.136996,0.136996,0.142,0.88,2.86
28.900,0.143,0.137941,0.137941,0.145,0.89,2.93
29.000,0.143,0.138216,0.138216,0.145,0.89,2.91
29.100,0.144,0.138806,0.138806,0.146,0.89,2.94
29.200,0.144,0.139093,0.139093,0.145,0.90,2.93
29.300,0.144,0.139745,0.139745,0.147,0.90,2.96
29.400,0.145,0.140175,0.140175,0.149,0.90,3.00
29.500,0.146,0.140595,0.140595,0.150,0.91,3.02
29.600,0.146,0.140983,0.140983,0.151,0.91,3.05
29.700,0.146,0.141757,0.141757,0.153,0.91,3.08
29.800,0.147,0.142234,0.142234,0.154,0.92,3.10
29.900,0.148,0.142782,0.142782,0.155,0.92,3.12
30.000,0.148,0.143034,0.143034,0.155,0.92,3.13
30.100,0.148,0.143561,0.143561,0.157,0.93,3.17
30.200,0.149,0.144162,0.144162,0.158,0.93,3.18
30.300,0.150,0.144980,0.144980,0.160,0.93,3.22
30.400,0.150,0.145300,0.145300,0.161,0.94,3.25
30.500,0.150,0.145647,0.145647,0.161,0.94,3.25
30.600,0.150,0.145970,0.145970,0.162,0.94,3.27
30.700,0.152,0.146627,0.146627,0.163,0.94,3.29
30.800,0.152,0.146983,0.146983,0.165,0.95,3.32
30.900,0.152,0.147436,0.147436,0.165,0.95,3.33
31.000,0.152,0.147981,0.147981,0.167,0.95,3.37
31.100,0.154,0.148811,0.148811,0.168,0.96,3.37
31.200,0.154,0.148989,0.148989,0.169,0.96,3.41
31.300,0.154,0.149537,0.149537,0.170,0.96,3.42
31.400,0.154,0.149984,0.149984,0.171,0.97,3.44
31.500,0.155,0.150452,0.150452,0.172,0.97,3.46
31.600,0.156,0.151154,0.151154,0.174,0.97,3.51
31.700,0.156,0.151723,0.151723,0.175,0.98,3.52
31.800,0.156,0.152049,0.152049,0.176,0.98,3.54
31.900,0.157,0.152402,0.152402,0.176,0.98,3.56
32.000,0.158,0.152748,0.152748,0.178,0.98,3.59
32.100,0.158,0.153625,0.153625,0.180,0.99,3.62
32.200,0.158,0.154093,0.154093,0.181,0.99,3.64
32.300,0.159,0.154535,0.154535,0.181,1.00,3.64
32.400,0.160,0.154914,0.154914,0.180,1.00,3.63
32.500,0.160,0.155486,0.155486,0.182,1.00,3.67
32.600,0.161,0.156197,0.156197,0.186,1.01,3.74
32.700,0.161,0.156721,0.156721,0.186,1.01,3.74
32.800,0.162,0.157186,0.157186,0.187,1.01,3.76
32.900,0.162,0.157764,0.157764,0.187,1.02,3.76
33.000,0.163,0.158096,0.158096,0.187,1.02,3.77
33.100,0.163,0.158751,0.158751,0.188,1.02,3.80
33.200,0.164,0.159260,0.159260,0.189,1.03,3.81
33.300,0.164,0.159675,0.159675,0.191,1.03,3.85
33.400,0.165,0.160294,0.160294,0.192,1.03,3.87
33.500,0.166,0.160620,0.160620,0.194,1.03,3.90
33.600,0.166,0.161257,0.161257,0.196,1.04,3.95
33.700,0.166,0.161687,0.161687,0.194,1.04,3.91
33.800,0.166,0.162031,0.162031,0.197,1.04,3.97
33.900,0.168,0.162869,0.162869,0.199,1.05,4.01
34.000,0.168,0.162937,0.162937,0.198,1.05,3.99
34.100,0.168,0.163506,0.163506,0.199,1.05,4.02
34.200,0.168,0.164164,0.164164,0.200,1.06,4.03
34.300,0.169,0.164504,0.164504,0.201,1.06,4.04
34.400,0.170,0.165091,0.165091,0.202,1.06,4.07
34.500,0.170,0.165464,0.165464,0.202,1.07,4.07
34.600,0.171,0.165941,0.165941,0.204,1.07,4.11
34.700,0.171,0.166371,0.166371,0.204,1.07,4.11
34.800,0.172,0.167035,0.167035,0.207,1.08,4.17
34.900,0.172,0.167461,0.167461,0.206,1.08,4.14
35.000,0.173,0.167826,0.167826,0.207,1.08,4.17
35.100,0.174,0.168237,0.168237,0.209,1.08,4.21
35.200,0.174,0.168978,0.168978,0.210,1.09,4.22
35.300,0.174,0.169571,0.169571,0.211,1.09,4.25
35.400,0.175,0.170136,0.170136,0.211,1.10,4.25
35.500,0.175,0.170317,0.170317,0.213,1.10,4.29
35.600,0.176,0.170951,0.170951,0.214,1.10,4.31
35.700,0.176,0.171419,0.171419,0.215,1.10,4.33
35.800,0.176,0.171953,0.171953,0.215,1.11,4.32
35.900,0.177,0.172320,0.172320,0.216,1.11,4.35
36.000,0.178,0.172714,0.172714,0.217,1.11,4.36
36.100,0.178,0.173387,0.173387,0.218,1.12,4.40
36.200,0.178,0.173914,0.173914,0.220,1.12,4.43
36.300,0.179,0.174370,0.174370,0.220,1.12,4.44
36.400,0.180,0.174720,0.174720,0.221,1.13,4.45
36.500,0.180,0.175176,0.175176,0.222,1.13,4.47
36.600,0.181,0.175917,0.175917,0.224,1.13,4.52
36.700,0.181,0.176364,0.176364,0.225,1.14,4.53
36.800,0.182,0.177001,0.177001,0.225,1.14,4.52
36.900,0.182,0.177404,0.177404,0.226,1.14,4.54
37.000,0.182,0.177925,0.177925,0.227,1.15,4.57
37.100,0.183,0.178305,0.178305,0.228,1.15,4.60
37.200,0.184,0.178859,0.178859,0.229,1.15,4.61
37.300,0.184,0.179362,0.179362,0.229,1.16,4.61
37.400,0.185,0.180275,0.180275,0.230,1.16,4.64
37.500,0.186,0.180503,0.180503,0.233,1.16,4.70
37.600,0.186,0.180953,0.180953,0.233,1.17,4.69
37.700,0.186,0.181217,0.181217,0.232,1.17,4.68
37.800,0.186,0.181904,0.181904,0.234,1.17,4.71
37.900,0.188,0.182497,0.182497,0.235,1.18,4.74
38.000,0.188,0.182944,0.182944,0.236,1.18,4.76
38.100,0.188,0.183398,0.183398,0.239,1.18,4.82
38.200,0.188,0.183972,0.183972,0.237,1.19,4.78
38.300,0.189,0.184091,0.184091,0.240,1.19,4.83
38.400,0.190,0.185012,0.185012,0.239,1.19,4.82
38.500,0.190,0.185338,0.185338,0.241,1.19,4.85
38.600,0.190,0.185720,0.185720,0.241,1.20,4.86
38.700,0.191,0.186378,0.186378,0.242,1.20,4.87
38.800,0.192,0.186820,0.186820,0.243,1.20,4.89
38.900,0.192,0.187270,0.187270,0.245,1.21,4.94
39.000,0.192,0.187791,0.187791,0.246,1.21,4.96
39.100,0.193,0.188132,0.188132,0.245,1.21,4.93
39.200,0.194,0.188982,0.188982,0.248,1.22,4.99
39.300,0.194,0.189376,0.189376,0.247,1.22,4.97
39.400,0.194,0.189836,0.189836,0.248,1.22,4.99
39.500,0.195,0.190327,0.190327,0.249,1.23,5.01
39.600,0.196,0.190603,0.190603,0.248,1.23,5.00
39.700,0.196,0.191169,0.191169,0.251,1.23,5.06
39.800,0.196,0.191758,0.191758,0.250,1.24,5.04
39.900,0.197,0.192253,0.192253,0.252,1.24,5.07
40.000,0.198,0.192724,0.192724,0.252,1.24,5.07
40.100,0.198,0.193246,0.193246,0.254,1.25,5.12
40.200,0.198,0.193761,0.193761,0.253,1.25,5.10
40.300,0.199,0.194084,0.194084,0.255,1.25,5.13
40.400,0.200,0.194626,0.194626,0.256,1.25,5.15
40.500,0.200,0.195160,0.195160,0.258,1.26,5.20
40.600,0.201,0.195900,0.195900,0.259,1.26,5.22
40.700,0.201,0.196010,0.196010,0.259,1.26,5.22
40.800,0.202,0.196534,0.196534,0.260,1.27,5.24
40.900,0.202,0.196902,0.196902,0.260,1.27,5.24
41.000,0.203,0.197633,0.197633,0.262,1.27,5.27
41.100,0.204,0.198122,0.198122,0.261,1.28,5.27
41.200,0.204,0.198596,0.198596,0.262,1.28,5.27
41.300,0.204,0.199005,0.199005,0.262,1.28,5.28
41.400,0.205,0.199373,0.199373,0.263,1.28,5.30
41.500,0.206,0.200149,0.200149,0.265,1.29,5.34
41.600,0.206,0.200569,0.200569,0.265,1.29,5.34
41.700,0.206,0.201043,0.201043,0.267,1.30,5.39
41.800,0.206,0.201440,0.201440,0.267,1.30,5.38
41.900,0.207,0.201832,0.201832,0.267,1.30,5.39
42.000,0.208,0.202546,0.202546,0.269,1.31,5.43
42.100,0.208,0.202898,0.202898,0.269,1.31,5.43
42.200,0.208,0.203568,0.203568,0.270,1.31,5.44
42.300,0.209,0.204140,0.204140,0.270,1.32,5.45
42.400,0.210,0.204587,0.204587,0.272,1.32,5.47
42.500,0.210,0.204794,0.204794,0.273,1.32,5.49
42.600,0.210,0.205437,0.205437,0.273,1.32,5.50
42.700,0.211,0.206027,0.206027,0.275,1.33,5.54
42.800,0.212,0.206566,0.206566,0.276,1.33,5.55
42.900,0.212,0.207043,0.207043,0.275,1.33,5.53
43.000,0.212,0.207564,0.207564,0.276,1.34,5.57
43.100,0.213,0.207825,0.207825,0.277,1.34,5.58
43.200,0.214,0.208474,0.208474,0.279,1.34,5.62
43.300,0.214,0.208912,0.208912,0.279,1.35,5.62
43.400,0.214,0.209461,0.209461,0.278,1.35,5.60
43.500,0.215,0.209982,0.209982,0.279,1.35,5.61
43.600,0.216,0.210394,0.210394,0.279,1.36,5.62
43.700,0.216,0.210853,0.210853,0.283,1.36,5.70
43.800,0.216,0.211425,0.211425,0.283,1.36,5.70
43.900,0.217,0.211816,0.211816,0.283,1.36,5.69
44.000,0.218,0.212583,0.212583,0.283,1.37,5.69
44.100,0.218,0.213004,0.213004,0.282,1.37,5.68
44.200,0.218,0.213451,0.213451,0.284,1.38,5.73
44.300,0.219,0.213792,0.213792,0.285,1.38,5.74
44.400,0.220,0.214423,0.214423,0.287,1.38,5.78
44.500,0.220,0.214947,0.214947,0.289,1.38,5.82
44.600,0.220,0.215611,0.215611,0.287,1.39,5.79
44.700,0.221,0.215999,0.215999,0.289,1.39,5.82
44.800,0.222,0.216423,0.216423,0.291,1.39,5.85
44.900,0.222,0.216675,0.216675,0.288,1.40,5.81
45.000,0.222,0.217338,0.217338,0.290,1.40,5.84
45.100,0.224,0.218097,0.218097,0.294,1.41,5.91
45.200,0.224,0.218595,0.218595,0.292,1.41,5.88
45.300,0.224,0.219027,0.219027,0.293,1.41,5.91
45.400,0.224,0.219531,0.219531,0.293,1.41,5.91
45.500,0.225,0.219803,0.219803,0.294,1.42,5.93
45.600,0.226,0.220556,0.220556,0.296,1.42,5.97
45.700,0.226,0.220831,0.220831,0.295,1.42,5.95
45.800,0.226,0.221341,0.221341,0.296,1.43,5.97
45.900,0.227,0.221945,0.221945,0.297,1.43,5.98
46.000,0.228,0.222529,0.222529,0.297,1.43,5.99
46.100,0.228,0.222846,0.222846,0.299,1.44,6.02
46.200,0.228,0.223329,0.223329,0.299,1.44,6.02
46.300,0.229,0.223868,0.223868,0.299,1.44,6.01
46.400,0.230,0.224618,0.224618,0.302,1.45,6.09
