"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
10.950,0.055,0.051804,0.051804,0.015,0.43,0.27
11.050,0.056,0.052598,0.052598,0.012,0.43,0.22
11.150,0.056,0.053151,0.053151,0.014,0.44,0.26
11.250,0.056,0.053582,0.053582,0.013,0.44,0.23
11.350,0.057,0.053766,0.053766,0.013,0.44,0.24
11.450,0.058,0.054678,0.054678,0.014,0.45,0.26
11.550,0.058,0.055080,0.055080,0.013,0.45,0.24
11.650,0.058,0.055511,0.055511,0.013,0.46,0.24
11.750,0.059,0.055603,0.055603,0.013,0.46,0.24
11.850,0.060,0.056299,0.056299,0.013,0.46,0.23
11.950,0.060,0.057207,0.057207,0.014,0.47,0.26
12.050,0.060,0.057413,0.057413,0.013,0.47,0.24
12.150,0.061,0.057712,0.057712,0.012,0.48,0.22
12.250,0.062,0.058219,0.058219,0.014,0.48,0.25
12.350,0.062,0.058848,0.058848,0.014,0.48,0.26
12.450,0.062,0.059305,0.059305,0.013,0.49,0.23
12.550,0.063,0.059977,0.059977,0.012,0.49,0.22
12.650,0.064,0.060213,0.060213,0.014,0.50,0.26
12.750,0.064,0.060639,0.060639,0.013,0.50,0.23
12.850,0.064,0.061340,0.061340,0.013,0.51,0.25
12.950,0.065,0.061712,0.061712,0.013,0.51,0.24
13.050,0.066,0.062156,0.062156,0.014,0.51,0.25
13.150,0.066,0.062934,0.062934,0.014,0.52,0.25
13.250,0.066,0.063200,0.063200,0.013,0.52,0.24
13.350,0.067,0.063532,0.063532,0.013,0.52,0.24
13.450,0.068,0.064190,0.064190,0.014,0.53,0.25
13.550,0.068,0.064747,0.064747,0.015,0.53,0.27
13.650,0.068,0.064843,0.064843,0.015,0.53,0.27
13.750,0.069,0.065452,0.065452,0.015,0.54,0.27
13.850,0.070,0.066071,0.066071,0.014,0.54,0.26
13.950,0.070,0.066846,0.066846,0.015,0.55,0.27
14.050,0.071,0.067242,0.067242,0.015,0.55,0.27
14.150,0.071,0.067366,0.067366,0.014,0.55,0.25
14.250,0.072,0.067799,0.067799,0.016,0.56,0.29
14.350,0.072,0.068505,0.068505,0.013,0.56,0.24
14.450,0.072,0.069276,0.069276,0.014,0.57,0.25
14.550,0.073,0.069554,0.069554,0.015,0.57,0.27
14.650,0.074,0.069782,0.069782,0.014,0.57,0.26
14.750,0.074,0.070185,0.070185,0.014,0.58,0.26
14.850,0.074,0.070824,0.070824,0.017,0.58,0.30
14.950,0.075,0.071754,0.071754,0.014,0.59,0.25
15.050,0.076,0.071911,0.071911,0.015,0.59,0.27
15.150,0.076,0.072207,0.072207,0.015,0.59,0.28
15.250,0.076,0.072889,0.072889,0.014,0.60,0.26
15.350,0.077,0.073456,0.073456,0.014,0.61,0.25
15.450,0.078,0.073949,0.073949,0.015,0.61,0.28
15.550,0.078,0.074478,0.074478,0.015,0.61,0.28
15.650,0.078,0.074665,0.074665,0.015,0.62,0.27
15.750,0.079,0.075294,0.075294,0.015,0.62,0.27
15.850,0.080,0.075805,0.075805,0.015,0.62,0.27
15.950,0.080,0.076385,0.076385,0.016,0.63,0.29
16.050,0.080,0.076617,0.076617,0.015,0.63,0.27
16.150,0.081,0.077044,0.077044,0.015,0.63,0.28
16.250,0.082,0.077836,0.077836,0.016,0.64,0.30
16.350,0.082,0.078534,0.078534,0.016,0.65,0.29
16.450,0.082,0.078815,0.078815,0.015,0.65,0.28
16.550,0.083,0.079070,0.079070,0.015,0.65,0.27
16.650,0.084,0.079541,0.079541,0.015,0.66,0.28
16.750,0.084,0.080263,0.080263,0.016,0.66,0.29
16.850,0.085,0.081033,0.081033,0.015,0.67,0.28
16.950,0.085,0.081131,0.081131,0.016,0.67,0.30
17.050,0.086,0.081750,0.081750,0.017,0.67,0.31
17.150,0.086,0.082160,0.082160,0.016,0.68,0.28
17.250,0.087,0.082865,0.082865,0.018,0.68,0.33
17.350,0.087,0.083190,0.083190,0.015,0.69,0.28
17.450,0.088,0.083547,0.083547,0.015,0.69,0.27
17.550,0.088,0.084179,0.084179,0.017,0.69,0.30
17.650,0.088,0.084701,0.084701,0.017,0.70,0.31
17.750,0.089,0.085153,0.085153,0.018,0.70,0.32
17.850,0.090,0.085393,0.085393,0.018,0.70,0.34
17.950,0.090,0.086047,0.086047,0.017,0.71,0.31
18.050,0.090,0.086812,0.086812,0.017,0.72,0.31
18.150,0.091,0.087468,0.087468,0.017,0.72,0.31
18.250,0.092,0.087495,0.087495,0.018,0.72,0.33
18.350,0.092,0.088136,0.088136,0.018,0.73,0.32
18.450,0.092,0.088484,0.088484,0.016,0.73,0.29
18.550,0.093,0.089201,0.089201,0.019,0.73,0.34
18.650,0.094,0.089708,0.089708,0.018,0.74,0.32
18.750,0.094,0.090097,0.090097,0.017,0.74,0.31
18.850,0.094,0.090531,0.090531,0.018,0.75,0.32
18.950,0.095,0.091063,0.091063,0.018,0.75,0.33
19.050,0.096,0.091631,0.091631,0.017,0.75,0.31
19.150,0.096,0.092189,0.092189,0.018,0.76,0.34
19.250,0.096,0.092306,0.092306,0.018,0.76,0.33
19.350,0.097,0.093085,0.093085,0.018,0.77,0.33
19.450,0.098,0.093528,0.093528,0.019,0.77,0.34
19.550,0.098,0.094223,0.094223,0.019,0.78,0.35
19.650,0.098,0.094374,0.094374,0.018,0.78,0.33
19.750,0.099,0.094956,0.094956,0.019,0.78,0.34
19.850,0.100,0.095593,0.095593,0.018,0.79,0.33
19.950,0.100,0.096051,0.096051,0.018,0.79,0.33
20.050,0.101,0.096482,0.096482,0.018,0.79,0.34
20.150,0.101,0.096793,0.096793,0.018,0.80,0.32
20.250,0.102,0.097239,0.097239,0.018,0.80,0.33
20.350,0.102,0.098089,0.098089,0.020,0.81,0.36
20.450,0.102,0.098489,0.098489,0.019,0.81,0.34
20.550,0.103,0.098909,0.098909,0.019,0.81,0.35
20.650,0.104,0.099215,0.099215,0.019,0.82,0.35
20.750,0.104,0.100063,0.100063,0.018,0.82,0.34
20.850,0.104,0.100651,0.100651,0.019,0.83,0.34
20.950,0.105,0.101089,0.101089,0.020,0.83,0.37
21.050,0.106,0.101369,0.101369,0.019,0.84,0.35
21.150,0.106,0.101813,0.101813,0.019,0.84,0.35
21.250,0.106,0.102591,0.102591,0.020,0.85,0.36
21.350,0.107,0.103530,0.103530,0.019,0.85,0.35
21.450,0.108,0.103514,0.103514,0.020,0.85,0.37
21.550,0.108,0.103828,0.103828,0.019,0.86,0.35
21.650,0.108,0.104404,0.104404,0.021,0.86,0.38
21.750,0.109,0.105145,0.105145,0.020,0.87,0.36
21.850,0.110,0.105711,0.105711,0.020,0.87,0.36
21.950,0.110,0.106118,0.106118,0.020,0.87,0.37
22.050,0.110,0.106176,0.106176,0.020,0.87,0.37
22.150,0.111,0.106988,0.106988,0.022,0.88,0.40
22.250,0.112,0.107777,0.107777,0.020,0.89,0.36
22.350,0.112,0.108200,0.108200,0.021,0.89,0.38
22.450,0.112,0.108604,0.108604,0.022,0.89,0.39
22.550,0.113,0.108911,0.108911,0.021,0.90,0.38
22.650,0.114,0.109623,0.109623,0.020,0.90,0.37
22.750,0.114,0.110279,0.110279,0.021,0.91,0.38
22.850,0.114,0.110694,0.110694,0.021,0.91,0.39
22.950,0.115,0.111269,0.111269,0.020,0.92,0.37
23.050,0.116,0.111408,0.111408,0.021,0.92,0.38
23.150,0.116,0.112269,0.112269,0.022,0.92,0.40
23.250,0.116,0.112636,0.112636,0.022,0.93,0.39
23.350,0.117,0.113186,0.113186,0.022,0.93,0.40
23.450,0.118,0.113541,0.113541,0.023,0.94,0.42
23.550,0.118,0.114091,0.114091,0.023,0.94,0.41
23.650,0.118,0.114666,0.114666,0.022,0.94,0.39
23.750,0.119,0.115240,0.115240,0.022,0.95,0.40
23.850,0.120,0.115612,0.115612,0.022,0.95,0.41
23.950,0.120,0.116386,0.116386,0.022,0.96,0.40
24.050,0.120,0.116369,0.116369,0.022,0.96,0.40
24.150,0.121,0.117017,0.117017,0.023,0.96,0.42
24.250,0.122,0.117449,0.117449,0.022,0.97,0.41
24.350,0.122,0.118363,0.118363,0.022,0.97,0.40
24.450,0.123,0.119037,0.119037,0.024,0.98,0.43
24.550,0.123,0.119141,0.119141,0.023,0.98,0.43
24.650,0.124,0.119473,0.119473,0.024,0.98,0.43
24.750,0.124,0.119930,0.119930,0.023,0.99,0.41
24.850,0.124,0.120729,0.120729,0.023,0.99,0.42
24.950,0.125,0.121487,0.121487,0.023,1.00,0.42
25.050,0.126,0.121518,0.121518,0.023,1.00,0.43
25.150,0.126,0.122049,0.122049,0.023,1.01,0.42
25.250,0.126,0.122499,0.122499,0.024,1.01,0.44
25.350,0.127,0.123234,0.123234,0.023,1.02,0.43
25.450,0.128,0.123660,0.123660,0.024,1.02,0.43
25.550,0.128,0.124154,0.124154,0.024,1.02,0.44
25.650,0.128,0.124505,0.124505,0.024,1.03,0.44
25.750,0.129,0.124874,0.124874,0.023,1.03,0.42
25.850,0.130,0.125683,0.125683,0.024,1.04,0.44
25.950,0.130,0.126210,0.126210,0.024,1.04,0.43
26.050,0.130,0.126383,0.126383,0.025,1.04,0.46
26.150,0.131,0.126903,0.126903,0.025,1.05,0.45
26.250,0.132,0.127485,0.127485,0.025,1.05,0.46
26.350,0.132,0.128001,0.128001,0.024,1.05,0.44
26.450,0.132,0.128543,0.128543,0.024,1.06,0.44
26.550,0.133,0.128924,0.128924,0.025,1.06,0.45
26.650,0.134,0.129272,0.129272,0.026,1.06,0.47
26.750,0.134,0.130093,0.130093,0.025,1.07,0.45
26.850,0.134,0.130396,0.130396,0.024,1.07,0.44
26.950,0.135,0.131005,0.131005,0.026,1.08,0.47
27.050,0.136,0.131282,0.131282,0.026,1.08,0.47
27.150,0.136,0.132110,0.132110,0.027,1.09,0.49
27.250,0.136,0.132301,0.132301,0.027,1.09,0.49
27.350,0.137,0.133092,0.133092,0.027,1.10,0.49
27.450,0.138,0.133378,0.133378,0.026,1.10,0.47
27.550,0.138,0.133640,0.133640,0.027,1.10,0.48
27.650,0.139,0.134200,0.134200,0.027,1.11,0.48
27.750,0.139,0.134836,0.134836,0.026,1.11,0.48
27.850,0.140,0.135221,0.135221,0.026,1.11,0.48
27.950,0.140,0.136074,0.136074,0.026,1.12,0.48
28.050,0.141,0.136274,0.136274,0.027,1.12,0.48
28.150,0.141,0.136664,0.136664,0.026,1.13,0.47
28.250,0.142,0.137070,0.137070,0.027,1.13,0.48
28.350,0.142,0.137862,0.137862,0.027,1.14,0.49
28.450,0.143,0.138376,0.138376,0.027,1.14,0.48
28.550,0.143,0.138878,0.138878,0.027,1.14,0.49
28.650,0.144,0.138954,0.138954,0.028,1.14,0.50
28.750,0.144,0.139576,0.139576,0.027,1.15,0.48
28.850,0.144,0.140345,0.140345,0.028,1.16,0.51
28.950,0.145,0.140884,0.140884,0.029,1.16,0.53
29.050,0.146,0.141084,0.141084,0.027,1.16,0.50
29.150,0.146,0.141500,0.141500,0.028,1.17,0.51
29.250,0.146,0.141899,0.141899,0.027,1.17,0.50
29.350,0.147,0.142683,0.142683,0.029,1.18,0.53
29.450,0.148,0.143425,0.143425,0.029,1.18,0.53
29.550,0.148,0.143540,0.143540,0.028,1.18,0.51
29.650,0.148,0.143788,0.143788,0.029,1.18,0.52
29.750,0.149,0.144343,0.144343,0.028,1.19,0.52
29.850,0.150,0.145051,0.145051,0.030,1.19,0.55
29.950,0.150,0.145521,0.145521,0.030,1.20,0.54
30.050,0.150,0.145977,0.145977,0.028,1.20,0.51
30.150,0.151,0.145968,0.145968,0.030,1.20,0.55
30.250,0.152,0.146762,0.146762,0.031,1.21,0.56
30.350,0.152,0.147524,0.147524,0.031,1.22,0.56
30.450,0.152,0.147761,0.147761,0.030,1.22,0.54
30.550,0.153,0.148026,0.148026,0.031,1.22,0.56
30.650,0.154,0.148516,0.148516,0.030,1.22,0.56
30.750,0.154,0.149158,0.149158,0.032,1.23,0.57
30.850,0.154,0.149718,0.149718,0.030,1.23,0.55
30.950,0.155,0.150260,0.150260,0.030,1.24,0.55
31.050,0.156,0.150491,0.150491,0.030,1.24,0.55
31.150,0.156,0.150731,0.150731,0.029,1.24,0.54
31.250,0.156,0.151442,0.151442,0.031,1.25,0.56
31.350,0.157,0.152157,0.152157,0.032,1.25,0.59
31.450,0.158,0.152747,0.152747,0.031,1.26,0.56
31.550,0.158,0.153262,0.153262,0.031,1.26,0.56
31.650,0.158,0.153502,0.153502,0.030,1.26,0.56
31.750,0.159,0.153886,0.153886,0.031,1.27,0.56
31.850,0.160,0.154298,0.154298,0.033,1.27,0.60
31.950,0.160,0.154933,0.154933,0.031,1.28,0.57
32.050,0.160,0.155825,0.155825,0.032,1.28,0.58
32.150,0.161,0.156089,0.156089,0.032,1.29,0.59
32.250,0.162,0.156299,0.156299,0.032,1.29,0.59
32.350,0.162,0.156733,0.156733,0.031,1.29,0.56
32.450,0.162,0.157218,0.157218,0.032,1.30,0.59
32.550,0.163,0.158006,0.158006,0.032,1.30,0.58
32.650,0.164,0.158378,0.158378,0.032,1.30,0.59
32.750,0.164,0.158749,0.158749,0.033,1.31,0.60
32.850,0.164,0.159223,0.159223,0.034,1.31,0.61
32.950,0.165,0.159629,0.159629,0.032,1.31,0.58
33.050,0.166,0.160294,0.160294,0.033,1.32,0.59
33.150,0.166,0.160783,0.160783,0.033,1.32,0.60
33.250,0.166,0.161274,0.161274,0.032,1.33,0.59
33.350,0.167,0.161719,0.161719,0.033,1.33,0.59
33.450,0.168,0.162294,0.162294,0.033,1.34,0.61
33.550,0.168,0.162702,0.162702,0.032,1.34,0.59
33.650,0.168,0.163185,0.163185,0.033,1.34,0.60
33.750,0.169,0.163478,0.163478,0.035,1.35,0.64
33.850,0.170,0.164184,0.164184,0.034,1.35,0.63
33.950,0.170,0.164537,0.164537,0.035,1.36,0.64
34.050,0.171,0.165298,0.165298,0.035,1.36,0.63
34.150,0.171,0.165756,0.165756,0.035,1.37,0.65
34.250,0.172,0.166042,0.166042,0.035,1.37,0.63
34.350,0.172,0.166442,0.166442,0.035,1.37,0.63
34.450,0.173,0.166981,0.166981,0.035,1.38,0.63
34.550,0.173,0.167525,0.167525,0.036,1.38,0.65
34.650,0.174,0.168310,0.168310,0.037,1.39,0.68
34.750,0.174,0.168523,0.168523,0.035,1.39,0.64
34.850,0.175,0.169110,0.169110,0.036,1.39,0.66
34.950,0.175,0.169535,0.169535,0.037,1.40,0.67
35.050,0.176,0.170006,0.170006,0.037,1.40,0.67
35.150,0.176,0.170494,0.170494,0.037,1.40,0.67
35.250,0.176,0.171010,0.171010,0.036,1.41,0.66
35.350,0.177,0.171385,0.171385,0.037,1.41,0.68
35.450,0.178,0.172006,0.172006,0.038,1.42,0.69
35.550,0.178,0.172253,0.172253,0.037,1.42,0.67
35.650,0.178,0.173077,0.173077,0.038,1.43,0.70
35.750,0.179,0.173403,0.173403,0.038,1.43,0.70
35.850,0.180,0.174021,0.174021,0.039,1.43,0.72
35.950,0.180,0.174329,0.174329,0.039,1.44,0.71
36.050,0.180,0.174923,0.174923,0.039,1.44,0.70
36.150,0.181,0.175569,0.175569,0.040,1.45,0.72
36.250,0.182,0.175884,0.175884,0.039,1.45,0.71
36.350,0.182,0.176337,0.176337,0.038,1.45,0.70
36.450,0.182,0.176927,0.176927,0.039,1.46,0.72
36.550,0.183,0.177386,0.177386,0.041,1.46,0.75
36.650,0.184,0.178017,0.178017,0.041,1.47,0.75
36.750,0.184,0.178325,0.178325,0.041,1.47,0.75
36.850,0.184,0.178939,0.178939,0.041,1.47,0.75
36.950,0.185,0.179356,0.179356,0.041,1.48,0.75
37.050,0.186,0.180025,0.180025,0.042,1.48,0.76
37.150,0.186,0.180254,0.180254,0.040,1.48,0.73
37.250,0.186,0.181156,0.181156,0.041,1.49,0.75
37.350,0.187,0.181291,0.181291,0.042,1.49,0.76
37.450,0.188,0.182005,0.182005,0.041,1.50,0.75
37.550,0.188,0.182442,0.182442,0.042,1.50,0.76
37.650,0.188,0.183014,0.183014,0.041,1.51,0.75
37.750,0.189,0.183523,0.183523,0.042,1.51,0.77
37.850,0.190,0.184205,0.184205,0.043,1.52,0.78
37.950,0.190,0.184482,0.184482,0.044,1.52,0.80
38.050,0.190,0.185135,0.185135,0.043,1.53,0.78
38.150,0.191,0.185402,0.185402,0.043,1.53,0.79
38.250,0.192,0.186046,0.186046,0.042,1.53,0.77
38.350,0.192,0.186596,0.186596,0.045,1.54,0.83
38.450,0.192,0.187184,0.187184,0.043,1.54,0.79
38.550,0.193,0.187454,0.187454,0.043,1.54,0.78
38.650,0.194,0.188037,0.188037,0.044,1.55,0.80
38.750,0.194,0.188379,0.188379,0.045,1.55,0.81
38.850,0.194,0.189145,0.189145,0.046,1.56,0.83
38.950,0.195,0.189308,0.189308,0.047,1.56,0.86
39.050,0.196,0.190025,0.190025,0.046,1.57,0.84
39.150,0.196,0.190433,0.190433,0.045,1.57,0.83
39.250,0.196,0.191024,0.191024,0.046,1.57,0.83
39.350,0.197,0.191360,0.191360,0.046,1.58,0.84
39.450,0.198,0.191760,0.191760,0.047,1.58,0.85
39.550,0.198,0.192616,0.192616,0.048,1.59,0.87
39.650,0.198,0.193172,0.193172,0.049,1.59,0.89
39.750,0.199,0.193493,0.193493,0.048,1.59,0.87
39.850,0.200,0.193900,0.193900,0.049,1.60,0.88
39.950,0.200,0.194324,0.194324,0.048,1.60,0.87
40.050,0.201,0.195044,0.195044,0.049,1.61,0.89
40.150,0.201,0.195634,0.195634,0.051,1.61,0.92
40.250,0.202,0.196156,0.196156,0.050,1.62,0.92
40.350,0.202,0.196359,0.196359,0.051,1.62,0.92
40.450,0.203,0.196836,0.196836,0.050,1.62,0.91
40.550,0.203,0.197453,0.197453,0.049,1.63,0.90
40.650,0.204,0.198306,0.198306,0.052,1.63,0.95
40.750,0.204,0.198614,0.198614,0.052,1.64,0.95
40.850,0.205,0.199104,0.199104,0.050,1.64,0.92
40.950,0.205,0.199235,0.199235,0.051,1.64,0.93
41.050,0.206,0.200092,0.200092,0.054,1.65,0.98
41.150,0.206,0.200512,0.200512,0.052,1.65,0.95
41.250,0.206,0.201209,0.201209,0.053,1.66,0.97
41.350,0.207,0.201694,0.201694,0.053,1.66,0.96
41.450,0.208,0.202027,0.202027,0.054,1.66,0.99
41.550,0.208,0.202543,0.202543,0.057,1.67,1.04
41.650,0.208,0.203039,0.203039,0.056,1.67,1.02
41.750,0.209,0.203340,0.203340,0.055,1.67,1.00
41.850,0.210,0.203951,0.203951,0.056,1.68,1.03
41.950,0.210,0.204616,0.204616,0.056,1.69,1.03
42.050,0.210,0.205061,0.205061,0.057,1.69,1.03
42.150,0.211,0.205536,0.205536,0.057,1.69,1.04
42.250,0.212,0.205858,0.205858,0.057,1.70,1.03
42.350,0.212,0.206514,0.206514,0.056,1.70,1.02
42.450,0.212,0.207113,0.207113,0.058,1.71,1.06
42.550,0.213,0.207387,0.207387,0.058,1.71,1.07
42.650,0.214,0.207927,0.207927,0.058,1.71,1.06
42.750,0.214,0.208413,0.208413,0.057,1.72,1.04
42.850,0.214,0.208948,0.208948,0.059,1.72,1.08
42.950,0.215,0.209332,0.209332,0.061,1.72,1.10
43.050,0.216,0.209957,0.209957,0.059,1.73,1.08
43.150,0.216,0.210366,0.210366,0.061,1.73,1.11
43.250,0.217,0.211330,0.211330,0.062,1.74,1.13
43.350,0.217,0.211583,0.211583,0.062,1.74,1.13
43.450,0.218,0.212066,0.212066,0.062,1.75,1.14
43.550,0.218,0.212441,0.212441,0.062,1.75,1.12
43.650,0.218,0.212995,0.212995,0.063,1.75,1.14
43.750,0.219,0.213788,0.213788,0.064,1.76,1.17
43.850,0.220,0.214085,0.214085,0.064,1.76,1.17
43.950,0.220,0.214707,0.214707,0.066,1.77,1.20
44.050,0.220,0.215100,0.215100,0.066,1.77,1.20
44.150,0.221,0.215663,0.215663,0.065,1.78,1.18
44.250,0.222,0.216241,0.216241,0.066,1.78,1.20
44.350,0.222,0.216627,0.216627,0.065,1.78,1.18
44.450,0.222,0.217121,0.217121,0.066,1.79,1.21
44.550,0.223,0.217725,0.217725,0.068,1.79,1.24
44.650,0.224,0.218242,0.218242,0.068,1.80,1.24
44.750,0.224,0.218649,0.218649,0.068,1.80,1.23
44.850,0.224,0.219040,0.219040,0.069,1.80,1.26
44.950,0.225,0.219602,0.219602,0.070,1.81,1.27
45.050,0.226,0.220144,0.220144,0.069,1.81,1.26
45.150,0.226,0.220751,0.220751,0.070,1.82,1.27
45.250,0.226,0.221003,0.221003,0.072,1.82,1.31
45.350,0.227,0.221571,0.221571,0.071,1.83,1.30
45.450,0.228,0.222191,0.222191,0.072,1.83,1.32
45.550,0.228,0.222849,0.222849,0.072,1.84,1.31
45.650,0.228,0.223384,0.223384,0.072,1.84,1.32
45.750,0.229,0.223584,0.223584,0.072,1.84,1.30
45.850,0.230,0.223973,0.223973,0.073,1.84,1.34
45.950,0.230,0.224871,0.224871,0.076,1.85,1.38
46.050,0.230,0.225350,0.225350,0.074,1.86,1.35
46.150,0.231,0.225877,0.225877,0.075,1.86,1.36
46.250,0.232,0.226071,0.226071,0.076,1.86,1.38
46.350,0.232,0.226683,0.226683,0.076,1.87,1.39
