"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
4.550,0.022,0.020383,0.020383,0.016,0.13,0.32
4.650,0.022,0.020632,0.020632,0.014,0.14,0.30
4.750,0.022,0.021284,0.021284,0.015,0.14,0.30
4.850,0.022,0.021142,0.021142,0.015,0.14,0.30
4.950,0.024,0.022505,0.022505,0.015,0.15,0.32
5.050,0.024,0.022573,0.022573,0.015,0.15,0.31
5.150,0.024,0.022925,0.022925,0.014,0.15,0.29
5.250,0.024,0.023242,0.023242,0.016,0.15,0.34
5.350,0.025,0.024001,0.024001,0.016,0.16,0.33
5.450,0.026,0.024792,0.024792,0.017,0.16,0.36
5.550,0.026,0.024979,0.024979,0.016,0.16,0.34
5.650,0.026,0.025639,0.025639,0.016,0.17,0.33
5.750,0.027,0.026321,0.026321,0.017,0.17,0.34
5.850,0.028,0.026501,0.026501,0.017,0.17,0.36
5.950,0.028,0.027254,0.027254,0.016,0.18,0.34
6.050,0.028,0.027310,0.027310,0.017,0.18,0.35
6.150,0.029,0.027799,0.027799,0.016,0.18,0.34
6.250,0.030,0.028934,0.028934,0.016,0.19,0.33
6.350,0.030,0.029334,0.029334,0.017,0.19,0.35
6.450,0.030,0.029920,0.029920,0.017,0.20,0.36
6.550,0.031,0.029977,0.029977,0.016,0.20,0.34
6.650,0.032,0.030495,0.030495,0.017,0.20,0.35
6.750,0.032,0.031707,0.031707,0.018,0.21,0.37
6.850,0.032,0.031742,0.031742,0.017,0.21,0.34
6.950,0.033,0.032578,0.032578,0.017,0.21,0.35
7.050,0.034,0.032948,0.032948,0.017,0.22,0.35
7.150,0.034,0.033348,0.033348,0.019,0.22,0.39
7.250,0.035,0.033893,0.033893,0.018,0.22,0.38
7.350,0.035,0.034708,0.034708,0.019,0.23,0.40
7.450,0.036,0.034880,0.034880,0.018,0.23,0.37
7.550,0.036,0.035345,0.035345,0.018,0.23,0.38
7.650,0.036,0.035864,0.035864,0.019,0.23,0.39
7.750,0.037,0.036548,0.036548,0.019,0.24,0.39
7.850,0.038,0.036886,0.036886,0.019,0.24,0.40
7.950,0.038,0.037623,0.037623,0.019,0.25,0.39
8.050,0.038,0.037988,0.037988,0.020,0.25,0.40
8.150,0.039,0.038669,0.038669,0.019,0.25,0.40
8.250,0.040,0.039072,0.039072,0.019,0.26,0.39
8.350,0.040,0.039665,0.039665,0.018,0.26,0.38
8.450,0.040,0.040240,0.040240,0.019,0.26,0.39
8.550,0.041,0.040717,0.040717,0.020,0.27,0.41
8.650,0.042,0.041327,0.041327,0.020,0.27,0.40
8.750,0.042,0.041830,0.041830,0.020,0.27,0.41
8.850,0.043,0.042023,0.042023,0.020,0.28,0.42
8.950,0.043,0.042770,0.042770,0.021,0.28,0.43
9.050,0.044,0.043389,0.043389,0.020,0.28,0.42
9.150,0.044,0.043990,0.043990,0.021,0.29,0.42
9.250,0.044,0.044464,0.044464,0.021,0.29,0.44
9.350,0.045,0.045051,0.045051,0.021,0.30,0.44
9.450,0.046,0.045495,0.045495,0.021,0.30,0.44
9.550,0.046,0.046180,0.046180,0.023,0.30,0.47
9.650,0.046,0.046589,0.046589,0.023,0.31,0.48
9.750,0.047,0.047190,0.047190,0.021,0.31,0.44
9.850,0.048,0.047383,0.047383,0.022,0.31,0.45
9.950,0.048,0.048257,0.048257,0.022,0.32,0.46
10.050,0.048,0.048615,0.048615,0.024,0.32,0.49
10.150,0.049,0.049575,0.049575,0.023,0.32,0.48
10.250,0.050,0.049824,0.049824,0.024,0.33,0.49
10.350,0.050,0.050390,0.050390,0.023,0.33,0.48
10.450,0.051,0.050659,0.050659,0.023,0.33,0.47
10.550,0.051,0.051560,0.051560,0.022,0.34,0.46
10.650,0.052,0.052087,0.052087,0.023,0.34,0.48
10.750,0.052,0.052541,0.052541,0.023,0.34,0.48
10.850,0.052,0.052929,0.052929,0.024,0.35,0.49
10.950,0.053,0.053515,0.053515,0.023,0.35,0.47
11.050,0.054,0.053992,0.053992,0.025,0.35,0.51
11.150,0.054,0.054866,0.054866,0.025,0.36,0.52
11.250,0.054,0.055083,0.055083,0.024,0.36,0.49
11.350,0.055,0.055696,0.055696,0.025,0.36,0.52
11.450,0.056,0.056019,0.056019,0.025,0.37,0.52
11.550,0.056,0.056709,0.056709,0.026,0.37,0.54
11.650,0.056,0.057260,0.057260,0.025,0.37,0.52
11.750,0.057,0.057779,0.057779,0.025,0.38,0.52
11.850,0.058,0.058285,0.058285,0.027,0.38,0.55
11.950,0.058,0.058768,0.058768,0.026,0.38,0.54
12.050,0.058,0.059313,0.059313,0.026,0.39,0.53
12.150,0.059,0.059897,0.059897,0.026,0.39,0.53
12.250,0.060,0.060472,0.060472,0.025,0.40,0.51
12.350,0.060,0.060943,0.060943,0.027,0.40,0.56
12.450,0.060,0.061390,0.061390,0.026,0.40,0.54
12.550,0.061,0.061938,0.061938,0.028,0.41,0.57
12.650,0.062,0.062427,0.062427,0.027,0.41,0.55
12.750,0.062,0.062946,0.062946,0.027,0.41,0.55
12.850,0.062,0.063346,0.063346,0.028,0.41,0.57
12.950,0.063,0.064208,0.064208,0.028,0.42,0.58
13.050,0.064,0.064563,0.064563,0.029,0.42,0.61
13.150,0.064,0.064913,0.064913,0.028,0.43,0.58
13.250,0.064,0.065458,0.065458,0.028,0.43,0.57
13.350,0.065,0.066068,0.066068,0.028,0.43,0.59
13.450,0.066,0.066785,0.066785,0.029,0.44,0.60
13.550,0.066,0.067105,0.067105,0.031,0.44,0.64
13.650,0.066,0.067428,0.067428,0.029,0.44,0.60
13.750,0.066,0.067873,0.067873,0.030,0.44,0.61
13.850,0.068,0.068566,0.068566,0.031,0.45,0.64
13.950,0.068,0.069375,0.069375,0.032,0.45,0.66
14.050,0.068,0.069449,0.069449,0.031,0.45,0.65
14.150,0.069,0.069837,0.069837,0.030,0.46,0.63
14.250,0.070,0.070326,0.070326,0.031,0.46,0.64
14.350,0.070,0.071135,0.071135,0.033,0.47,0.69
14.450,0.071,0.071609,0.071609,0.032,0.47,0.67
14.550,0.071,0.072050,0.072050,0.031,0.47,0.65
14.650,0.072,0.072397,0.072397,0.033,0.47,0.68
14.750,0.072,0.072865,0.072865,0.033,0.48,0.68
14.850,0.072,0.073591,0.073591,0.034,0.48,0.70
14.950,0.073,0.073926,0.073926,0.034,0.48,0.71
15.050,0.074,0.074628,0.074628,0.034,0.49,0.70
15.150,0.074,0.074814,0.074814,0.035,0.49,0.72
15.250,0.074,0.075303,0.075303,0.034,0.49,0.71
15.350,0.075,0.075976,0.075976,0.035,0.50,0.72
15.450,0.076,0.076447,0.076447,0.035,0.50,0.73
15.550,0.076,0.077081,0.077081,0.035,0.50,0.73
15.650,0.076,0.077374,0.077374,0.038,0.51,0.78
15.750,0.077,0.077952,0.077952,0.037,0.51,0.77
15.850,0.078,0.078251,0.078251,0.038,0.51,0.78
15.950,0.078,0.078944,0.078944,0.037,0.52,0.77
16.050,0.078,0.079383,0.079383,0.036,0.52,0.74
16.150,0.079,0.079949,0.079949,0.039,0.52,0.80
16.250,0.080,0.080402,0.080402,0.039,0.53,0.80
16.350,0.080,0.080734,0.080734,0.037,0.53,0.77
16.450,0.080,0.081214,0.081214,0.039,0.53,0.80
16.550,0.080,0.081901,0.081901,0.039,0.54,0.81
16.650,0.082,0.082660,0.082660,0.041,0.54,0.84
16.750,0.082,0.082837,0.082837,0.041,0.54,0.84
16.850,0.082,0.083231,0.083231,0.041,0.55,0.84
16.950,0.082,0.083756,0.083756,0.041,0.55,0.85
17.050,0.084,0.084467,0.084467,0.043,0.55,0.89
17.150,0.084,0.084973,0.084973,0.043,0.56,0.89
17.250,0.084,0.085459,0.085459,0.043,0.56,0.89
17.350,0.085,0.085738,0.085738,0.043,0.56,0.88
17.450,0.086,0.086138,0.086138,0.043,0.56,0.89
17.550,0.086,0.086958,0.086958,0.044,0.57,0.91
17.650,0.087,0.087317,0.087317,0.045,0.57,0.93
17.750,0.087,0.087886,0.087886,0.044,0.58,0.90
17.850,0.088,0.088132,0.088132,0.045,0.58,0.92
17.950,0.088,0.088721,0.088721,0.046,0.58,0.96
18.050,0.088,0.089228,0.089228,0.047,0.58,0.97
18.150,0.089,0.089850,0.089850,0.048,0.59,0.98
18.250,0.090,0.090315,0.090315,0.046,0.59,0.95
18.350,0.090,0.090668,0.090668,0.048,0.59,0.99
18.450,0.090,0.091325,0.091325,0.048,0.60,0.99
18.550,0.091,0.091604,0.091604,0.048,0.60,1.00
18.650,0.092,0.092309,0.092309,0.049,0.60,1.02
18.750,0.092,0.092899,0.092899,0.049,0.61,1.02
18.850,0.092,0.093296,0.093296,0.051,0.61,1.06
18.950,0.093,0.093853,0.093853,0.052,0.61,1.07
19.050,0.094,0.094205,0.094205,0.053,0.62,1.10
19.150,0.094,0.094830,0.094830,0.054,0.62,1.11
19.250,0.094,0.095257,0.095257,0.053,0.62,1.10
19.350,0.095,0.096113,0.096113,0.055,0.63,1.14
19.450,0.096,0.096170,0.096170,0.055,0.63,1.14
19.550,0.096,0.096700,0.096700,0.056,0.63,1.15
19.650,0.096,0.097363,0.097363,0.056,0.64,1.16
19.750,0.097,0.098160,0.098160,0.056,0.64,1.16
19.850,0.098,0.098513,0.098513,0.058,0.65,1.19
19.950,0.098,0.098990,0.098990,0.057,0.65,1.19
20.050,0.098,0.099313,0.099313,0.060,0.65,1.23
20.150,0.098,0.100039,0.100039,0.059,0.66,1.21
20.250,0.100,0.100771,0.100771,0.059,0.66,1.22
20.350,0.100,0.101008,0.101008,0.060,0.66,1.25
20.450,0.101,0.101342,0.101342,0.060,0.66,1.24
20.550,0.101,0.102252,0.102252,0.061,0.67,1.26
20.650,0.102,0.102726,0.102726,0.063,0.67,1.30
20.750,0.102,0.103242,0.103242,0.063,0.68,1.30
20.850,0.102,0.103567,0.103567,0.065,0.68,1.34
20.950,0.103,0.103908,0.103908,0.064,0.68,1.33
21.050,0.104,0.104560,0.104560,0.065,0.68,1.34
21.150,0.104,0.105256,0.105256,0.067,0.69,1.39
21.250,0.104,0.105742,0.105742,0.067,0.69,1.39
21.350,0.105,0.106062,0.106062,0.068,0.69,1.41
21.450,0.106,0.106702,0.106702,0.070,0.70,1.44
21.550,0.106,0.107126,0.107126,0.070,0.70,1.44
21.650,0.106,0.107573,0.107573,0.070,0.70,1.44
21.750,0.106,0.107991,0.107991,0.072,0.71,1.48
21.850,0.108,0.108586,0.108586,0.073,0.71,1.50
21.950,0.108,0.109001,0.109001,0.073,0.71,1.51
22.050,0.108,0.109374,0.109374,0.075,0.72,1.56
22.150,0.108,0.109798,0.109798,0.074,0.72,1.53
22.250,0.110,0.110355,0.110355,0.075,0.72,1.54
22.350,0.110,0.111161,0.111161,0.077,0.73,1.58
22.450,0.110,0.111481,0.111481,0.078,0.73,1.60
22.550,0.111,0.112020,0.112020,0.079,0.73,1.63
22.650,0.112,0.112420,0.112420,0.079,0.74,1.63
22.750,0.112,0.112989,0.112989,0.080,0.74,1.65
22.850,0.112,0.113407,0.113407,0.080,0.74,1.66
22.950,0.113,0.114044,0.114044,0.082,0.75,1.70
23.050,0.114,0.114295,0.114295,0.082,0.75,1.69
23.150,0.114,0.114414,0.114414,0.083,0.75,1.72
23.250,0.114,0.115463,0.115463,0.084,0.76,1.74
23.350,0.115,0.116138,0.116138,0.087,0.76,1.79
23.450,0.116,0.116325,0.116325,0.088,0.76,1.82
23.550,0.116,0.116509,0.116509,0.088,0.76,1.83
23.650,0.116,0.117228,0.117228,0.089,0.77,1.85
23.750,0.117,0.118017,0.118017,0.090,0.77,1.85
23.850,0.118,0.118568,0.118568,0.091,0.78,1.88
23.950,0.118,0.118636,0.118636,0.091,0.78,1.88
24.050,0.118,0.119187,0.119187,0.093,0.78,1.93
24.150,0.119,0.119812,0.119812,0.094,0.78,1.94
24.250,0.120,0.120573,0.120573,0.097,0.79,2.00
24.350,0.120,0.120668,0.120668,0.096,0.79,1.98
24.450,0.120,0.121166,0.121166,0.097,0.79,2.00
24.550,0.120,0.121738,0.121738,0.099,0.80,2.04
24.650,0.122,0.122582,0.122582,0.099,0.80,2.05
24.750,0.122,0.122896,0.122896,0.101,0.80,2.08
24.850,0.122,0.123480,0.123480,0.101,0.81,2.09
24.950,0.122,0.123512,0.123512,0.102,0.81,2.11
25.050,0.124,0.124179,0.124179,0.104,0.81,2.14
25.150,0.124,0.124929,0.124929,0.106,0.82,2.19
25.250,0.124,0.125308,0.125308,0.106,0.82,2.18
25.350,0.125,0.125829,0.125829,0.107,0.82,2.21
25.450,0.126,0.126365,0.126365,0.109,0.83,2.26
25.550,0.126,0.126759,0.126759,0.111,0.83,2.30
25.650,0.126,0.127444,0.127444,0.111,0.83,2.30
25.750,0.127,0.127713,0.127713,0.111,0.84,2.29
25.850,0.127,0.128173,0.128173,0.112,0.84,2.31
25.950,0.128,0.128830,0.128830,0.113,0.84,2.34
26.050,0.128,0.129536,0.129536,0.118,0.85,2.43
26.150,0.129,0.129858,0.129858,0.117,0.85,2.41
26.250,0.130,0.130075,0.130075,0.118,0.85,2.44
26.350,0.130,0.130629,0.130629,0.121,0.86,2.50
26.450,0.130,0.131307,0.131307,0.123,0.86,2.54
26.550,0.131,0.131731,0.131731,0.123,0.86,2.53
26.650,0.132,0.131938,0.131938,0.123,0.86,2.55
26.750,0.132,0.132632,0.132632,0.125,0.87,2.58
26.850,0.132,0.133408,0.133408,0.125,0.87,2.58
26.950,0.133,0.133882,0.133882,0.128,0.88,2.64
27.050,0.134,0.134205,0.134205,0.128,0.88,2.64
27.150,0.134,0.134611,0.134611,0.129,0.88,2.66
27.250,0.134,0.135165,0.135165,0.130,0.89,2.69
27.350,0.135,0.135742,0.135742,0.132,0.89,2.73
27.450,0.136,0.136252,0.136252,0.133,0.89,2.74
27.550,0.136,0.136747,0.136747,0.133,0.90,2.74
27.650,0.136,0.136848,0.136848,0.134,0.90,2.77
27.750,0.137,0.137662,0.137662,0.137,0.90,2.84
27.850,0.138,0.137991,0.137991,0.139,0.90,2.87
27.950,0.138,0.138539,0.138539,0.138,0.91,2.86
28.050,0.139,0.139108,0.139108,0.140,0.91,2.89
28.150,0.139,0.139333,0.139333,0.141,0.91,2.92
28.250,0.140,0.140151,0.140151,0.145,0.92,3.00
28.350,0.140,0.140640,0.140640,0.146,0.92,3.02
28.450,0.141,0.140835,0.140835,0.145,0.92,3.01
28.550,0.141,0.141155,0.141155,0.147,0.92,3.03
28.650,0.142,0.141934,0.141934,0.148,0.93,3.06
28.750,0.142,0.142800,0.142800,0.150,0.94,3.11
28.850,0.143,0.142865,0.142865,0.151,0.94,3.12
28.950,0.143,0.143392,0.143392,0.151,0.94,3.12
29.050,0.143,0.143715,0.143715,0.153,0.94,3.16
29.150,0.144,0.144414,0.144414,0.156,0.95,3.22
29.250,0.144,0.144956,0.144956,0.157,0.95,3.24
29.350,0.145,0.145540,0.145540,0.156,0.95,3.22
29.450,0.146,0.145807,0.145807,0.158,0.95,3.26
29.550,0.146,0.146162,0.146162,0.160,0.96,3.30
29.650,0.146,0.146944,0.146944,0.161,0.96,3.33
29.750,0.146,0.147395,0.147395,0.163,0.97,3.36
29.850,0.148,0.147901,0.147901,0.164,0.97,3.39
29.950,0.148,0.148094,0.148094,0.166,0.97,3.42
30.050,0.148,0.148651,0.148651,0.165,0.97,3.41
30.150,0.149,0.149356,0.149356,0.169,0.98,3.49
30.250,0.150,0.149925,0.149925,0.169,0.98,3.50
30.350,0.150,0.150597,0.150597,0.171,0.99,3.53
30.450,0.150,0.150695,0.150695,0.172,0.99,3.55
30.550,0.151,0.151371,0.151371,0.175,0.99,3.61
30.650,0.152,0.151655,0.151655,0.174,0.99,3.60
30.750,0.152,0.152440,0.152440,0.176,1.00,3.64
30.850,0.152,0.152962,0.152962,0.177,1.00,3.66
30.950,0.152,0.153113,0.153113,0.179,1.00,3.70
31.050,0.154,0.153495,0.153495,0.181,1.01,3.73
31.150,0.154,0.154245,0.154245,0.183,1.01,3.78
31.250,0.154,0.154665,0.154665,0.184,1.01,3.79
31.350,0.155,0.155302,0.155302,0.185,1.02,3.82
31.450,0.156,0.155587,0.155587,0.187,1.02,3.86
31.550,0.156,0.156034,0.156034,0.189,1.02,3.91
31.650,0.156,0.156641,0.156641,0.190,1.03,3.93
31.750,0.157,0.157139,0.157139,0.190,1.03,3.93
31.850,0.157,0.157569,0.157569,0.193,1.03,3.98
31.950,0.158,0.158016,0.158016,0.193,1.03,3.99
32.050,0.158,0.158540,0.158540,0.194,1.04,4.01
32.150,0.158,0.158988,0.158988,0.195,1.04,4.03
32.250,0.160,0.159740,0.159740,0.197,1.05,4.06
32.350,0.160,0.160330,0.160330,0.199,1.05,4.12
32.450,0.160,0.160665,0.160665,0.199,1.05,4.11
32.550,0.161,0.161023,0.161023,0.201,1.05,4.14
32.650,0.162,0.161616,0.161616,0.202,1.06,4.18
32.750,0.162,0.162294,0.162294,0.203,1.06,4.19
32.850,0.162,0.162756,0.162756,0.206,1.07,4.25
32.950,0.163,0.162993,0.162993,0.207,1.07,4.28
33.050,0.164,0.163319,0.163319,0.207,1.07,4.28
33.150,0.164,0.163912,0.163912,0.207,1.07,4.28
33.250,0.164,0.164783,0.164783,0.213,1.08,4.40
33.350,0.165,0.165014,0.165014,0.213,1.08,4.41
33.450,0.166,0.165630,0.165630,0.215,1.08,4.44
33.550,0.166,0.165962,0.165962,0.214,1.09,4.43
33.650,0.166,0.166617,0.166617,0.216,1.09,4.47
33.750,0.167,0.167091,0.167091,0.219,1.09,4.52
33.850,0.168,0.167618,0.167618,0.218,1.10,4.51
33.950,0.168,0.167754,0.167754,0.220,1.10,4.54
34.050,0.168,0.168409,0.168409,0.221,1.10,4.57
34.150,0.169,0.168934,0.168934,0.223,1.11,4.61
34.250,0.170,0.169514,0.169514,0.223,1.11,4.61
34.350,0.170,0.169811,0.169811,0.225,1.11,4.65
34.450,0.170,0.170430,0.170430,0.226,1.12,4.68
34.550,0.171,0.170750,0.170750,0.228,1.12,4.71
34.650,0.172,0.171443,0.171443,0.229,1.12,4.72
34.750,0.172,0.171905,0.171905,0.231,1.13,4.76
34.850,0.173,0.172243,0.172243,0.231,1.13,4.78
34.950,0.173,0.172566,0.172566,0.233,1.13,4.81
35.050,0.174,0.173366,0.173366,0.236,1.14,4.87
35.150,0.174,0.173950,0.173950,0.237,1.14,4.89
35.250,0.174,0.174311,0.174311,0.237,1.14,4.91
35.350,0.175,0.174767,0.174767,0.239,1.14,4.93
35.450,0.176,0.175007,0.175007,0.241,1.15,4.99
35.550,0.176,0.175863,0.175863,0.241,1.15,4.98
35.650,0.176,0.176210,0.176210,0.244,1.15,5.05
35.750,0.176,0.176998,0.176998,0.243,1.16,5.01
35.850,0.177,0.176957,0.176957,0.244,1.16,5.05
35.950,0.178,0.177677,0.177677,0.247,1.16,5.10
36.050,0.178,0.178145,0.178145,0.249,1.17,5.14
36.150,0.178,0.178468,0.178468,0.249,1.17,5.14
36.250,0.180,0.179220,0.179220,0.250,1.17,5.17
36.350,0.180,0.179472,0.179472,0.253,1.18,5.23
36.450,0.180,0.180085,0.180085,0.254,1.18,5.25
36.550,0.180,0.180411,0.180411,0.255,1.18,5.27
36.650,0.181,0.181202,0.181202,0.256,1.19,5.28
36.750,0.182,0.181522,0.181522,0.257,1.19,5.31
36.850,0.182,0.182041,0.182041,0.258,1.19,5.34
36.950,0.182,0.182574,0.182574,0.258,1.20,5.34
37.050,0.183,0.182915,0.182915,0.261,1.20,5.38
37.150,0.184,0.183762,0.183762,0.263,1.20,5.43
37.250,0.184,0.184032,0.184032,0.265,1.21,5.47
37.350,0.184,0.184435,0.184435,0.264,1.21,5.45
37.450,0.185,0.184775,0.184775,0.267,1.21,5.52
37.550,0.186,0.185676,0.185676,0.268,1.22,5.55
37.650,0.186,0.186197,0.186197,0.270,1.22,5.57
37.750,0.186,0.186520,0.186520,0.270,1.22,5.57
37.850,0.187,0.186917,0.186917,0.273,1.22,5.64
37.950,0.188,0.187335,0.187335,0.272,1.23,5.61
38.050,0.188,0.187898,0.187898,0.275,1.23,5.68
38.150,0.188,0.188594,0.188594,0.276,1.24,5.70
38.250,0.189,0.188879,0.188879,0.277,1.24,5.73
38.350,0.190,0.189169,0.189169,0.278,1.24,5.75
38.450,0.190,0.189693,0.189693,0.279,1.24,5.76
38.550,0.191,0.190410,0.190410,0.282,1.25,5.82
38.650,0.191,0.190985,0.190985,0.282,1.25,5.83
38.750,0.192,0.191142,0.191142,0.282,1.25,5.83
38.850,0.192,0.191732,0.191732,0.283,1.26,5.86
38.950,0.192,0.192108,0.192108,0.286,1.26,5.90
39.050,0.194,0.192964,0.192964,0.287,1.26,5.94
39.150,0.194,0.193154,0.193154,0.287,1.26,5.93
39.250,0.194,0.193894,0.193894,0.288,1.27,5.96
39.350,0.194,0.194158,0.194158,0.289,1.27,5.97
39.450,0.195,0.194443,0.194443,0.291,1.27,6.02
39.550,0.196,0.195109,0.195109,0.294,1.28,6.07
39.650,0.196,0.195770,0.195770,0.293,1.28,6.05
39.750,0.196,0.196208,0.196208,0.295,1.28,6.10
39.850,0.197,0.196753,0.196753,0.297,1.29,6.14
39.950,0.198,0.197017,0.197017,0.299,1.29,6.17
40.050,0.198,0.197601,0.197601,0.299,1.29,6.18
40.150,0.198,0.198099,0.198099,0.300,1.30,6.20
40.250,0.199,0.198650,0.198650,0.301,1.30,6.22
40.350,0.200,0.199218,0.199218,0.303,1.30,6.26
40.450,0.200,0.199541,0.199541,0.305,1.31,6.29
40.550,0.201,0.200057,0.200057,0.305,1.31,6.30
40.650,0.201,0.200729,0.200729,0.307,1.31,6.35
40.750,0.202,0.201529,0.201529,0.309,1.32,6.38
40.850,0.202,0.201849,0.201849,0.310,1.32,6.41
40.950,0.203,0.202060,0.202060,0.310,1.32,6.41
41.050,0.203,0.202732,0.202732,0.311,1.33,6.43
41.150,0.204,0.203209,0.203209,0.312,1.33,6.45
41.250,0.204,0.203855,0.203855,0.313,1.34,6.48
41.350,0.205,0.204317,0.204317,0.315,1.34,6.51
41.450,0.205,0.204702,0.204702,0.315,1.34,6.51
41.550,0.206,0.205218,0.205218,0.317,1.34,6.56
41.650,0.206,0.205923,0.205923,0.319,1.35,6.59
41.750,0.206,0.206519,0.206519,0.319,1.35,6.59
41.850,0.207,0.206836,0.206836,0.320,1.35,6.62
41.950,0.208,0.207250,0.207250,0.322,1.36,6.65
42.050,0.208,0.207899,0.207899,0.323,1.36,6.68
42.150,0.208,0.208693,0.208693,0.325,1.37,6.71
42.250,0.209,0.208791,0.208791,0.327,1.37,6.75
42.350,0.210,0.209241,0.209241,0.326,1.37,6.73
42.450,0.210,0.209801,0.209801,0.326,1.37,6.74
42.550,0.210,0.210545,0.210545,0.331,1.38,6.83
42.650,0.211,0.211173,0.211173,0.330,1.38,6.83
42.750,0.212,0.211629,0.211629,0.331,1.39,6.83
42.850,0.212,0.211982,0.211982,0.332,1.39,6.86
42.950,0.212,0.212323,0.212323,0.332,1.39,6.86
43.050,0.213,0.212758,0.212758,0.335,1.39,6.93
43.150,0.214,0.213220,0.213220,0.337,1.40,6.97
43.250,0.214,0.214038,0.214038,0.337,1.40,6.96
43.350,0.214,0.214328,0.214328,0.338,1.40,6.99
43.450,0.215,0.214888,0.214888,0.340,1.41,7.03
43.550,0.216,0.215125,0.215125,0.342,1.41,7.06
43.650,0.216,0.215656,0.215656,0.341,1.41,7.05
43.750,0.216,0.216112,0.216112,0.343,1.42,7.08
43.850,0.217,0.216861,0.216861,0.343,1.42,7.10
43.950,0.218,0.217424,0.217424,0.346,1.42,7.15
44.050,0.218,0.217836,0.217836,0.346,1.43,7.16
44.150,0.218,0.218159,0.218159,0.348,1.43,7.18
44.250,0.218,0.218719,0.218719,0.348,1.43,7.19
44.350,0.220,0.219326,0.219326,0.350,1.44,7.23
44.450,0.220,0.219901,0.219901,0.352,1.44,7.27
44.550,0.220,0.220058,0.220058,0.352,1.44,7.27
44.650,0.221,0.220585,0.220585,0.352,1.44,7.27
44.750,0.222,0.221154,0.221154,0.355,1.45,7.34
44.850,0.222,0.222016,0.222016,0.357,1.45,7.37
44.950,0.222,0.222239,0.222239,0.356,1.46,7.35
45.050,0.223,0.222473,0.222473,0.359,1.46,7.41
45.150,0.223,0.222736,0.222736,0.358,1.46,7.40
45.250,0.224,0.223788,0.223788,0.360,1.47,7.43
45.350,0.224,0.224407,0.224407,0.362,1.47,7.47
45.450,0.225,0.224502,0.224502,0.362,1.47,7.48
45.550,0.226,0.224834,0.224834,0.363,1.47,7.50
45.650,0.226,0.225409,0.225409,0.363,1.48,7.50
45.750,0.226,0.226120,0.226120,0.364,1.48,7.53
45.850,0.227,0.226813,0.226813,0.365,1.49,7.54
45.950,0.228,0.227112,0.227112,0.366,1.49,7.57
46.050,0.228,0.227358,0.227358,0.367,1.49,7.58
46.150,0.228,0.227705,0.227705,0.368,1.49,7.59
46.250,0.229,0.228487,0.228487,0.371,1.50,7.67
