"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
13.500,0.066,0.062617,0.062617,0.024,0.49,0.44
13.600,0.066,0.063129,0.063129,0.024,0.50,0.45
13.700,0.066,0.063802,0.063802,0.025,0.50,0.45
13.800,0.067,0.064098,0.064098,0.025,0.50,0.46
13.900,0.068,0.064697,0.064697,0.026,0.51,0.48
14.000,0.068,0.065043,0.065043,0.025,0.51,0.46
14.100,0.068,0.065514,0.065514,0.024,0.51,0.44
14.200,0.069,0.066297,0.066297,0.026,0.52,0.47
14.300,0.070,0.066788,0.066788,0.025,0.52,0.46
14.400,0.070,0.067156,0.067156,0.024,0.53,0.45
14.500,0.071,0.067372,0.067372,0.024,0.53,0.44
14.600,0.071,0.068077,0.068077,0.025,0.53,0.47
14.700,0.072,0.068865,0.068865,0.025,0.54,0.46
14.800,0.072,0.069123,0.069123,0.027,0.54,0.50
14.900,0.072,0.069641,0.069641,0.027,0.55,0.49
15.000,0.073,0.070080,0.070080,0.027,0.55,0.50
15.100,0.074,0.070664,0.070664,0.027,0.56,0.50
15.200,0.074,0.071425,0.071425,0.028,0.56,0.52
15.300,0.074,0.071786,0.071786,0.027,0.56,0.50
15.400,0.075,0.072213,0.072213,0.028,0.57,0.51
15.500,0.076,0.072625,0.072625,0.028,0.57,0.52
15.600,0.076,0.073013,0.073013,0.027,0.57,0.50
15.700,0.076,0.073709,0.073709,0.028,0.58,0.51
15.800,0.077,0.074248,0.074248,0.028,0.58,0.52
15.900,0.078,0.074725,0.074725,0.030,0.59,0.54
16.000,0.078,0.075060,0.075060,0.029,0.59,0.54
16.100,0.078,0.075626,0.075626,0.031,0.59,0.56
16.200,0.079,0.076059,0.076059,0.030,0.60,0.55
16.300,0.080,0.076743,0.076743,0.030,0.60,0.55
16.400,0.080,0.077226,0.077226,0.029,0.61,0.54
16.500,0.080,0.077581,0.077581,0.030,0.61,0.55
16.600,0.081,0.078064,0.078064,0.030,0.61,0.55
16.700,0.082,0.078663,0.078663,0.031,0.62,0.56
16.800,0.082,0.079039,0.079039,0.030,0.62,0.56
16.900,0.082,0.079759,0.079759,0.030,0.63,0.56
17.000,0.083,0.080156,0.080156,0.032,0.63,0.58
17.100,0.084,0.080648,0.080648,0.031,0.63,0.58
17.200,0.084,0.080983,0.080983,0.032,0.64,0.59
17.300,0.084,0.081525,0.081525,0.031,0.64,0.56
17.400,0.085,0.082467,0.082467,0.031,0.65,0.56
17.500,0.086,0.082799,0.082799,0.031,0.65,0.57
17.600,0.086,0.083045,0.083045,0.031,0.65,0.57
17.700,0.087,0.083548,0.083548,0.032,0.66,0.59
17.800,0.087,0.084040,0.084040,0.031,0.66,0.56
17.900,0.088,0.084757,0.084757,0.032,0.67,0.58
18.000,0.088,0.084908,0.084908,0.032,0.67,0.58
18.100,0.088,0.085492,0.085492,0.033,0.67,0.60
18.200,0.089,0.085975,0.085975,0.033,0.68,0.61
18.300,0.090,0.086517,0.086517,0.033,0.68,0.61
18.400,0.090,0.087000,0.087000,0.034,0.68,0.62
18.500,0.090,0.087518,0.087518,0.034,0.69,0.62
18.600,0.091,0.087909,0.087909,0.034,0.69,0.62
18.700,0.092,0.088683,0.088683,0.034,0.70,0.62
18.800,0.092,0.088997,0.088997,0.036,0.70,0.65
18.900,0.092,0.089418,0.089418,0.034,0.70,0.62
19.000,0.093,0.089865,0.089865,0.035,0.71,0.65
19.100,0.094,0.090327,0.090327,0.034,0.71,0.63
19.200,0.094,0.091011,0.091011,0.035,0.71,0.64
19.300,0.094,0.091331,0.091331,0.034,0.72,0.63
19.400,0.095,0.091841,0.091841,0.036,0.72,0.65
19.500,0.096,0.092472,0.092472,0.036,0.73,0.66
19.600,0.096,0.092759,0.092759,0.036,0.73,0.67
19.700,0.096,0.093248,0.093248,0.036,0.73,0.66
19.800,0.097,0.093666,0.093666,0.037,0.74,0.67
19.900,0.098,0.094226,0.094226,0.037,0.74,0.67
20.000,0.098,0.094833,0.094833,0.038,0.74,0.69
20.100,0.098,0.095275,0.095275,0.037,0.75,0.67
20.200,0.099,0.095787,0.095787,0.038,0.75,0.70
20.300,0.100,0.096217,0.096217,0.038,0.76,0.70
20.400,0.100,0.096463,0.096463,0.037,0.76,0.69
20.500,0.101,0.097106,0.097106,0.040,0.76,0.72
20.600,0.101,0.097654,0.097654,0.039,0.77,0.71
20.700,0.102,0.098344,0.098344,0.039,0.77,0.72
20.800,0.102,0.098759,0.098759,0.039,0.78,0.71
20.900,0.102,0.098999,0.098999,0.038,0.78,0.70
21.000,0.103,0.099503,0.099503,0.040,0.78,0.73
21.100,0.104,0.099917,0.099917,0.039,0.78,0.71
21.200,0.104,0.100391,0.100391,0.039,0.79,0.72
21.300,0.104,0.101245,0.101245,0.040,0.80,0.73
21.400,0.105,0.101769,0.101769,0.042,0.80,0.77
21.500,0.106,0.101994,0.101994,0.040,0.80,0.74
21.600,0.106,0.102356,0.102356,0.040,0.80,0.73
21.700,0.106,0.102978,0.102978,0.040,0.81,0.73
21.800,0.107,0.103570,0.103570,0.042,0.81,0.76
21.900,0.108,0.104222,0.104222,0.041,0.82,0.74
22.000,0.108,0.104317,0.104317,0.041,0.82,0.74
22.100,0.108,0.104838,0.104838,0.041,0.82,0.76
22.200,0.109,0.105262,0.105262,0.042,0.83,0.77
22.300,0.110,0.105890,0.105890,0.040,0.83,0.73
22.400,0.110,0.106515,0.106515,0.043,0.84,0.78
22.500,0.110,0.106696,0.106696,0.042,0.84,0.77
22.600,0.111,0.107117,0.107117,0.043,0.84,0.79
22.700,0.111,0.107763,0.107763,0.042,0.85,0.78
22.800,0.112,0.108411,0.108411,0.043,0.85,0.78
22.900,0.112,0.108880,0.108880,0.044,0.86,0.80
23.000,0.113,0.109291,0.109291,0.044,0.86,0.81
23.100,0.114,0.109795,0.109795,0.044,0.86,0.80
23.200,0.114,0.110263,0.110263,0.043,0.87,0.79
23.300,0.114,0.111072,0.111072,0.044,0.87,0.80
23.400,0.115,0.111422,0.111422,0.045,0.88,0.82
23.500,0.116,0.111792,0.111792,0.045,0.88,0.83
23.600,0.116,0.112328,0.112328,0.046,0.88,0.83
23.700,0.116,0.112811,0.112811,0.046,0.89,0.83
23.800,0.117,0.113330,0.113330,0.045,0.89,0.82
23.900,0.117,0.113795,0.113795,0.045,0.89,0.82
24.000,0.118,0.114458,0.114458,0.046,0.90,0.85
24.100,0.118,0.115199,0.115199,0.047,0.90,0.86
24.200,0.119,0.115528,0.115528,0.047,0.91,0.86
24.300,0.120,0.116132,0.116132,0.048,0.91,0.88
24.400,0.120,0.116586,0.116586,0.047,0.92,0.87
24.500,0.120,0.117030,0.117030,0.049,0.92,0.89
24.600,0.121,0.117599,0.117599,0.048,0.92,0.88
24.700,0.122,0.117916,0.117916,0.048,0.93,0.87
24.800,0.122,0.118618,0.118618,0.048,0.93,0.87
24.900,0.122,0.119062,0.119062,0.048,0.94,0.88
25.000,0.123,0.119415,0.119415,0.050,0.94,0.91
25.100,0.124,0.120147,0.120147,0.050,0.94,0.91
25.200,0.124,0.120490,0.120490,0.049,0.95,0.90
25.300,0.124,0.120973,0.120973,0.050,0.95,0.92
25.400,0.125,0.121527,0.121527,0.050,0.95,0.91
25.500,0.126,0.122209,0.122209,0.051,0.96,0.93
25.600,0.126,0.122324,0.122324,0.050,0.96,0.92
25.700,0.126,0.122858,0.122858,0.050,0.97,0.92
25.800,0.127,0.123554,0.123554,0.052,0.97,0.95
25.900,0.128,0.124300,0.124300,0.051,0.98,0.94
26.000,0.128,0.124727,0.124727,0.052,0.98,0.96
26.100,0.128,0.124958,0.124958,0.053,0.98,0.97
26.200,0.128,0.125560,0.125560,0.051,0.99,0.93
26.300,0.130,0.126060,0.126060,0.052,0.99,0.94
26.400,0.130,0.126801,0.126801,0.053,1.00,0.97
26.500,0.130,0.127198,0.127198,0.053,1.00,0.96
26.600,0.131,0.127755,0.127755,0.053,1.00,0.97
26.700,0.131,0.128099,0.128099,0.053,1.01,0.97
26.800,0.132,0.128647,0.128647,0.052,1.01,0.95
26.900,0.132,0.129156,0.129156,0.054,1.01,0.99
27.000,0.132,0.129811,0.129811,0.054,1.02,0.99
27.100,0.134,0.130327,0.130327,0.055,1.02,1.01
27.200,0.134,0.130789,0.130789,0.054,1.03,0.99
27.300,0.134,0.131209,0.131209,0.053,1.03,0.98
27.400,0.134,0.131589,0.131589,0.054,1.03,0.99
27.500,0.135,0.132122,0.132122,0.056,1.04,1.03
27.600,0.136,0.132824,0.132824,0.056,1.04,1.02
27.700,0.136,0.133470,0.133470,0.055,1.05,1.01
27.800,0.136,0.133639,0.133639,0.054,1.05,0.99
27.900,0.137,0.134140,0.134140,0.056,1.05,1.02
28.000,0.138,0.134531,0.134531,0.055,1.06,1.01
28.100,0.138,0.135212,0.135212,0.057,1.06,1.05
28.200,0.139,0.136006,0.136006,0.057,1.07,1.04
28.300,0.139,0.136302,0.136302,0.057,1.07,1.04
28.400,0.140,0.136676,0.136676,0.057,1.07,1.04
28.500,0.140,0.137085,0.137085,0.058,1.08,1.06
28.600,0.141,0.137677,0.137677,0.058,1.08,1.06
28.700,0.141,0.138376,0.138376,0.058,1.09,1.06
28.800,0.142,0.138664,0.138664,0.058,1.09,1.06
28.900,0.142,0.139176,0.139176,0.059,1.09,1.07
29.000,0.143,0.139837,0.139837,0.059,1.10,1.07
29.100,0.143,0.140314,0.140314,0.059,1.10,1.08
29.200,0.144,0.140794,0.140794,0.059,1.11,1.07
29.300,0.144,0.141060,0.141060,0.060,1.11,1.10
29.400,0.144,0.141757,0.141757,0.061,1.11,1.11
29.500,0.146,0.142444,0.142444,0.061,1.12,1.11
29.600,0.146,0.142779,0.142779,0.060,1.12,1.10
29.700,0.146,0.143324,0.143324,0.061,1.13,1.12
29.800,0.146,0.143700,0.143700,0.062,1.13,1.13
29.900,0.147,0.144322,0.144322,0.061,1.13,1.12
30.000,0.148,0.145001,0.145001,0.062,1.14,1.14
30.100,0.148,0.145350,0.145350,0.061,1.14,1.12
30.200,0.148,0.145863,0.145863,0.062,1.15,1.14
30.300,0.149,0.146429,0.146429,0.063,1.15,1.15
30.400,0.150,0.146947,0.146947,0.063,1.15,1.15
30.500,0.150,0.147398,0.147398,0.063,1.16,1.16
30.600,0.151,0.147842,0.147842,0.063,1.16,1.15
30.700,0.152,0.148301,0.148301,0.063,1.16,1.16
30.800,0.152,0.148882,0.148882,0.065,1.17,1.19
30.900,0.152,0.149483,0.149483,0.063,1.17,1.16
31.000,0.152,0.149833,0.149833,0.064,1.18,1.16
31.100,0.153,0.150340,0.150340,0.063,1.18,1.16
31.200,0.154,0.151134,0.151134,0.066,1.19,1.21
31.300,0.154,0.151347,0.151347,0.065,1.19,1.18
31.400,0.155,0.151931,0.151931,0.066,1.19,1.21
31.500,0.155,0.152449,0.152449,0.067,1.20,1.23
31.600,0.156,0.152941,0.152941,0.067,1.20,1.23
31.700,0.156,0.153462,0.153462,0.067,1.21,1.23
31.800,0.157,0.154200,0.154200,0.067,1.21,1.22
31.900,0.158,0.154437,0.154437,0.067,1.21,1.23
32.000,0.158,0.154970,0.154970,0.067,1.22,1.24
32.100,0.158,0.155270,0.155270,0.068,1.22,1.24
32.200,0.159,0.155978,0.155978,0.069,1.23,1.27
32.300,0.160,0.156487,0.156487,0.068,1.23,1.25
32.400,0.160,0.157059,0.157059,0.069,1.23,1.26
32.500,0.160,0.157486,0.157486,0.069,1.24,1.26
32.600,0.160,0.157960,0.157960,0.068,1.24,1.25
32.700,0.162,0.158410,0.158410,0.070,1.24,1.27
32.800,0.162,0.158857,0.158857,0.070,1.25,1.28
32.900,0.162,0.159509,0.159509,0.070,1.25,1.29
33.000,0.163,0.160241,0.160241,0.071,1.26,1.30
33.100,0.164,0.160531,0.160531,0.071,1.26,1.30
33.200,0.164,0.160816,0.160816,0.071,1.26,1.31
33.300,0.164,0.161225,0.161225,0.071,1.27,1.30
33.400,0.165,0.162019,0.162019,0.071,1.27,1.31
33.500,0.166,0.162626,0.162626,0.073,1.28,1.33
33.600,0.166,0.163153,0.163153,0.072,1.28,1.32
33.700,0.166,0.163417,0.163417,0.073,1.28,1.33
33.800,0.166,0.163755,0.163755,0.072,1.29,1.32
33.900,0.168,0.164407,0.164407,0.074,1.29,1.36
34.000,0.168,0.165322,0.165322,0.074,1.30,1.36
34.100,0.168,0.165559,0.165559,0.074,1.30,1.36
34.200,0.168,0.165858,0.165858,0.074,1.30,1.35
34.300,0.169,0.166241,0.166241,0.074,1.31,1.35
34.400,0.170,0.166901,0.166901,0.075,1.31,1.37
34.500,0.171,0.167420,0.167420,0.076,1.32,1.39
34.600,0.171,0.167956,0.167956,0.075,1.32,1.37
34.700,0.171,0.168317,0.168317,0.076,1.32,1.40
34.800,0.172,0.168898,0.168898,0.075,1.33,1.38
34.900,0.172,0.169298,0.169298,0.076,1.33,1.38
35.000,0.173,0.169885,0.169885,0.077,1.33,1.41
35.100,0.173,0.170347,0.170347,0.077,1.34,1.40
35.200,0.174,0.170717,0.170717,0.076,1.34,1.39
35.300,0.175,0.171490,0.171490,0.078,1.35,1.43
35.400,0.175,0.171953,0.171953,0.079,1.35,1.45
35.500,0.176,0.172388,0.172388,0.077,1.35,1.40
35.600,0.176,0.172963,0.172963,0.078,1.36,1.43
35.700,0.176,0.173292,0.173292,0.079,1.36,1.44
35.800,0.177,0.173855,0.173855,0.079,1.37,1.45
35.900,0.178,0.174335,0.174335,0.079,1.37,1.45
36.000,0.178,0.175075,0.175075,0.079,1.38,1.45
36.100,0.178,0.175437,0.175437,0.080,1.38,1.47
36.200,0.179,0.175801,0.175801,0.079,1.38,1.45
36.300,0.180,0.176272,0.176272,0.081,1.38,1.47
36.400,0.180,0.176806,0.176806,0.079,1.39,1.45
36.500,0.180,0.177152,0.177152,0.081,1.39,1.49
36.600,0.181,0.178071,0.178071,0.082,1.40,1.51
36.700,0.182,0.178509,0.178509,0.082,1.40,1.50
36.800,0.182,0.178882,0.178882,0.080,1.41,1.47
36.900,0.182,0.179176,0.179176,0.083,1.41,1.51
37.000,0.182,0.179629,0.179629,0.082,1.41,1.50
37.100,0.184,0.180334,0.180334,0.084,1.42,1.53
37.200,0.184,0.180933,0.180933,0.084,1.42,1.53
37.300,0.184,0.181368,0.181368,0.084,1.42,1.53
37.400,0.185,0.182026,0.182026,0.085,1.43,1.55
37.500,0.186,0.182464,0.182464,0.085,1.43,1.55
37.600,0.186,0.182861,0.182861,0.084,1.44,1.54
37.700,0.186,0.183232,0.183232,0.085,1.44,1.55
37.800,0.186,0.183723,0.183723,0.085,1.44,1.55
37.900,0.187,0.184343,0.184343,0.086,1.45,1.57
38.000,0.188,0.185051,0.185051,0.086,1.45,1.58
38.100,0.188,0.185368,0.185368,0.086,1.46,1.58
38.200,0.188,0.186002,0.186002,0.086,1.46,1.58
38.300,0.189,0.186233,0.186233,0.087,1.46,1.59
38.400,0.190,0.186710,0.186710,0.088,1.47,1.61
38.500,0.190,0.187539,0.187539,0.089,1.47,1.64
38.600,0.190,0.187925,0.187925,0.088,1.48,1.61
38.700,0.191,0.188419,0.188419,0.088,1.48,1.60
38.800,0.192,0.188837,0.188837,0.089,1.48,1.63
38.900,0.192,0.189356,0.189356,0.090,1.49,1.64
39.000,0.193,0.189744,0.189744,0.090,1.49,1.65
39.100,0.193,0.190378,0.190378,0.090,1.50,1.65
39.200,0.194,0.190938,0.190938,0.091,1.50,1.67
39.300,0.194,0.191379,0.191379,0.090,1.50,1.66
39.400,0.195,0.191921,0.191921,0.091,1.51,1.67
39.500,0.195,0.192280,0.192280,0.092,1.51,1.69
39.600,0.196,0.192890,0.192890,0.092,1.52,1.68
39.700,0.196,0.193379,0.193379,0.092,1.52,1.68
39.800,0.196,0.193971,0.193971,0.092,1.52,1.69
39.900,0.197,0.194410,0.194410,0.095,1.53,1.74
40.000,0.198,0.194893,0.194893,0.093,1.53,1.71
40.100,0.198,0.195260,0.195260,0.095,1.53,1.73
40.200,0.198,0.195939,0.195939,0.094,1.54,1.73
40.300,0.199,0.196386,0.196386,0.094,1.54,1.72
40.400,0.200,0.196833,0.196833,0.093,1.55,1.70
40.500,0.200,0.197233,0.197233,0.095,1.55,1.74
40.600,0.201,0.197900,0.197900,0.097,1.55,1.77
40.700,0.202,0.198540,0.198540,0.094,1.56,1.72
40.800,0.202,0.198866,0.198866,0.097,1.56,1.77
40.900,0.202,0.199272,0.199272,0.097,1.57,1.77
41.000,0.203,0.199778,0.199778,0.096,1.57,1.77
41.100,0.203,0.200377,0.200377,0.096,1.57,1.75
41.200,0.204,0.200961,0.200961,0.098,1.58,1.79
41.300,0.204,0.201313,0.201313,0.098,1.58,1.79
41.400,0.205,0.201897,0.201897,0.097,1.59,1.78
41.500,0.205,0.202380,0.202380,0.098,1.59,1.80
41.600,0.206,0.203126,0.203126,0.100,1.60,1.83
41.700,0.206,0.203274,0.203274,0.100,1.60,1.82
41.800,0.206,0.203790,0.203790,0.100,1.60,1.83
41.900,0.207,0.204252,0.204252,0.099,1.60,1.82
42.000,0.208,0.204859,0.204859,0.102,1.61,1.86
42.100,0.208,0.205520,0.205520,0.100,1.61,1.84
42.200,0.208,0.205805,0.205805,0.101,1.62,1.86
42.300,0.209,0.206065,0.206065,0.102,1.62,1.87
42.400,0.210,0.206664,0.206664,0.102,1.62,1.87
42.500,0.210,0.207413,0.207413,0.103,1.63,1.89
42.600,0.210,0.208000,0.208000,0.102,1.63,1.88
42.700,0.211,0.208456,0.208456,0.102,1.64,1.88
42.800,0.212,0.208720,0.208720,0.103,1.64,1.88
42.900,0.212,0.209221,0.209221,0.104,1.64,1.90
43.000,0.212,0.209801,0.209801,0.105,1.65,1.92
43.100,0.213,0.210515,0.210515,0.104,1.65,1.91
43.200,0.214,0.211013,0.211013,0.106,1.66,1.94
43.300,0.214,0.211294,0.211294,0.105,1.66,1.92
43.400,0.214,0.211825,0.211825,0.106,1.66,1.94
43.500,0.215,0.212195,0.212195,0.106,1.67,1.93
43.600,0.216,0.212906,0.212906,0.106,1.67,1.94
43.700,0.216,0.213413,0.213413,0.106,1.68,1.94
43.800,0.216,0.214133,0.214133,0.107,1.68,1.96
43.900,0.217,0.214447,0.214447,0.107,1.68,1.96
44.000,0.218,0.214882,0.214882,0.108,1.69,1.97
44.100,0.218,0.215306,0.215306,0.109,1.69,1.99
44.200,0.218,0.215878,0.215878,0.108,1.70,1.98
44.300,0.219,0.216503,0.216503,0.109,1.70,1.99
44.400,0.220,0.216855,0.216855,0.109,1.70,1.99
44.500,0.220,0.217202,0.217202,0.110,1.71,2.02
44.600,0.220,0.217872,0.217872,0.110,1.71,2.02
44.700,0.221,0.218378,0.218378,0.111,1.72,2.03
44.800,0.222,0.219000,0.219000,0.111,1.72,2.03
44.900,0.222,0.219430,0.219430,0.112,1.72,2.05
45.000,0.222,0.219563,0.219563,0.111,1.72,2.03
45.100,0.223,0.220325,0.220325,0.112,1.73,2.06
45.200,0.224,0.221045,0.221045,0.113,1.74,2.07
45.300,0.224,0.221406,0.221406,0.113,1.74,2.08
45.400,0.224,0.221768,0.221768,0.113,1.74,2.07
45.500,0.225,0.222019,0.222019,0.113,1.74,2.08
45.600,0.226,0.222858,0.222858,0.115,1.75,2.10
45.700,0.226,0.223385,0.223385,0.115,1.75,2.11
45.800,0.226,0.224022,0.224022,0.115,1.76,2.11
45.900,0.227,0.224410,0.224410,0.116,1.76,2.12
46.000,0.228,0.224716,0.224716,0.117,1.77,2.14
46.100,0.228,0.225172,0.225172,0.116,1.77,2.12
46.200,0.228,0.225625,0.225625,0.117,1.77,2.15
46.300,0.229,0.226224,0.226224,0.116,1.78,2.13
46.400,0.230,0.226973,0.226973,0.118,1.78,2.16
