"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
4.150,0.018,0.015999,0.015999,0.010,0.10,0.20
4.250,0.019,0.016239,0.016239,0.010,0.10,0.21
4.350,0.020,0.017148,0.017148,0.011,0.11,0.22
4.450,0.020,0.017613,0.017613,0.011,0.11,0.21
4.550,0.020,0.018224,0.018224,0.011,0.12,0.21
4.650,0.021,0.018502,0.018502,0.011,0.12,0.21
4.750,0.022,0.018600,0.018600,0.011,0.12,0.22
4.850,0.022,0.019444,0.019444,0.011,0.12,0.21
4.950,0.022,0.020046,0.020046,0.010,0.13,0.19
5.050,0.023,0.020597,0.020597,0.011,0.13,0.22
5.150,0.024,0.021053,0.021053,0.011,0.13,0.21
5.250,0.024,0.020783,0.020783,0.012,0.13,0.24
5.350,0.024,0.021918,0.021918,0.011,0.14,0.23
5.450,0.025,0.021640,0.021640,0.010,0.14,0.21
5.550,0.026,0.022078,0.022078,0.012,0.14,0.24
5.650,0.026,0.022875,0.022875,0.011,0.15,0.21
5.750,0.026,0.023311,0.023311,0.012,0.15,0.25
5.850,0.027,0.024119,0.024119,0.011,0.15,0.21
5.950,0.028,0.024013,0.024013,0.011,0.15,0.23
6.050,0.028,0.025106,0.025106,0.012,0.16,0.25
6.150,0.028,0.025793,0.025793,0.013,0.16,0.26
6.250,0.029,0.025731,0.025731,0.012,0.16,0.24
6.350,0.030,0.026081,0.026081,0.013,0.17,0.26
6.450,0.030,0.026830,0.026830,0.011,0.17,0.23
6.550,0.030,0.027518,0.027518,0.011,0.18,0.23
6.650,0.031,0.027707,0.027707,0.011,0.18,0.22
6.750,0.032,0.028439,0.028439,0.012,0.18,0.25
6.850,0.032,0.028827,0.028827,0.012,0.18,0.25
6.950,0.032,0.028643,0.028643,0.014,0.18,0.28
7.050,0.033,0.029538,0.029538,0.012,0.19,0.24
7.150,0.034,0.030300,0.030300,0.013,0.19,0.27
7.250,0.034,0.030620,0.030620,0.013,0.20,0.26
7.350,0.035,0.030916,0.030916,0.013,0.20,0.26
7.450,0.035,0.031882,0.031882,0.013,0.20,0.27
7.550,0.036,0.031731,0.031731,0.013,0.20,0.26
7.650,0.036,0.032261,0.032261,0.012,0.21,0.25
7.750,0.036,0.032957,0.032957,0.013,0.21,0.26
7.850,0.037,0.033493,0.033493,0.013,0.21,0.26
7.950,0.038,0.034178,0.034178,0.013,0.22,0.27
8.050,0.038,0.034264,0.034264,0.013,0.22,0.27
8.150,0.038,0.034921,0.034921,0.013,0.22,0.25
8.250,0.039,0.035449,0.035449,0.013,0.23,0.26
8.350,0.040,0.035760,0.035760,0.012,0.23,0.24
8.450,0.040,0.036441,0.036441,0.014,0.23,0.28
8.550,0.040,0.036809,0.036809,0.013,0.23,0.25
8.650,0.041,0.037431,0.037431,0.013,0.24,0.27
8.750,0.042,0.038157,0.038157,0.015,0.24,0.30
8.850,0.042,0.038533,0.038533,0.014,0.25,0.28
8.950,0.043,0.038897,0.038897,0.014,0.25,0.28
9.050,0.043,0.039211,0.039211,0.014,0.25,0.29
9.150,0.044,0.039576,0.039576,0.014,0.25,0.28
9.250,0.044,0.040379,0.040379,0.014,0.26,0.28
9.350,0.044,0.040604,0.040604,0.014,0.26,0.29
9.450,0.045,0.041191,0.041191,0.014,0.26,0.27
9.550,0.046,0.041647,0.041647,0.015,0.27,0.29
9.650,0.046,0.042352,0.042352,0.015,0.27,0.30
9.750,0.046,0.042707,0.042707,0.015,0.27,0.29
9.850,0.047,0.043119,0.043119,0.015,0.27,0.30
9.950,0.048,0.043780,0.043780,0.013,0.28,0.27
10.050,0.048,0.044387,0.044387,0.014,0.28,0.28
10.150,0.048,0.044675,0.044675,0.016,0.28,0.31
10.250,0.049,0.045178,0.045178,0.015,0.29,0.29
10.350,0.049,0.045670,0.045670,0.016,0.29,0.31
10.450,0.050,0.046046,0.046046,0.015,0.29,0.30
10.550,0.051,0.046843,0.046843,0.016,0.30,0.32
10.650,0.051,0.047237,0.047237,0.015,0.30,0.30
10.750,0.052,0.047646,0.047646,0.014,0.30,0.29
10.850,0.052,0.048242,0.048242,0.014,0.31,0.29
10.950,0.052,0.048618,0.048618,0.015,0.31,0.29
11.050,0.053,0.049172,0.049172,0.015,0.31,0.31
11.150,0.054,0.049498,0.049498,0.015,0.32,0.29
11.250,0.054,0.050013,0.050013,0.014,0.32,0.29
11.350,0.054,0.050727,0.050727,0.016,0.32,0.33
11.450,0.055,0.051077,0.051077,0.017,0.33,0.33
11.550,0.056,0.051486,0.051486,0.017,0.33,0.34
11.650,0.056,0.052182,0.052182,0.016,0.33,0.31
11.750,0.056,0.052529,0.052529,0.015,0.33,0.31
11.850,0.057,0.053329,0.053329,0.017,0.34,0.34
11.950,0.058,0.053563,0.053563,0.016,0.34,0.33
12.050,0.058,0.054117,0.054117,0.016,0.34,0.32
12.150,0.058,0.054484,0.054484,0.017,0.35,0.34
12.250,0.058,0.054872,0.054872,0.017,0.35,0.34
12.350,0.060,0.055554,0.055554,0.017,0.35,0.34
12.450,0.060,0.055877,0.055877,0.017,0.36,0.34
12.550,0.060,0.056371,0.056371,0.018,0.36,0.36
12.650,0.061,0.057103,0.057103,0.017,0.36,0.34
12.750,0.061,0.057548,0.057548,0.017,0.37,0.35
12.850,0.062,0.058152,0.058152,0.018,0.37,0.36
12.950,0.062,0.058250,0.058250,0.016,0.37,0.32
13.050,0.062,0.058833,0.058833,0.017,0.37,0.34
13.150,0.064,0.059627,0.059627,0.018,0.38,0.35
13.250,0.064,0.060060,0.060060,0.018,0.38,0.36
13.350,0.064,0.060579,0.060579,0.019,0.39,0.37
13.450,0.064,0.060940,0.060940,0.018,0.39,0.36
13.550,0.065,0.061343,0.061343,0.019,0.39,0.38
13.650,0.066,0.062125,0.062125,0.018,0.40,0.36
13.750,0.066,0.062555,0.062555,0.017,0.40,0.33
13.850,0.067,0.062993,0.062993,0.018,0.40,0.37
13.950,0.067,0.063331,0.063331,0.017,0.40,0.34
14.050,0.068,0.063953,0.063953,0.017,0.41,0.35
14.150,0.068,0.064442,0.064442,0.018,0.41,0.37
14.250,0.068,0.064860,0.064860,0.018,0.41,0.36
14.350,0.069,0.065280,0.065280,0.019,0.42,0.37
14.450,0.070,0.065888,0.065888,0.020,0.42,0.39
14.550,0.070,0.066350,0.066350,0.018,0.42,0.36
14.650,0.071,0.066936,0.066936,0.018,0.43,0.36
14.750,0.071,0.067105,0.067105,0.018,0.43,0.36
14.850,0.072,0.067769,0.067769,0.019,0.43,0.38
14.950,0.072,0.068258,0.068258,0.018,0.44,0.37
15.050,0.072,0.068762,0.068762,0.019,0.44,0.39
15.150,0.073,0.069333,0.069333,0.019,0.44,0.38
15.250,0.074,0.069730,0.069730,0.019,0.44,0.38
15.350,0.074,0.070181,0.070181,0.020,0.45,0.40
15.450,0.075,0.070809,0.070809,0.020,0.45,0.40
15.550,0.075,0.071235,0.071235,0.019,0.45,0.38
15.650,0.076,0.071647,0.071647,0.019,0.46,0.38
15.750,0.076,0.071973,0.071973,0.018,0.46,0.36
15.850,0.076,0.072699,0.072699,0.021,0.46,0.41
15.950,0.078,0.073256,0.073256,0.020,0.47,0.39
16.050,0.078,0.073641,0.073641,0.020,0.47,0.40
16.150,0.078,0.073926,0.073926,0.020,0.47,0.39
16.250,0.078,0.074474,0.074474,0.021,0.47,0.42
16.350,0.079,0.074986,0.074986,0.021,0.48,0.42
16.450,0.080,0.075712,0.075712,0.020,0.48,0.41
16.550,0.080,0.076044,0.076044,0.021,0.48,0.43
16.650,0.080,0.076287,0.076287,0.020,0.49,0.40
16.750,0.081,0.076690,0.076690,0.020,0.49,0.41
16.850,0.082,0.077596,0.077596,0.022,0.49,0.43
16.950,0.082,0.077919,0.077919,0.021,0.50,0.41
17.050,0.082,0.078322,0.078322,0.020,0.50,0.41
17.150,0.083,0.078654,0.078654,0.021,0.50,0.42
17.250,0.084,0.079318,0.079318,0.022,0.51,0.44
17.350,0.084,0.079676,0.079676,0.021,0.51,0.43
17.450,0.084,0.080017,0.080017,0.022,0.51,0.45
17.550,0.085,0.080556,0.080556,0.022,0.51,0.44
17.650,0.086,0.081187,0.081187,0.022,0.52,0.44
17.750,0.086,0.081655,0.081655,0.023,0.52,0.47
17.850,0.087,0.082046,0.082046,0.023,0.52,0.46
17.950,0.087,0.082473,0.082473,0.022,0.53,0.45
18.050,0.088,0.083060,0.083060,0.022,0.53,0.43
18.150,0.088,0.083385,0.083385,0.022,0.53,0.44
18.250,0.088,0.083966,0.083966,0.021,0.54,0.43
18.350,0.089,0.084274,0.084274,0.021,0.54,0.41
18.450,0.090,0.084858,0.084858,0.022,0.54,0.45
18.550,0.090,0.085338,0.085338,0.022,0.54,0.45
18.650,0.090,0.085972,0.085972,0.022,0.55,0.44
18.750,0.091,0.086321,0.086321,0.023,0.55,0.46
18.850,0.091,0.086636,0.086636,0.023,0.55,0.46
18.950,0.092,0.087175,0.087175,0.022,0.56,0.44
19.050,0.092,0.087835,0.087835,0.022,0.56,0.45
19.150,0.093,0.088229,0.088229,0.023,0.56,0.45
19.250,0.094,0.088621,0.088621,0.023,0.56,0.47
19.350,0.094,0.089077,0.089077,0.024,0.57,0.47
19.450,0.094,0.089586,0.089586,0.023,0.57,0.46
19.550,0.095,0.090212,0.090212,0.024,0.57,0.48
19.650,0.096,0.090603,0.090603,0.023,0.58,0.46
19.750,0.096,0.090949,0.090949,0.023,0.58,0.46
19.850,0.096,0.091542,0.091542,0.024,0.58,0.49
19.950,0.097,0.091808,0.091808,0.023,0.59,0.47
20.050,0.098,0.092745,0.092745,0.024,0.59,0.49
20.150,0.098,0.093112,0.093112,0.024,0.59,0.47
20.250,0.098,0.093432,0.093432,0.025,0.60,0.51
20.350,0.099,0.093968,0.093968,0.025,0.60,0.51
20.450,0.100,0.094718,0.094718,0.025,0.60,0.50
20.550,0.100,0.095251,0.095251,0.026,0.61,0.53
20.650,0.101,0.095574,0.095574,0.024,0.61,0.48
20.750,0.101,0.095725,0.095725,0.025,0.61,0.51
20.850,0.102,0.096448,0.096448,0.026,0.61,0.52
20.950,0.102,0.096898,0.096898,0.024,0.62,0.48
21.050,0.102,0.097559,0.097559,0.026,0.62,0.52
21.150,0.103,0.097992,0.097992,0.026,0.62,0.52
21.250,0.104,0.098519,0.098519,0.026,0.63,0.53
21.350,0.104,0.098824,0.098824,0.027,0.63,0.54
21.450,0.104,0.099289,0.099289,0.026,0.63,0.52
21.550,0.104,0.099793,0.099793,0.026,0.64,0.53
21.650,0.106,0.100258,0.100258,0.027,0.64,0.55
21.750,0.106,0.100774,0.100774,0.027,0.64,0.54
21.850,0.106,0.101547,0.101547,0.027,0.65,0.53
21.950,0.107,0.102110,0.102110,0.027,0.65,0.55
22.050,0.107,0.102489,0.102489,0.027,0.65,0.54
22.150,0.108,0.102773,0.102773,0.027,0.66,0.54
22.250,0.108,0.103434,0.103434,0.028,0.66,0.57
22.350,0.109,0.103831,0.103831,0.027,0.66,0.55
22.450,0.109,0.104616,0.104616,0.027,0.67,0.54
22.550,0.110,0.105250,0.105250,0.028,0.67,0.57
22.650,0.110,0.105502,0.105502,0.030,0.67,0.60
22.750,0.111,0.105855,0.105855,0.029,0.67,0.58
22.850,0.111,0.106400,0.106400,0.031,0.68,0.61
22.950,0.112,0.106912,0.106912,0.029,0.68,0.58
23.050,0.112,0.107570,0.107570,0.029,0.69,0.59
23.150,0.113,0.107967,0.107967,0.029,0.69,0.58
23.250,0.113,0.108385,0.108385,0.030,0.69,0.60
23.350,0.114,0.108832,0.108832,0.029,0.69,0.57
23.450,0.114,0.109431,0.109431,0.030,0.70,0.61
23.550,0.115,0.110068,0.110068,0.030,0.70,0.59
23.650,0.116,0.110411,0.110411,0.030,0.70,0.60
23.750,0.116,0.110841,0.110841,0.030,0.71,0.60
23.850,0.116,0.111256,0.111256,0.032,0.71,0.64
23.950,0.117,0.111913,0.111913,0.031,0.71,0.63
24.050,0.118,0.112559,0.112559,0.032,0.72,0.64
24.150,0.118,0.112927,0.112927,0.030,0.72,0.59
24.250,0.118,0.113297,0.113297,0.030,0.72,0.60
24.350,0.118,0.113878,0.113878,0.032,0.73,0.64
24.450,0.120,0.114743,0.114743,0.031,0.73,0.61
24.550,0.120,0.114906,0.114906,0.031,0.73,0.63
24.650,0.120,0.115469,0.115469,0.032,0.74,0.64
24.750,0.120,0.115851,0.115851,0.031,0.74,0.63
24.850,0.121,0.116177,0.116177,0.032,0.74,0.64
24.950,0.122,0.116944,0.116944,0.032,0.75,0.65
25.050,0.122,0.117391,0.117391,0.031,0.75,0.63
25.150,0.122,0.117895,0.117895,0.032,0.75,0.64
25.250,0.123,0.118345,0.118345,0.032,0.75,0.64
25.350,0.124,0.118932,0.118932,0.033,0.76,0.66
25.450,0.124,0.119338,0.119338,0.033,0.76,0.67
25.550,0.124,0.119779,0.119779,0.034,0.76,0.67
25.650,0.126,0.120502,0.120502,0.035,0.77,0.70
25.750,0.126,0.121003,0.121003,0.034,0.77,0.68
25.850,0.126,0.121474,0.121474,0.034,0.77,0.69
25.950,0.126,0.121815,0.121815,0.034,0.78,0.69
26.050,0.127,0.122342,0.122342,0.033,0.78,0.67
26.150,0.128,0.122973,0.122973,0.034,0.78,0.68
26.250,0.128,0.123501,0.123501,0.036,0.79,0.72
26.350,0.128,0.123803,0.123803,0.035,0.79,0.71
26.450,0.129,0.124292,0.124292,0.036,0.79,0.71
26.550,0.130,0.124733,0.124733,0.035,0.79,0.71
26.650,0.130,0.125278,0.125278,0.036,0.80,0.72
26.750,0.131,0.125883,0.125883,0.036,0.80,0.72
26.850,0.131,0.126333,0.126333,0.036,0.81,0.72
26.950,0.132,0.126925,0.126925,0.036,0.81,0.71
27.050,0.132,0.127364,0.127364,0.036,0.81,0.71
27.150,0.133,0.128270,0.128270,0.037,0.82,0.75
27.250,0.133,0.128632,0.128632,0.037,0.82,0.74
27.350,0.134,0.129094,0.129094,0.036,0.82,0.72
27.450,0.134,0.129604,0.129604,0.037,0.83,0.74
27.550,0.135,0.130448,0.130448,0.037,0.83,0.74
27.650,0.136,0.130694,0.130694,0.037,0.83,0.73
27.750,0.136,0.131159,0.131159,0.038,0.84,0.76
27.850,0.136,0.131488,0.131488,0.038,0.84,0.75
27.950,0.136,0.131808,0.131808,0.038,0.84,0.77
28.050,0.138,0.132569,0.132569,0.038,0.84,0.77
28.150,0.138,0.132987,0.132987,0.037,0.85,0.75
28.250,0.138,0.133434,0.133434,0.038,0.85,0.75
28.350,0.139,0.133861,0.133861,0.038,0.85,0.76
28.450,0.139,0.134465,0.134465,0.039,0.86,0.79
28.550,0.140,0.135114,0.135114,0.039,0.86,0.78
28.650,0.140,0.135372,0.135372,0.039,0.86,0.78
28.750,0.141,0.136051,0.136051,0.039,0.87,0.78
28.850,0.142,0.136516,0.136516,0.040,0.87,0.81
28.950,0.142,0.137247,0.137247,0.040,0.87,0.81
29.050,0.142,0.137499,0.137499,0.040,0.88,0.80
29.150,0.143,0.138077,0.138077,0.041,0.88,0.81
29.250,0.143,0.138468,0.138468,0.042,0.88,0.84
29.350,0.144,0.139259,0.139259,0.042,0.89,0.84
29.450,0.144,0.139544,0.139544,0.042,0.89,0.84
29.550,0.145,0.140296,0.140296,0.040,0.89,0.81
29.650,0.145,0.140589,0.140589,0.042,0.90,0.84
29.750,0.146,0.140906,0.140906,0.042,0.90,0.85
29.850,0.146,0.141585,0.141585,0.042,0.90,0.85
29.950,0.147,0.142038,0.142038,0.042,0.91,0.85
30.050,0.147,0.142646,0.142646,0.043,0.91,0.87
30.150,0.148,0.143001,0.143001,0.043,0.91,0.87
30.250,0.148,0.143597,0.143597,0.043,0.92,0.87
30.350,0.149,0.144269,0.144269,0.045,0.92,0.90
30.450,0.149,0.144554,0.144554,0.045,0.92,0.89
30.550,0.150,0.145016,0.145016,0.044,0.92,0.88
30.650,0.150,0.145599,0.145599,0.045,0.93,0.90
30.750,0.151,0.146207,0.146207,0.046,0.93,0.91
30.850,0.151,0.146491,0.146491,0.046,0.93,0.91
30.950,0.152,0.147063,0.147063,0.045,0.94,0.91
31.050,0.152,0.147608,0.147608,0.047,0.94,0.94
31.150,0.153,0.148269,0.148269,0.046,0.94,0.92
31.250,0.154,0.148503,0.148503,0.046,0.95,0.91
31.350,0.154,0.149146,0.149146,0.047,0.95,0.94
31.450,0.154,0.149519,0.149519,0.048,0.95,0.97
31.550,0.155,0.150283,0.150283,0.048,0.96,0.97
31.650,0.156,0.150710,0.150710,0.049,0.96,0.98
31.750,0.156,0.151190,0.151190,0.048,0.96,0.97
31.850,0.156,0.151466,0.151466,0.048,0.97,0.96
31.950,0.157,0.152123,0.152123,0.048,0.97,0.96
32.050,0.158,0.152760,0.152760,0.050,0.97,1.00
32.150,0.158,0.153131,0.153131,0.051,0.98,1.02
32.250,0.158,0.153462,0.153462,0.050,0.98,0.99
32.350,0.159,0.154114,0.154114,0.049,0.98,0.98
32.450,0.159,0.154579,0.154579,0.049,0.99,0.99
32.550,0.160,0.155207,0.155207,0.051,0.99,1.02
32.650,0.160,0.155388,0.155388,0.050,0.99,1.00
32.750,0.161,0.156197,0.156197,0.051,1.00,1.02
32.850,0.162,0.156712,0.156712,0.051,1.00,1.03
32.950,0.162,0.157181,0.157181,0.051,1.00,1.01
33.050,0.162,0.157702,0.157702,0.052,1.01,1.05
33.150,0.163,0.158229,0.158229,0.052,1.01,1.05
33.250,0.164,0.158695,0.158695,0.053,1.01,1.06
33.350,0.164,0.159462,0.159462,0.053,1.02,1.06
33.450,0.164,0.159983,0.159983,0.053,1.02,1.07
33.550,0.165,0.160306,0.160306,0.054,1.02,1.08
33.650,0.166,0.160523,0.160523,0.054,1.02,1.08
33.750,0.166,0.161328,0.161328,0.055,1.03,1.10
33.850,0.166,0.161986,0.161986,0.056,1.03,1.13
33.950,0.167,0.162528,0.162528,0.055,1.04,1.10
34.050,0.168,0.162916,0.162916,0.055,1.04,1.10
34.150,0.168,0.163420,0.163420,0.055,1.04,1.11
34.250,0.168,0.163826,0.163826,0.056,1.04,1.12
34.350,0.169,0.164581,0.164581,0.056,1.05,1.12
34.450,0.170,0.164735,0.164735,0.058,1.05,1.16
34.550,0.170,0.165263,0.165263,0.058,1.05,1.16
34.650,0.171,0.165787,0.165787,0.057,1.06,1.14
34.750,0.171,0.166303,0.166303,0.058,1.06,1.17
34.850,0.172,0.166744,0.166744,0.057,1.06,1.15
34.950,0.172,0.167141,0.167141,0.057,1.07,1.14
35.050,0.173,0.167624,0.167624,0.059,1.07,1.17
35.150,0.173,0.168474,0.168474,0.060,1.07,1.21
35.250,0.174,0.168928,0.168928,0.060,1.08,1.19
35.350,0.174,0.169251,0.169251,0.061,1.08,1.22
35.450,0.174,0.169497,0.169497,0.060,1.08,1.21
35.550,0.175,0.170273,0.170273,0.061,1.09,1.21
35.650,0.176,0.170898,0.170898,0.062,1.09,1.23
35.750,0.176,0.171245,0.171245,0.062,1.09,1.23
35.850,0.176,0.171766,0.171766,0.062,1.09,1.24
35.950,0.177,0.172296,0.172296,0.063,1.10,1.27
36.050,0.178,0.172699,0.172699,0.063,1.10,1.26
36.150,0.178,0.173164,0.173164,0.063,1.10,1.26
36.250,0.178,0.173627,0.173627,0.063,1.11,1.26
36.350,0.179,0.173967,0.173967,0.065,1.11,1.30
36.450,0.180,0.174625,0.174625,0.064,1.11,1.28
36.550,0.180,0.175478,0.175478,0.065,1.12,1.30
36.650,0.180,0.175813,0.175813,0.066,1.12,1.31
36.750,0.181,0.176329,0.176329,0.064,1.12,1.29
36.850,0.181,0.176580,0.176580,0.065,1.13,1.30
36.950,0.182,0.177220,0.177220,0.065,1.13,1.31
37.050,0.182,0.177739,0.177739,0.067,1.13,1.33
37.150,0.183,0.178417,0.178417,0.067,1.14,1.35
37.250,0.184,0.178737,0.178737,0.066,1.14,1.33
37.350,0.184,0.179392,0.179392,0.068,1.14,1.37
37.450,0.184,0.179620,0.179620,0.068,1.14,1.36
37.550,0.185,0.180127,0.180127,0.069,1.15,1.38
37.650,0.186,0.180453,0.180453,0.068,1.15,1.37
37.750,0.186,0.181202,0.181202,0.069,1.15,1.39
37.850,0.186,0.181824,0.181824,0.071,1.16,1.42
37.950,0.187,0.182352,0.182352,0.070,1.16,1.41
38.050,0.188,0.182758,0.182758,0.070,1.16,1.40
38.150,0.188,0.182974,0.182974,0.070,1.17,1.41
38.250,0.188,0.183486,0.183486,0.070,1.17,1.41
38.350,0.189,0.184280,0.184280,0.073,1.17,1.45
38.450,0.190,0.184766,0.184766,0.072,1.18,1.44
38.550,0.190,0.185383,0.185383,0.073,1.18,1.46
38.650,0.190,0.185860,0.185860,0.072,1.18,1.45
38.750,0.191,0.186260,0.186260,0.073,1.19,1.46
38.850,0.192,0.186763,0.186763,0.073,1.19,1.46
38.950,0.192,0.187125,0.187125,0.073,1.19,1.46
39.050,0.192,0.187771,0.187771,0.073,1.20,1.47
39.150,0.193,0.188256,0.188256,0.074,1.20,1.48
39.250,0.194,0.188692,0.188692,0.075,1.20,1.51
39.350,0.194,0.189258,0.189258,0.077,1.21,1.54
39.450,0.194,0.189566,0.189566,0.076,1.21,1.52
39.550,0.195,0.190150,0.190150,0.077,1.21,1.54
39.650,0.196,0.190683,0.190683,0.078,1.22,1.56
39.750,0.196,0.191347,0.191347,0.078,1.22,1.57
39.850,0.196,0.191631,0.191631,0.079,1.22,1.59
39.950,0.197,0.192004,0.192004,0.079,1.22,1.58
40.050,0.198,0.192641,0.192641,0.081,1.23,1.62
40.150,0.198,0.193237,0.193237,0.079,1.23,1.58
40.250,0.198,0.193435,0.193435,0.079,1.23,1.59
40.350,0.199,0.194111,0.194111,0.081,1.24,1.62
40.450,0.200,0.194694,0.194694,0.081,1.24,1.62
40.550,0.200,0.195151,0.195151,0.082,1.24,1.63
40.650,0.201,0.195506,0.195506,0.081,1.25,1.63
40.750,0.201,0.195980,0.195980,0.084,1.25,1.68
40.850,0.202,0.196605,0.196605,0.082,1.25,1.65
40.950,0.202,0.197162,0.197162,0.085,1.26,1.71
41.050,0.203,0.197710,0.197710,0.085,1.26,1.71
41.150,0.203,0.198217,0.198217,0.084,1.26,1.67
41.250,0.204,0.198507,0.198507,0.085,1.27,1.70
41.350,0.204,0.198863,0.198863,0.085,1.27,1.70
41.450,0.205,0.199621,0.199621,0.087,1.27,1.74
41.550,0.205,0.200072,0.200072,0.087,1.28,1.74
41.650,0.206,0.200641,0.200641,0.089,1.28,1.78
41.750,0.206,0.201029,0.201029,0.087,1.28,1.75
41.850,0.206,0.201630,0.201630,0.087,1.29,1.75
41.950,0.207,0.202184,0.202184,0.088,1.29,1.77
42.050,0.208,0.202617,0.202617,0.089,1.29,1.78
42.150,0.208,0.203292,0.203292,0.089,1.30,1.79
42.250,0.208,0.203686,0.203686,0.090,1.30,1.81
42.350,0.209,0.204116,0.204116,0.091,1.30,1.82
42.450,0.210,0.204545,0.204545,0.093,1.30,1.86
42.550,0.210,0.205138,0.205138,0.092,1.31,1.84
42.650,0.210,0.205482,0.205482,0.092,1.31,1.85
42.750,0.211,0.206249,0.206249,0.095,1.31,1.89
42.850,0.212,0.206631,0.206631,0.094,1.32,1.89
42.950,0.212,0.207129,0.207129,0.093,1.32,1.87
43.050,0.212,0.207437,0.207437,0.094,1.32,1.89
43.150,0.213,0.207905,0.207905,0.095,1.33,1.91
43.250,0.214,0.208732,0.208732,0.099,1.33,1.98
43.350,0.214,0.209229,0.209229,0.097,1.33,1.94
43.450,0.214,0.209573,0.209573,0.097,1.34,1.95
43.550,0.215,0.210080,0.210080,0.098,1.34,1.97
43.650,0.216,0.210447,0.210447,0.099,1.34,1.98
43.750,0.216,0.210954,0.210954,0.099,1.34,1.99
43.850,0.216,0.211306,0.211306,0.100,1.35,2.00
43.950,0.217,0.211964,0.211964,0.102,1.35,2.04
44.050,0.218,0.212684,0.212684,0.102,1.36,2.04
44.150,0.218,0.213351,0.213351,0.103,1.36,2.06
44.250,0.218,0.213777,0.213777,0.103,1.36,2.06
44.350,0.219,0.214020,0.214020,0.102,1.36,2.05
44.450,0.220,0.214530,0.214530,0.103,1.37,2.07
44.550,0.220,0.215007,0.215007,0.103,1.37,2.07
44.650,0.220,0.215830,0.215830,0.105,1.38,2.10
44.750,0.221,0.216236,0.216236,0.106,1.38,2.13
44.850,0.222,0.216728,0.216728,0.107,1.38,2.14
44.950,0.222,0.217081,0.217081,0.105,1.38,2.11
45.050,0.222,0.217546,0.217546,0.106,1.39,2.12
45.150,0.223,0.218082,0.218082,0.108,1.39,2.16
45.250,0.224,0.218698,0.218698,0.108,1.39,2.17
45.350,0.224,0.219178,0.219178,0.107,1.40,2.15
45.450,0.224,0.219806,0.219806,0.109,1.40,2.19
45.550,0.225,0.220200,0.220200,0.110,1.40,2.21
45.650,0.226,0.220663,0.220663,0.110,1.41,2.20
45.750,0.226,0.220959,0.220959,0.111,1.41,2.22
45.850,0.226,0.221385,0.221385,0.111,1.41,2.23
45.950,0.227,0.222123,0.222123,0.114,1.42,2.29
46.050,0.228,0.223243,0.223243,0.113,1.42,2.27
46.150,0.228,0.223637,0.223637,0.115,1.43,2.31
46.250,0.228,0.224019,0.224019,0.114,1.43,2.28
