"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
20.000,0.098,0.097052,0.097052,0.019,0.66,0.34
20.100,0.099,0.097897,0.097897,0.019,0.67,0.34
20.200,0.100,0.098359,0.098359,0.018,0.67,0.33
20.300,0.100,0.098590,0.098590,0.019,0.67,0.34
20.400,0.101,0.099079,0.099079,0.018,0.67,0.32
20.500,0.101,0.099666,0.099666,0.019,0.68,0.34
20.600,0.102,0.100501,0.100501,0.018,0.68,0.33
20.700,0.102,0.100987,0.100987,0.020,0.69,0.37
20.800,0.102,0.101052,0.101052,0.020,0.69,0.37
20.900,0.102,0.101594,0.101594,0.018,0.69,0.33
21.000,0.104,0.102190,0.102190,0.019,0.69,0.35
21.100,0.104,0.103111,0.103111,0.020,0.70,0.37
21.200,0.104,0.103209,0.103209,0.019,0.70,0.35
21.300,0.105,0.103656,0.103656,0.021,0.70,0.37
21.400,0.106,0.104151,0.104151,0.019,0.71,0.35
21.500,0.106,0.104859,0.104859,0.020,0.71,0.36
21.600,0.106,0.105484,0.105484,0.020,0.72,0.36
21.700,0.107,0.105893,0.105893,0.019,0.72,0.35
21.800,0.108,0.106332,0.106332,0.020,0.72,0.37
21.900,0.108,0.106779,0.106779,0.020,0.73,0.37
22.000,0.108,0.107466,0.107466,0.021,0.73,0.37
22.100,0.109,0.107964,0.107964,0.020,0.73,0.36
22.200,0.110,0.108417,0.108417,0.020,0.74,0.36
22.300,0.110,0.108817,0.108817,0.019,0.74,0.34
22.400,0.110,0.109392,0.109392,0.021,0.74,0.38
22.500,0.111,0.110106,0.110106,0.020,0.75,0.37
22.600,0.112,0.110491,0.110491,0.020,0.75,0.37
22.700,0.112,0.110921,0.110921,0.020,0.75,0.36
22.800,0.112,0.111487,0.111487,0.021,0.76,0.38
22.900,0.113,0.112168,0.112168,0.021,0.76,0.38
23.000,0.114,0.112610,0.112610,0.021,0.77,0.38
23.100,0.114,0.113173,0.113173,0.021,0.77,0.39
23.200,0.114,0.113575,0.113575,0.021,0.77,0.38
23.300,0.115,0.114076,0.114076,0.022,0.78,0.40
23.400,0.116,0.114852,0.114852,0.022,0.78,0.40
23.500,0.116,0.115101,0.115101,0.022,0.78,0.40
23.600,0.116,0.115552,0.115552,0.021,0.79,0.39
23.700,0.117,0.116132,0.116132,0.022,0.79,0.39
23.800,0.118,0.116811,0.116811,0.022,0.79,0.39
23.900,0.118,0.117225,0.117225,0.023,0.80,0.41
24.000,0.118,0.117510,0.117510,0.022,0.80,0.41
24.100,0.119,0.118108,0.118108,0.024,0.80,0.43
24.200,0.120,0.118689,0.118689,0.022,0.81,0.41
24.300,0.120,0.119228,0.119228,0.024,0.81,0.43
24.400,0.120,0.119631,0.119631,0.022,0.81,0.40
24.500,0.121,0.120182,0.120182,0.023,0.82,0.42
24.600,0.122,0.120695,0.120695,0.023,0.82,0.41
24.700,0.122,0.121305,0.121305,0.024,0.82,0.43
24.800,0.122,0.121619,0.121619,0.023,0.83,0.42
24.900,0.123,0.122022,0.122022,0.024,0.83,0.44
25.000,0.124,0.122739,0.122739,0.023,0.83,0.42
25.100,0.124,0.123332,0.123332,0.023,0.84,0.42
25.200,0.124,0.123942,0.123942,0.024,0.84,0.43
25.300,0.125,0.124259,0.124259,0.023,0.84,0.42
25.400,0.126,0.124875,0.124875,0.022,0.85,0.41
25.500,0.126,0.125468,0.125468,0.024,0.85,0.43
25.600,0.126,0.126146,0.126146,0.025,0.86,0.45
25.700,0.127,0.126365,0.126365,0.023,0.86,0.42
25.800,0.128,0.126881,0.126881,0.024,0.86,0.43
25.900,0.128,0.127260,0.127260,0.025,0.87,0.46
26.000,0.128,0.128063,0.128063,0.024,0.87,0.43
26.100,0.129,0.128419,0.128419,0.027,0.87,0.48
26.200,0.130,0.128804,0.128804,0.024,0.88,0.44
26.300,0.130,0.129438,0.129438,0.023,0.88,0.42
26.400,0.130,0.129820,0.129820,0.024,0.88,0.43
26.500,0.131,0.130661,0.130661,0.025,0.89,0.46
26.600,0.132,0.130990,0.130990,0.024,0.89,0.44
26.700,0.132,0.131606,0.131606,0.024,0.89,0.44
26.800,0.132,0.132181,0.132181,0.025,0.90,0.45
26.900,0.133,0.132454,0.132454,0.025,0.90,0.46
27.000,0.134,0.133058,0.133058,0.026,0.90,0.47
27.100,0.134,0.133446,0.133446,0.026,0.91,0.48
27.200,0.134,0.134024,0.134024,0.025,0.91,0.46
27.300,0.135,0.134519,0.134519,0.025,0.91,0.46
27.400,0.136,0.135037,0.135037,0.024,0.92,0.44
27.500,0.136,0.135491,0.135491,0.026,0.92,0.47
27.600,0.136,0.135814,0.135814,0.026,0.92,0.47
27.700,0.137,0.136471,0.136471,0.026,0.93,0.48
27.800,0.138,0.137262,0.137262,0.026,0.93,0.47
27.900,0.138,0.137523,0.137523,0.027,0.93,0.49
28.000,0.139,0.137964,0.137964,0.026,0.94,0.47
28.100,0.139,0.138284,0.138284,0.027,0.94,0.50
28.200,0.140,0.139179,0.139179,0.026,0.95,0.48
28.300,0.140,0.139615,0.139615,0.027,0.95,0.50
28.400,0.141,0.139952,0.139952,0.027,0.95,0.49
28.500,0.141,0.140302,0.140302,0.026,0.95,0.47
28.600,0.142,0.140835,0.140835,0.028,0.96,0.50
28.700,0.142,0.141623,0.141623,0.028,0.96,0.50
28.800,0.143,0.142151,0.142151,0.027,0.97,0.49
28.900,0.143,0.142545,0.142545,0.029,0.97,0.52
29.000,0.143,0.142880,0.142880,0.028,0.97,0.50
29.100,0.144,0.143262,0.143262,0.028,0.97,0.51
29.200,0.144,0.144121,0.144121,0.028,0.98,0.52
29.300,0.145,0.144364,0.144364,0.028,0.98,0.50
29.400,0.146,0.145072,0.145072,0.028,0.99,0.51
29.500,0.146,0.145300,0.145300,0.029,0.99,0.52
29.600,0.146,0.146002,0.146002,0.029,0.99,0.53
29.700,0.147,0.146482,0.146482,0.030,1.00,0.55
29.800,0.148,0.147096,0.147096,0.029,1.00,0.52
29.900,0.148,0.147442,0.147442,0.029,1.00,0.53
30.000,0.148,0.147931,0.147931,0.028,1.01,0.51
30.100,0.149,0.148358,0.148358,0.031,1.01,0.55
30.200,0.150,0.148897,0.148897,0.029,1.01,0.53
30.300,0.150,0.149347,0.149347,0.029,1.02,0.53
30.400,0.150,0.150032,0.150032,0.031,1.02,0.56
30.500,0.151,0.150360,0.150360,0.030,1.02,0.54
30.600,0.152,0.150775,0.150775,0.031,1.02,0.56
30.700,0.152,0.151433,0.151433,0.031,1.03,0.57
30.800,0.152,0.152052,0.152052,0.032,1.03,0.58
30.900,0.153,0.152262,0.152262,0.032,1.04,0.58
31.000,0.154,0.152861,0.152861,0.031,1.04,0.57
31.100,0.154,0.153243,0.153243,0.031,1.04,0.56
31.200,0.154,0.153693,0.153693,0.031,1.04,0.57
31.300,0.155,0.154230,0.154230,0.031,1.05,0.56
31.400,0.156,0.154665,0.154665,0.032,1.05,0.59
31.500,0.156,0.155320,0.155320,0.033,1.06,0.60
31.600,0.156,0.155779,0.155779,0.033,1.06,0.60
31.700,0.157,0.156227,0.156227,0.034,1.06,0.62
31.800,0.157,0.156715,0.156715,0.033,1.07,0.60
31.900,0.158,0.157450,0.157450,0.033,1.07,0.60
32.000,0.158,0.157957,0.157957,0.033,1.07,0.60
32.100,0.159,0.158149,0.158149,0.035,1.08,0.64
32.200,0.160,0.158777,0.158777,0.034,1.08,0.62
32.300,0.160,0.159169,0.159169,0.034,1.08,0.61
32.400,0.160,0.160048,0.160048,0.033,1.09,0.61
32.500,0.161,0.160158,0.160158,0.034,1.09,0.61
32.600,0.162,0.160795,0.160795,0.034,1.09,0.62
32.700,0.162,0.161231,0.161231,0.034,1.10,0.62
32.800,0.162,0.161850,0.161850,0.033,1.10,0.61
32.900,0.162,0.162241,0.162241,0.036,1.10,0.65
33.000,0.163,0.162783,0.162783,0.036,1.11,0.66
33.100,0.164,0.163121,0.163121,0.035,1.11,0.64
33.200,0.164,0.164193,0.164193,0.036,1.12,0.66
33.300,0.165,0.164264,0.164264,0.035,1.12,0.63
33.400,0.165,0.164925,0.164925,0.035,1.12,0.64
33.500,0.166,0.165284,0.165284,0.036,1.12,0.65
33.600,0.166,0.165998,0.165998,0.036,1.13,0.65
33.700,0.167,0.166315,0.166315,0.037,1.13,0.66
33.800,0.168,0.166901,0.166901,0.037,1.13,0.67
33.900,0.168,0.167280,0.167280,0.037,1.14,0.67
34.000,0.168,0.167740,0.167740,0.038,1.14,0.69
34.100,0.169,0.168400,0.168400,0.038,1.14,0.69
34.200,0.170,0.168913,0.168913,0.037,1.15,0.67
34.300,0.170,0.169357,0.169357,0.038,1.15,0.69
34.400,0.170,0.169899,0.169899,0.038,1.15,0.69
34.500,0.171,0.170199,0.170199,0.038,1.16,0.70
34.600,0.172,0.170978,0.170978,0.039,1.16,0.71
34.700,0.172,0.171268,0.171268,0.037,1.16,0.68
34.800,0.172,0.171879,0.171879,0.039,1.17,0.71
34.900,0.173,0.172459,0.172459,0.040,1.17,0.72
35.000,0.173,0.173013,0.173013,0.041,1.18,0.75
35.100,0.174,0.173090,0.173090,0.040,1.18,0.73
35.200,0.174,0.173704,0.173704,0.042,1.18,0.75
35.300,0.175,0.174329,0.174329,0.041,1.19,0.74
35.400,0.176,0.175158,0.175158,0.043,1.19,0.77
35.500,0.176,0.175493,0.175493,0.043,1.19,0.78
35.600,0.176,0.175718,0.175718,0.043,1.19,0.78
35.700,0.176,0.176189,0.176189,0.041,1.20,0.74
35.800,0.177,0.176891,0.176891,0.042,1.20,0.77
35.900,0.178,0.177517,0.177517,0.043,1.21,0.78
36.000,0.178,0.177872,0.177872,0.044,1.21,0.80
36.100,0.178,0.178254,0.178254,0.043,1.21,0.79
36.200,0.179,0.178850,0.178850,0.044,1.22,0.80
36.300,0.180,0.179336,0.179336,0.044,1.22,0.80
36.400,0.180,0.179881,0.179881,0.045,1.22,0.82
36.500,0.180,0.180382,0.180382,0.044,1.23,0.80
36.600,0.181,0.180847,0.180847,0.045,1.23,0.82
36.700,0.182,0.181330,0.181330,0.046,1.23,0.83
36.800,0.182,0.182150,0.182150,0.045,1.24,0.82
36.900,0.182,0.182337,0.182337,0.045,1.24,0.81
37.000,0.183,0.182962,0.182962,0.047,1.24,0.85
37.100,0.184,0.183383,0.183383,0.046,1.25,0.83
37.200,0.184,0.183984,0.183984,0.047,1.25,0.85
37.300,0.184,0.184672,0.184672,0.047,1.26,0.86
37.400,0.185,0.185054,0.185054,0.047,1.26,0.84
37.500,0.186,0.185380,0.185380,0.047,1.26,0.85
37.600,0.186,0.185922,0.185922,0.048,1.26,0.86
37.700,0.186,0.186455,0.186455,0.048,1.27,0.86
37.800,0.187,0.186971,0.186971,0.048,1.27,0.87
37.900,0.188,0.187406,0.187406,0.049,1.27,0.89
38.000,0.188,0.187794,0.187794,0.048,1.28,0.87
38.100,0.188,0.188375,0.188375,0.050,1.28,0.90
38.200,0.189,0.189012,0.189012,0.050,1.28,0.91
38.300,0.190,0.189359,0.189359,0.051,1.29,0.92
38.400,0.190,0.189785,0.189785,0.050,1.29,0.90
38.500,0.190,0.190363,0.190363,0.051,1.29,0.92
38.600,0.192,0.191047,0.191047,0.051,1.30,0.92
38.700,0.192,0.191347,0.191347,0.051,1.30,0.92
38.800,0.192,0.191797,0.191797,0.051,1.30,0.93
38.900,0.192,0.192298,0.192298,0.051,1.31,0.93
39.000,0.193,0.192997,0.192997,0.052,1.31,0.95
39.100,0.194,0.193317,0.193317,0.052,1.31,0.95
39.200,0.194,0.193794,0.193794,0.053,1.32,0.96
39.300,0.194,0.194374,0.194374,0.054,1.32,0.97
39.400,0.195,0.194890,0.194890,0.053,1.32,0.97
39.500,0.196,0.195447,0.195447,0.056,1.33,1.01
39.600,0.196,0.195785,0.195785,0.054,1.33,0.98
39.700,0.196,0.196241,0.196241,0.055,1.33,1.00
39.800,0.197,0.196955,0.196955,0.056,1.34,1.02
39.900,0.198,0.197236,0.197236,0.057,1.34,1.03
40.000,0.198,0.197793,0.197793,0.056,1.34,1.02
40.100,0.198,0.198102,0.198102,0.057,1.35,1.03
40.200,0.199,0.198623,0.198623,0.057,1.35,1.04
40.300,0.200,0.199254,0.199254,0.058,1.35,1.05
40.400,0.200,0.199770,0.199770,0.058,1.36,1.05
40.500,0.201,0.200128,0.200128,0.058,1.36,1.04
40.600,0.201,0.200409,0.200409,0.058,1.36,1.05
40.700,0.202,0.200827,0.200827,0.059,1.37,1.07
40.800,0.202,0.201713,0.201713,0.061,1.37,1.10
40.900,0.203,0.202089,0.202089,0.060,1.37,1.10
41.000,0.203,0.202753,0.202753,0.060,1.38,1.09
41.100,0.204,0.202845,0.202845,0.062,1.38,1.13
41.200,0.204,0.203328,0.203328,0.063,1.38,1.14
41.300,0.205,0.204018,0.204018,0.064,1.39,1.16
41.400,0.205,0.204625,0.204625,0.064,1.39,1.15
41.500,0.206,0.205082,0.205082,0.063,1.39,1.14
41.600,0.206,0.205511,0.205511,0.064,1.40,1.16
41.700,0.206,0.205769,0.205769,0.066,1.40,1.19
41.800,0.207,0.206524,0.206524,0.065,1.40,1.19
41.900,0.208,0.206981,0.206981,0.066,1.41,1.20
42.000,0.208,0.207517,0.207517,0.067,1.41,1.22
42.100,0.208,0.208151,0.208151,0.068,1.42,1.24
42.200,0.209,0.208432,0.208432,0.067,1.42,1.22
42.300,0.210,0.208969,0.208969,0.069,1.42,1.25
42.400,0.210,0.209351,0.209351,0.068,1.42,1.23
42.500,0.210,0.209943,0.209943,0.070,1.43,1.27
42.600,0.211,0.210566,0.210566,0.071,1.43,1.29
42.700,0.212,0.210838,0.210838,0.070,1.43,1.27
42.800,0.212,0.211395,0.211395,0.070,1.44,1.27
42.900,0.212,0.211911,0.211911,0.072,1.44,1.30
43.000,0.213,0.212518,0.212518,0.072,1.44,1.30
43.100,0.214,0.213039,0.213039,0.072,1.45,1.31
43.200,0.214,0.213448,0.213448,0.073,1.45,1.32
43.300,0.214,0.213854,0.213854,0.072,1.45,1.31
43.400,0.215,0.214453,0.214453,0.073,1.46,1.32
43.500,0.216,0.215087,0.215087,0.075,1.46,1.35
43.600,0.216,0.215537,0.215537,0.076,1.47,1.38
43.700,0.216,0.216067,0.216067,0.077,1.47,1.40
43.800,0.216,0.216580,0.216580,0.076,1.47,1.38
43.900,0.218,0.216838,0.216838,0.077,1.47,1.39
44.000,0.218,0.217646,0.217646,0.078,1.48,1.42
44.100,0.218,0.217922,0.217922,0.078,1.48,1.42
44.200,0.219,0.218583,0.218583,0.077,1.49,1.40
44.300,0.220,0.218944,0.218944,0.078,1.49,1.41
44.400,0.220,0.219537,0.219537,0.080,1.49,1.46
44.500,0.220,0.220097,0.220097,0.080,1.50,1.45
44.600,0.220,0.220609,0.220609,0.081,1.50,1.46
44.700,0.222,0.221021,0.221021,0.081,1.50,1.47
44.800,0.222,0.221741,0.221741,0.083,1.51,1.51
44.900,0.222,0.221996,0.221996,0.083,1.51,1.50
45.000,0.222,0.222526,0.222526,0.085,1.51,1.54
45.100,0.223,0.223119,0.223119,0.084,1.52,1.53
45.200,0.224,0.223877,0.223877,0.086,1.52,1.56
45.300,0.224,0.224289,0.224289,0.086,1.52,1.57
45.400,0.224,0.224499,0.224499,0.086,1.53,1.57
45.500,0.225,0.225323,0.225323,0.087,1.53,1.57
45.600,0.226,0.225601,0.225601,0.087,1.53,1.58
45.700,0.226,0.226458,0.226458,0.089,1.54,1.62
45.800,0.227,0.226766,0.226766,0.089,1.54,1.62
45.900,0.227,0.227204,0.227204,0.089,1.54,1.62
46.000,0.228,0.227539,0.227539,0.090,1.55,1.62
46.100,0.228,0.228265,0.228265,0.091,1.55,1.65
46.200,0.229,0.229086,0.229086,0.093,1.56,1.69
46.300,0.230,0.229314,0.229314,0.092,1.56,1.67
46.400,0.230,0.229814,0.229814,0.093,1.56,1.68
