"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
4.400,0.020,0.019847,0.019847,0.011,0.13,0.20
4.500,0.021,0.020434,0.020434,0.010,0.13,0.19
4.600,0.022,0.021746,0.021746,0.011,0.14,0.21
4.700,0.022,0.021183,0.021183,0.011,0.14,0.21
4.800,0.022,0.022484,0.022484,0.012,0.15,0.21
4.900,0.023,0.022603,0.022603,0.010,0.15,0.19
5.000,0.024,0.022967,0.022967,0.012,0.15,0.22
5.100,0.024,0.023183,0.023183,0.013,0.15,0.24
5.200,0.024,0.024442,0.024442,0.011,0.16,0.21
5.300,0.024,0.024155,0.024155,0.011,0.16,0.20
5.400,0.026,0.025029,0.025029,0.012,0.16,0.22
5.500,0.026,0.025423,0.025423,0.012,0.17,0.22
5.600,0.026,0.026291,0.026291,0.012,0.17,0.22
5.700,0.027,0.026333,0.026333,0.013,0.17,0.23
5.800,0.027,0.027372,0.027372,0.012,0.18,0.23
5.900,0.028,0.027971,0.027971,0.013,0.18,0.23
6.000,0.028,0.028492,0.028492,0.013,0.19,0.24
6.100,0.029,0.028789,0.028789,0.013,0.19,0.25
6.200,0.029,0.028800,0.028800,0.012,0.19,0.22
6.300,0.030,0.029432,0.029432,0.013,0.19,0.23
6.400,0.030,0.030303,0.030303,0.013,0.20,0.24
6.500,0.031,0.030457,0.030457,0.012,0.20,0.22
6.600,0.032,0.030937,0.030937,0.013,0.20,0.24
6.700,0.032,0.031855,0.031855,0.012,0.21,0.22
6.800,0.032,0.032308,0.032308,0.013,0.21,0.25
6.900,0.032,0.032368,0.032368,0.014,0.21,0.26
7.000,0.034,0.032963,0.032963,0.014,0.22,0.26
7.100,0.034,0.033876,0.033876,0.013,0.22,0.24
7.200,0.035,0.034210,0.034210,0.013,0.22,0.25
7.300,0.035,0.034901,0.034901,0.013,0.23,0.24
7.400,0.035,0.035105,0.035105,0.015,0.23,0.27
7.500,0.036,0.035864,0.035864,0.014,0.23,0.26
7.600,0.036,0.036361,0.036361,0.014,0.24,0.26
7.700,0.037,0.036696,0.036696,0.014,0.24,0.25
7.800,0.037,0.037141,0.037141,0.015,0.24,0.27
7.900,0.038,0.037813,0.037813,0.015,0.25,0.27
8.000,0.038,0.038263,0.038263,0.016,0.25,0.30
8.100,0.039,0.038770,0.038770,0.016,0.25,0.29
8.200,0.040,0.039389,0.039389,0.016,0.26,0.29
8.300,0.040,0.039617,0.039617,0.015,0.26,0.28
8.400,0.040,0.040008,0.040008,0.016,0.26,0.30
8.500,0.041,0.040684,0.040684,0.017,0.27,0.30
8.600,0.042,0.041122,0.041122,0.016,0.27,0.29
8.700,0.042,0.041869,0.041869,0.017,0.27,0.31
8.800,0.042,0.042097,0.042097,0.017,0.28,0.31
8.900,0.043,0.042651,0.042651,0.017,0.28,0.31
9.000,0.044,0.043226,0.043226,0.015,0.28,0.28
9.100,0.044,0.043478,0.043478,0.016,0.28,0.29
9.200,0.044,0.044061,0.044061,0.017,0.29,0.31
9.300,0.044,0.044571,0.044571,0.016,0.29,0.29
9.400,0.045,0.045098,0.045098,0.016,0.29,0.30
9.500,0.046,0.045534,0.045534,0.015,0.30,0.28
9.600,0.046,0.045839,0.045839,0.017,0.30,0.31
9.700,0.047,0.046642,0.046642,0.017,0.30,0.32
9.800,0.048,0.047193,0.047193,0.017,0.31,0.31
9.900,0.048,0.047546,0.047546,0.017,0.31,0.31
10.000,0.048,0.047931,0.047931,0.017,0.31,0.31
10.100,0.048,0.048420,0.048420,0.017,0.32,0.31
10.200,0.050,0.049246,0.049246,0.018,0.32,0.33
10.300,0.050,0.049762,0.049762,0.017,0.33,0.31
10.400,0.050,0.049999,0.049999,0.017,0.33,0.32
10.500,0.051,0.050473,0.050473,0.019,0.33,0.35
10.600,0.051,0.050914,0.050914,0.018,0.33,0.33
10.700,0.052,0.051901,0.051901,0.019,0.34,0.36
10.800,0.052,0.052081,0.052081,0.018,0.34,0.33
10.900,0.052,0.052538,0.052538,0.019,0.34,0.35
11.000,0.053,0.052843,0.052843,0.018,0.35,0.32
11.100,0.054,0.053480,0.053480,0.019,0.35,0.34
11.200,0.054,0.054221,0.054221,0.020,0.35,0.37
11.300,0.054,0.054695,0.054695,0.019,0.36,0.36
11.400,0.055,0.055023,0.055023,0.019,0.36,0.34
11.500,0.056,0.055729,0.055729,0.019,0.36,0.36
11.600,0.056,0.056179,0.056179,0.020,0.37,0.36
11.700,0.056,0.056700,0.056700,0.020,0.37,0.37
11.800,0.057,0.057103,0.057103,0.018,0.37,0.33
11.900,0.058,0.057625,0.057625,0.019,0.38,0.36
12.000,0.058,0.058188,0.058188,0.021,0.38,0.38
12.100,0.059,0.058893,0.058893,0.021,0.38,0.40
12.200,0.059,0.059230,0.059230,0.021,0.39,0.38
12.300,0.060,0.059669,0.059669,0.020,0.39,0.37
12.400,0.060,0.060267,0.060267,0.020,0.39,0.36
12.500,0.061,0.060931,0.060931,0.021,0.40,0.39
12.600,0.061,0.061263,0.061263,0.021,0.40,0.38
12.700,0.062,0.061790,0.061790,0.020,0.40,0.37
12.800,0.062,0.062134,0.062134,0.020,0.41,0.37
12.900,0.063,0.062809,0.062809,0.021,0.41,0.39
13.000,0.064,0.063399,0.063399,0.023,0.41,0.42
13.100,0.064,0.063766,0.063766,0.021,0.42,0.39
13.200,0.064,0.064261,0.064261,0.022,0.42,0.41
13.300,0.064,0.064824,0.064824,0.022,0.42,0.40
13.400,0.066,0.065583,0.065583,0.023,0.43,0.42
13.500,0.066,0.065908,0.065908,0.022,0.43,0.41
13.600,0.066,0.066311,0.066311,0.023,0.43,0.42
13.700,0.066,0.066785,0.066785,0.024,0.44,0.44
13.800,0.067,0.067405,0.067405,0.023,0.44,0.43
13.900,0.068,0.068030,0.068030,0.024,0.44,0.44
14.000,0.068,0.068308,0.068308,0.023,0.45,0.43
14.100,0.068,0.069028,0.069028,0.023,0.45,0.43
14.200,0.069,0.069520,0.069520,0.024,0.45,0.45
14.300,0.070,0.070190,0.070190,0.023,0.46,0.43
14.400,0.070,0.070246,0.070246,0.024,0.46,0.45
14.500,0.071,0.070755,0.070755,0.025,0.46,0.46
14.600,0.071,0.071416,0.071416,0.024,0.47,0.45
14.700,0.072,0.072198,0.072198,0.025,0.47,0.46
14.800,0.072,0.072687,0.072687,0.025,0.48,0.47
14.900,0.072,0.072889,0.072889,0.025,0.48,0.47
15.000,0.073,0.073366,0.073366,0.027,0.48,0.49
15.100,0.074,0.074088,0.074088,0.026,0.48,0.48
15.200,0.074,0.074705,0.074705,0.026,0.49,0.49
15.300,0.074,0.075188,0.075188,0.027,0.49,0.50
15.400,0.075,0.075401,0.075401,0.028,0.49,0.51
15.500,0.076,0.075905,0.075905,0.026,0.50,0.48
15.600,0.076,0.076545,0.076545,0.027,0.50,0.49
15.700,0.077,0.077436,0.077436,0.028,0.51,0.51
15.800,0.077,0.077451,0.077451,0.027,0.51,0.50
15.900,0.078,0.078106,0.078106,0.029,0.51,0.54
16.000,0.078,0.078500,0.078500,0.027,0.51,0.49
16.100,0.078,0.079146,0.079146,0.029,0.52,0.53
16.200,0.079,0.079617,0.079617,0.029,0.52,0.53
16.300,0.080,0.080212,0.080212,0.028,0.52,0.52
16.400,0.080,0.080663,0.080663,0.029,0.53,0.54
16.500,0.080,0.081086,0.081086,0.028,0.53,0.52
16.600,0.081,0.081717,0.081717,0.029,0.53,0.53
16.700,0.082,0.082132,0.082132,0.028,0.54,0.52
16.800,0.082,0.082497,0.082497,0.030,0.54,0.55
16.900,0.082,0.083196,0.083196,0.029,0.54,0.54
17.000,0.083,0.083406,0.083406,0.030,0.55,0.55
17.100,0.084,0.084156,0.084156,0.029,0.55,0.54
17.200,0.084,0.084547,0.084547,0.029,0.55,0.54
17.300,0.084,0.085133,0.085133,0.031,0.56,0.58
17.400,0.085,0.085673,0.085673,0.032,0.56,0.58
17.500,0.086,0.086212,0.086212,0.031,0.56,0.57
17.600,0.086,0.086576,0.086576,0.031,0.57,0.56
17.700,0.087,0.087127,0.087127,0.031,0.57,0.58
17.800,0.087,0.087435,0.087435,0.032,0.57,0.60
17.900,0.088,0.088351,0.088351,0.033,0.58,0.61
18.000,0.088,0.088529,0.088529,0.032,0.58,0.59
18.100,0.088,0.089154,0.089154,0.033,0.58,0.61
18.200,0.089,0.089557,0.089557,0.032,0.59,0.59
18.300,0.090,0.090229,0.090229,0.032,0.59,0.60
18.400,0.090,0.090712,0.090712,0.034,0.59,0.63
18.500,0.090,0.091334,0.091334,0.034,0.60,0.63
18.600,0.091,0.091485,0.091485,0.033,0.60,0.61
18.700,0.092,0.092401,0.092401,0.035,0.60,0.64
18.800,0.092,0.092836,0.092836,0.036,0.61,0.66
18.900,0.092,0.093133,0.093133,0.036,0.61,0.67
19.000,0.093,0.093710,0.093710,0.034,0.61,0.63
19.100,0.094,0.094078,0.094078,0.035,0.61,0.64
19.200,0.094,0.094845,0.094845,0.036,0.62,0.67
19.300,0.095,0.095441,0.095441,0.036,0.62,0.66
19.400,0.095,0.095577,0.095577,0.036,0.62,0.66
19.500,0.096,0.096223,0.096223,0.036,0.63,0.66
19.600,0.096,0.096623,0.096623,0.036,0.63,0.67
19.700,0.097,0.097512,0.097512,0.038,0.64,0.70
19.800,0.097,0.097710,0.097710,0.038,0.64,0.70
19.900,0.098,0.098377,0.098377,0.038,0.64,0.70
20.000,0.098,0.098602,0.098602,0.039,0.64,0.72
20.100,0.099,0.099363,0.099363,0.038,0.65,0.71
20.200,0.100,0.099808,0.099808,0.038,0.65,0.69
20.300,0.100,0.100385,0.100385,0.037,0.66,0.69
20.400,0.100,0.100655,0.100655,0.038,0.66,0.70
20.500,0.101,0.101239,0.101239,0.040,0.66,0.73
20.600,0.102,0.101920,0.101920,0.040,0.67,0.74
20.700,0.102,0.102492,0.102492,0.040,0.67,0.73
20.800,0.102,0.102806,0.102806,0.041,0.67,0.75
20.900,0.102,0.103256,0.103256,0.041,0.67,0.76
21.000,0.103,0.103778,0.103778,0.041,0.68,0.76
21.100,0.104,0.104438,0.104438,0.042,0.68,0.78
21.200,0.104,0.104904,0.104904,0.040,0.69,0.75
21.300,0.104,0.105336,0.105336,0.041,0.69,0.76
21.400,0.105,0.105778,0.105778,0.041,0.69,0.76
21.500,0.106,0.106426,0.106426,0.042,0.70,0.78
21.600,0.106,0.106817,0.106817,0.042,0.70,0.78
21.700,0.106,0.107449,0.107449,0.044,0.70,0.82
21.800,0.107,0.107712,0.107712,0.044,0.70,0.81
21.900,0.108,0.108225,0.108225,0.044,0.71,0.81
22.000,0.108,0.108731,0.108731,0.044,0.71,0.81
22.100,0.108,0.109208,0.109208,0.043,0.71,0.80
22.200,0.109,0.109697,0.109697,0.044,0.72,0.82
22.300,0.110,0.110269,0.110269,0.045,0.72,0.82
22.400,0.110,0.110948,0.110948,0.046,0.73,0.85
22.500,0.110,0.111149,0.111149,0.046,0.73,0.84
22.600,0.111,0.111644,0.111644,0.047,0.73,0.87
22.700,0.112,0.112346,0.112346,0.046,0.73,0.85
22.800,0.112,0.112713,0.112713,0.048,0.74,0.88
22.900,0.113,0.113282,0.113282,0.048,0.74,0.88
23.000,0.113,0.113608,0.113608,0.048,0.74,0.89
23.100,0.114,0.114248,0.114248,0.047,0.75,0.87
23.200,0.114,0.114832,0.114832,0.048,0.75,0.88
23.300,0.115,0.115522,0.115522,0.049,0.76,0.90
23.400,0.115,0.115715,0.115715,0.048,0.76,0.88
23.500,0.116,0.116239,0.116239,0.049,0.76,0.91
23.600,0.116,0.116920,0.116920,0.051,0.76,0.93
23.700,0.117,0.117679,0.117679,0.050,0.77,0.92
23.800,0.118,0.117954,0.117954,0.049,0.77,0.91
23.900,0.118,0.118440,0.118440,0.050,0.77,0.92
24.000,0.118,0.118808,0.118808,0.051,0.78,0.94
24.100,0.119,0.119596,0.119596,0.052,0.78,0.95
24.200,0.120,0.120159,0.120159,0.052,0.79,0.96
24.300,0.120,0.120618,0.120618,0.053,0.79,0.98
24.400,0.120,0.120748,0.120748,0.052,0.79,0.96
24.500,0.121,0.121441,0.121441,0.053,0.79,0.98
24.600,0.122,0.122277,0.122277,0.054,0.80,1.00
24.700,0.122,0.122763,0.122763,0.054,0.80,0.99
24.800,0.122,0.123068,0.123068,0.054,0.80,0.99
24.900,0.122,0.123554,0.123554,0.055,0.81,1.01
25.000,0.124,0.124075,0.124075,0.054,0.81,1.00
25.100,0.124,0.124760,0.124760,0.055,0.82,1.01
25.200,0.124,0.125266,0.125266,0.056,0.82,1.03
25.300,0.124,0.125640,0.125640,0.055,0.82,1.02
25.400,0.125,0.126057,0.126057,0.055,0.82,1.02
25.500,0.126,0.126795,0.126795,0.058,0.83,1.07
25.600,0.126,0.127272,0.127272,0.058,0.83,1.08
25.700,0.127,0.127791,0.127791,0.058,0.84,1.07
25.800,0.127,0.128282,0.128282,0.058,0.84,1.06
25.900,0.128,0.128727,0.128727,0.060,0.84,1.10
26.000,0.128,0.129639,0.129639,0.060,0.85,1.11
26.100,0.129,0.129873,0.129873,0.060,0.85,1.11
26.200,0.129,0.130549,0.130549,0.061,0.85,1.12
26.300,0.130,0.130913,0.130913,0.062,0.86,1.14
26.400,0.130,0.131479,0.131479,0.060,0.86,1.11
26.500,0.131,0.132063,0.132063,0.061,0.86,1.12
26.600,0.132,0.132540,0.132540,0.063,0.87,1.16
26.700,0.132,0.133168,0.133168,0.063,0.87,1.16
26.800,0.132,0.133514,0.133514,0.063,0.87,1.17
26.900,0.133,0.134267,0.134267,0.064,0.88,1.17
27.000,0.133,0.134735,0.134735,0.064,0.88,1.18
27.100,0.134,0.135233,0.135233,0.064,0.88,1.18
27.200,0.134,0.135808,0.135808,0.065,0.89,1.20
27.300,0.134,0.136181,0.136181,0.065,0.89,1.20
27.400,0.136,0.136892,0.136892,0.066,0.89,1.21
27.500,0.136,0.137446,0.137446,0.066,0.90,1.21
27.600,0.136,0.137751,0.137751,0.066,0.90,1.23
27.700,0.136,0.138287,0.138287,0.067,0.90,1.23
27.800,0.138,0.138871,0.138871,0.070,0.91,1.29
27.900,0.138,0.139475,0.139475,0.070,0.91,1.29
28.000,0.139,0.139831,0.139831,0.068,0.91,1.26
28.100,0.139,0.140311,0.140311,0.069,0.92,1.27
28.200,0.140,0.140918,0.140918,0.069,0.92,1.27
28.300,0.140,0.141410,0.141410,0.071,0.92,1.30
28.400,0.141,0.142014,0.142014,0.070,0.93,1.29
28.500,0.141,0.142284,0.142284,0.072,0.93,1.32
28.600,0.141,0.142797,0.142797,0.071,0.93,1.32
28.700,0.142,0.143514,0.143514,0.072,0.94,1.33
28.800,0.143,0.144026,0.144026,0.073,0.94,1.34
28.900,0.143,0.144394,0.144394,0.073,0.94,1.34
29.000,0.143,0.144995,0.144995,0.074,0.95,1.36
29.100,0.144,0.145543,0.145543,0.075,0.95,1.38
29.200,0.144,0.146112,0.146112,0.075,0.95,1.38
29.300,0.145,0.146693,0.146693,0.076,0.96,1.40
29.400,0.146,0.147152,0.147152,0.076,0.96,1.41
29.500,0.146,0.147510,0.147510,0.076,0.96,1.40
29.600,0.146,0.148254,0.148254,0.078,0.97,1.43
29.700,0.147,0.148749,0.148749,0.079,0.97,1.45
29.800,0.148,0.149258,0.149258,0.079,0.98,1.46
29.900,0.148,0.149685,0.149685,0.079,0.98,1.46
30.000,0.148,0.150200,0.150200,0.079,0.98,1.45
30.100,0.149,0.150837,0.150837,0.080,0.99,1.47
30.200,0.150,0.151463,0.151463,0.080,0.99,1.48
30.300,0.150,0.151895,0.151895,0.081,0.99,1.49
30.400,0.150,0.152230,0.152230,0.083,0.99,1.53
30.500,0.151,0.153036,0.153036,0.083,1.00,1.52
30.600,0.152,0.153691,0.153691,0.084,1.00,1.54
30.700,0.152,0.154088,0.154088,0.083,1.01,1.53
30.800,0.152,0.154508,0.154508,0.084,1.01,1.55
30.900,0.153,0.154962,0.154962,0.084,1.01,1.55
31.000,0.154,0.155569,0.155569,0.085,1.02,1.57
31.100,0.154,0.156126,0.156126,0.087,1.02,1.60
31.200,0.154,0.156712,0.156712,0.087,1.02,1.60
31.300,0.155,0.157346,0.157346,0.089,1.03,1.64
31.400,0.156,0.157862,0.157862,0.088,1.03,1.62
31.500,0.156,0.158223,0.158223,0.089,1.03,1.65
31.600,0.156,0.158677,0.158677,0.090,1.04,1.66
31.700,0.157,0.159062,0.159062,0.089,1.04,1.64
31.800,0.158,0.159918,0.159918,0.092,1.05,1.70
31.900,0.158,0.160072,0.160072,0.091,1.05,1.68
32.000,0.158,0.160760,0.160760,0.091,1.05,1.68
32.100,0.158,0.161260,0.161260,0.093,1.05,1.72
32.200,0.160,0.161799,0.161799,0.095,1.06,1.75
32.300,0.160,0.162176,0.162176,0.095,1.06,1.74
32.400,0.160,0.162736,0.162736,0.096,1.06,1.77
32.500,0.160,0.163384,0.163384,0.094,1.07,1.74
32.600,0.161,0.163924,0.163924,0.096,1.07,1.78
32.700,0.162,0.164573,0.164573,0.098,1.08,1.81
32.800,0.162,0.164842,0.164842,0.099,1.08,1.83
32.900,0.163,0.165375,0.165375,0.099,1.08,1.82
33.000,0.163,0.165944,0.165944,0.100,1.08,1.85
33.100,0.164,0.166436,0.166436,0.101,1.09,1.86
33.200,0.164,0.167055,0.167055,0.101,1.09,1.87
33.300,0.165,0.167313,0.167313,0.101,1.09,1.87
33.400,0.166,0.167986,0.167986,0.102,1.10,1.88
33.500,0.166,0.168608,0.168608,0.103,1.10,1.90
33.600,0.166,0.169191,0.169191,0.104,1.11,1.91
33.700,0.167,0.169532,0.169532,0.104,1.11,1.93
33.800,0.168,0.169876,0.169876,0.104,1.11,1.92
33.900,0.168,0.170646,0.170646,0.105,1.12,1.94
34.000,0.168,0.171431,0.171431,0.107,1.12,1.97
34.100,0.169,0.171710,0.171710,0.108,1.12,1.99
34.200,0.170,0.172151,0.172151,0.107,1.13,1.97
34.300,0.170,0.172376,0.172376,0.108,1.13,1.99
34.400,0.171,0.173301,0.173301,0.109,1.13,2.01
34.500,0.171,0.173819,0.173819,0.110,1.14,2.02
34.600,0.172,0.174130,0.174130,0.112,1.14,2.06
34.700,0.172,0.174693,0.174693,0.111,1.14,2.05
34.800,0.173,0.175182,0.175182,0.112,1.14,2.06
34.900,0.173,0.175683,0.175683,0.114,1.15,2.09
35.000,0.174,0.176133,0.176133,0.114,1.15,2.10
35.100,0.174,0.176631,0.176631,0.114,1.15,2.10
35.200,0.174,0.177096,0.177096,0.116,1.16,2.14
35.300,0.175,0.177600,0.177600,0.116,1.16,2.13
35.400,0.176,0.178186,0.178186,0.118,1.16,2.17
35.500,0.176,0.178767,0.178767,0.117,1.17,2.16
35.600,0.176,0.179031,0.179031,0.118,1.17,2.17
35.700,0.177,0.179706,0.179706,0.119,1.17,2.19
35.800,0.178,0.180275,0.180275,0.119,1.18,2.20
35.900,0.178,0.180550,0.180550,0.121,1.18,2.24
36.000,0.178,0.181072,0.181072,0.122,1.18,2.25
36.100,0.179,0.181744,0.181744,0.121,1.19,2.23
36.200,0.180,0.182340,0.182340,0.124,1.19,2.29
36.300,0.180,0.182775,0.182775,0.124,1.19,2.29
36.400,0.180,0.183116,0.183116,0.124,1.20,2.29
36.500,0.181,0.183673,0.183673,0.127,1.20,2.33
36.600,0.182,0.184177,0.184177,0.126,1.20,2.32
36.700,0.182,0.184731,0.184731,0.128,1.21,2.36
36.800,0.182,0.185024,0.185024,0.129,1.21,2.37
36.900,0.183,0.185706,0.185706,0.129,1.21,2.37
37.000,0.184,0.186165,0.186165,0.131,1.22,2.42
37.100,0.184,0.186704,0.186704,0.131,1.22,2.42
37.200,0.184,0.187083,0.187083,0.132,1.22,2.43
37.300,0.185,0.187412,0.187412,0.133,1.22,2.45
37.400,0.186,0.188102,0.188102,0.133,1.23,2.46
37.500,0.186,0.188727,0.188727,0.135,1.23,2.50
37.600,0.186,0.189154,0.189154,0.135,1.24,2.50
37.700,0.187,0.189486,0.189486,0.137,1.24,2.53
37.800,0.187,0.190164,0.190164,0.137,1.24,2.53
37.900,0.188,0.190650,0.190650,0.138,1.25,2.55
38.000,0.188,0.191278,0.191278,0.141,1.25,2.59
38.100,0.189,0.191649,0.191649,0.140,1.25,2.59
38.200,0.189,0.191975,0.191975,0.142,1.25,2.62
38.300,0.190,0.192449,0.192449,0.142,1.26,2.61
38.400,0.190,0.193284,0.193284,0.142,1.26,2.63
38.500,0.191,0.193823,0.193823,0.144,1.27,2.65
38.600,0.192,0.194013,0.194013,0.144,1.27,2.65
38.700,0.192,0.194606,0.194606,0.145,1.27,2.67
38.800,0.192,0.194917,0.194917,0.147,1.27,2.70
38.900,0.193,0.195699,0.195699,0.148,1.28,2.73
39.000,0.194,0.196149,0.196149,0.149,1.28,2.74
39.100,0.194,0.196371,0.196371,0.150,1.28,2.76
39.200,0.194,0.197002,0.197002,0.151,1.29,2.78
39.300,0.194,0.197453,0.197453,0.152,1.29,2.80
39.400,0.196,0.198217,0.198217,0.153,1.30,2.82
39.500,0.196,0.198564,0.198564,0.154,1.30,2.83
39.600,0.196,0.199008,0.199008,0.154,1.30,2.83
39.700,0.196,0.199435,0.199435,0.154,1.30,2.85
39.800,0.197,0.200027,0.200027,0.157,1.31,2.89
39.900,0.198,0.200661,0.200661,0.159,1.31,2.93
40.000,0.198,0.201035,0.201035,0.158,1.31,2.92
40.100,0.198,0.201443,0.201443,0.160,1.32,2.94
40.200,0.199,0.202080,0.202080,0.159,1.32,2.94
40.300,0.200,0.202540,0.202540,0.163,1.32,3.00
40.400,0.200,0.202851,0.202851,0.163,1.33,3.01
40.500,0.201,0.203488,0.203488,0.164,1.33,3.02
40.600,0.202,0.203994,0.203994,0.164,1.33,3.03
40.700,0.202,0.204382,0.204382,0.164,1.34,3.03
40.800,0.203,0.204999,0.204999,0.166,1.34,3.06
40.900,0.203,0.205271,0.205271,0.168,1.34,3.09
41.000,0.203,0.205840,0.205840,0.168,1.35,3.09
41.100,0.204,0.206311,0.206311,0.168,1.35,3.10
41.200,0.204,0.206750,0.206750,0.169,1.35,3.11
41.300,0.205,0.207105,0.207105,0.171,1.35,3.15
41.400,0.205,0.207615,0.207615,0.171,1.36,3.15
41.500,0.206,0.208213,0.208213,0.173,1.36,3.20
41.600,0.206,0.208924,0.208924,0.174,1.37,3.20
41.700,0.206,0.209241,0.209241,0.175,1.37,3.23
41.800,0.207,0.209443,0.209443,0.175,1.37,3.23
41.900,0.208,0.209780,0.209780,0.176,1.37,3.25
42.000,0.208,0.210601,0.210601,0.179,1.38,3.30
42.100,0.209,0.211321,0.211321,0.180,1.38,3.31
42.200,0.209,0.211641,0.211641,0.179,1.38,3.30
42.300,0.210,0.212023,0.212023,0.181,1.39,3.33
42.400,0.210,0.212420,0.212420,0.182,1.39,3.35
42.500,0.210,0.213037,0.213037,0.183,1.39,3.38
42.600,0.211,0.213522,0.213522,0.184,1.40,3.40
42.700,0.212,0.214002,0.214002,0.184,1.40,3.40
42.800,0.212,0.214379,0.214379,0.184,1.40,3.40
42.900,0.212,0.214734,0.214734,0.187,1.40,3.44
43.000,0.214,0.215389,0.215389,0.189,1.41,3.48
43.100,0.214,0.215860,0.215860,0.190,1.41,3.50
43.200,0.214,0.216304,0.216304,0.189,1.41,3.49
43.300,0.214,0.216681,0.216681,0.191,1.42,3.52
43.400,0.215,0.217087,0.217087,0.192,1.42,3.53
43.500,0.216,0.217715,0.217715,0.194,1.42,3.57
43.600,0.216,0.218150,0.218150,0.193,1.43,3.56
43.700,0.216,0.218580,0.218580,0.193,1.43,3.56
43.800,0.217,0.219066,0.219066,0.196,1.43,3.62
43.900,0.218,0.219694,0.219694,0.199,1.44,3.66
44.000,0.218,0.220153,0.220153,0.198,1.44,3.66
44.100,0.218,0.220577,0.220577,0.199,1.44,3.67
44.200,0.219,0.221033,0.221033,0.201,1.44,3.71
44.300,0.220,0.221587,0.221587,0.201,1.45,3.71
44.400,0.220,0.222135,0.222135,0.203,1.45,3.74
44.500,0.220,0.222286,0.222286,0.203,1.45,3.74
44.600,0.221,0.222935,0.222935,0.203,1.46,3.74
44.700,0.222,0.223388,0.223388,0.204,1.46,3.77
44.800,0.222,0.223996,0.223996,0.207,1.46,3.81
44.900,0.222,0.224218,0.224218,0.207,1.47,3.81
45.000,0.223,0.224615,0.224615,0.207,1.47,3.82
45.100,0.224,0.225044,0.225044,0.209,1.47,3.85
45.200,0.224,0.225693,0.225693,0.212,1.48,3.90
45.300,0.224,0.226226,0.226226,0.211,1.48,3.89
45.400,0.225,0.226721,0.226721,0.212,1.48,3.92
45.500,0.226,0.227118,0.227118,0.212,1.48,3.91
45.600,0.226,0.227388,0.227388,0.215,1.49,3.96
45.700,0.226,0.227983,0.227983,0.216,1.49,3.98
45.800,0.227,0.228407,0.228407,0.216,1.49,3.99
45.900,0.228,0.229008,0.229008,0.217,1.50,4.00
46.000,0.228,0.229328,0.229328,0.217,1.50,4.01
46.100,0.228,0.229654,0.229654,0.220,1.50,4.05
46.200,0.229,0.230303,0.230303,0.221,1.51,4.08
46.300,0.230,0.230795,0.230795,0.221,1.51,4.08
46.400,0.230,0.231257,0.231257,0.221,1.51,4.08
