"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
25.350,0.126,0.123785,0.123785,0.034,0.87,0.65
25.550,0.127,0.124561,0.124561,0.033,0.87,0.63
25.750,0.128,0.125980,0.125980,0.035,0.88,0.66
25.950,0.129,0.126872,0.126872,0.034,0.89,0.64
26.150,0.130,0.127651,0.127651,0.035,0.89,0.67
26.350,0.131,0.129014,0.129014,0.036,0.90,0.68
26.550,0.132,0.129719,0.129719,0.036,0.91,0.69
26.750,0.133,0.130492,0.130492,0.036,0.91,0.69
26.950,0.134,0.132095,0.132095,0.036,0.92,0.68
27.150,0.135,0.132519,0.132519,0.036,0.93,0.67
27.350,0.136,0.133651,0.133651,0.036,0.93,0.68
27.550,0.137,0.134845,0.134845,0.036,0.94,0.68
27.750,0.138,0.135562,0.135562,0.037,0.95,0.70
27.950,0.139,0.136927,0.136927,0.039,0.96,0.73
28.150,0.140,0.137846,0.137846,0.037,0.96,0.70
28.350,0.141,0.138735,0.138735,0.039,0.97,0.73
28.550,0.142,0.140026,0.140026,0.039,0.98,0.74
28.750,0.143,0.140619,0.140619,0.039,0.98,0.74
28.950,0.144,0.141721,0.141721,0.040,0.99,0.76
29.150,0.144,0.142731,0.142731,0.039,1.00,0.74
29.350,0.146,0.143514,0.143514,0.040,1.00,0.76
29.550,0.147,0.144776,0.144776,0.041,1.01,0.77
29.750,0.148,0.145576,0.145576,0.042,1.02,0.79
29.950,0.149,0.146482,0.146482,0.041,1.02,0.78
30.150,0.150,0.147575,0.147575,0.042,1.03,0.80
30.350,0.151,0.148432,0.148432,0.042,1.04,0.80
30.550,0.152,0.149519,0.149519,0.043,1.05,0.81
30.750,0.153,0.150914,0.150914,0.044,1.06,0.83
30.950,0.154,0.151394,0.151394,0.042,1.06,0.80
31.150,0.155,0.153048,0.153048,0.044,1.07,0.84
31.350,0.156,0.153557,0.153557,0.044,1.07,0.83
31.550,0.157,0.154876,0.154876,0.047,1.08,0.88
31.750,0.158,0.155643,0.155643,0.044,1.09,0.84
31.950,0.158,0.156452,0.156452,0.047,1.09,0.89
32.150,0.160,0.157672,0.157672,0.047,1.10,0.89
32.350,0.160,0.158511,0.158511,0.047,1.11,0.89
32.550,0.162,0.159803,0.159803,0.048,1.12,0.91
32.750,0.162,0.160682,0.160682,0.047,1.12,0.90
32.950,0.164,0.161832,0.161832,0.050,1.13,0.95
33.150,0.164,0.162830,0.162830,0.049,1.14,0.93
33.350,0.166,0.163947,0.163947,0.050,1.15,0.95
33.550,0.166,0.164593,0.164593,0.050,1.15,0.95
33.750,0.168,0.165844,0.165844,0.051,1.16,0.97
33.950,0.168,0.166688,0.166688,0.051,1.17,0.96
34.150,0.170,0.167399,0.167399,0.052,1.17,0.98
34.350,0.171,0.168895,0.168895,0.052,1.18,0.99
34.550,0.172,0.169550,0.169550,0.053,1.19,1.00
34.750,0.173,0.170919,0.170919,0.055,1.20,1.04
34.950,0.174,0.171739,0.171739,0.053,1.20,1.01
35.150,0.175,0.172859,0.172859,0.054,1.21,1.02
35.350,0.176,0.173790,0.173790,0.055,1.22,1.04
35.550,0.176,0.174400,0.174400,0.056,1.22,1.06
35.750,0.178,0.175446,0.175446,0.056,1.23,1.06
35.950,0.178,0.176699,0.176699,0.054,1.24,1.02
36.150,0.180,0.177635,0.177635,0.056,1.24,1.05
36.350,0.180,0.178755,0.178755,0.057,1.25,1.07
36.550,0.182,0.179647,0.179647,0.058,1.26,1.09
36.750,0.182,0.180909,0.180909,0.057,1.27,1.08
36.950,0.184,0.181709,0.181709,0.059,1.27,1.12
37.150,0.184,0.182568,0.182568,0.060,1.28,1.13
37.350,0.186,0.184014,0.184014,0.060,1.29,1.13
37.550,0.186,0.184387,0.184387,0.060,1.29,1.13
37.750,0.188,0.185877,0.185877,0.061,1.30,1.15
37.950,0.188,0.186840,0.186840,0.063,1.31,1.20
38.150,0.190,0.187726,0.187726,0.063,1.31,1.18
38.350,0.190,0.189021,0.189021,0.064,1.32,1.22
38.550,0.192,0.189732,0.189732,0.064,1.33,1.20
38.750,0.192,0.190612,0.190612,0.064,1.33,1.20
38.950,0.194,0.192096,0.192096,0.066,1.34,1.25
39.150,0.194,0.192721,0.192721,0.067,1.35,1.27
39.350,0.196,0.193823,0.193823,0.068,1.36,1.29
39.550,0.196,0.194451,0.194451,0.068,1.36,1.29
39.750,0.198,0.195954,0.195954,0.069,1.37,1.31
39.950,0.198,0.196828,0.196828,0.071,1.38,1.34
40.150,0.200,0.197790,0.197790,0.072,1.38,1.37
40.350,0.201,0.198987,0.198987,0.072,1.39,1.37
40.550,0.202,0.199716,0.199716,0.074,1.40,1.39
40.750,0.203,0.200875,0.200875,0.074,1.40,1.40
40.950,0.204,0.202048,0.202048,0.076,1.41,1.45
41.150,0.205,0.202516,0.202516,0.076,1.42,1.43
41.350,0.206,0.204569,0.204569,0.078,1.43,1.48
41.550,0.206,0.204738,0.204738,0.080,1.43,1.51
41.750,0.208,0.205544,0.205544,0.081,1.44,1.53
41.950,0.208,0.207947,0.207947,0.082,1.45,1.55
42.150,0.210,0.207582,0.207582,0.081,1.45,1.54
42.350,0.210,0.209315,0.209315,0.083,1.46,1.58
42.550,0.212,0.209822,0.209822,0.085,1.47,1.60
42.750,0.212,0.210865,0.210865,0.085,1.47,1.60
42.950,0.214,0.212240,0.212240,0.088,1.48,1.66
43.150,0.214,0.212527,0.212527,0.089,1.49,1.69
43.350,0.216,0.214044,0.214044,0.090,1.50,1.71
43.550,0.216,0.214758,0.214758,0.091,1.50,1.73
43.750,0.218,0.215816,0.215816,0.094,1.51,1.79
43.950,0.218,0.217007,0.217007,0.095,1.52,1.79
44.150,0.220,0.217641,0.217641,0.095,1.52,1.79
44.350,0.220,0.218752,0.218752,0.098,1.53,1.85
44.550,0.222,0.219940,0.219940,0.100,1.54,1.90
44.750,0.222,0.220817,0.220817,0.101,1.54,1.91
44.950,0.224,0.221951,0.221951,0.103,1.55,1.94
45.150,0.224,0.222656,0.222656,0.104,1.56,1.97
45.350,0.226,0.223640,0.223640,0.106,1.56,2.01
45.550,0.226,0.224917,0.224917,0.108,1.57,2.05
45.750,0.228,0.225681,0.225681,0.109,1.58,2.06
45.950,0.229,0.227296,0.227296,0.113,1.59,2.13
46.150,0.230,0.227465,0.227465,0.114,1.59,2.15
46.350,0.230,0.228831,0.228831,0.116,1.60,2.19
46.550,0.232,0.230016,0.230016,0.116,1.61,2.20
46.750,0.232,0.230543,0.230543,0.119,1.61,2.25
46.950,0.234,0.231844,0.231844,0.121,1.62,2.29
47.150,0.234,0.232490,0.232490,0.121,1.63,2.29
47.350,0.236,0.233971,0.233971,0.125,1.64,2.37
47.550,0.236,0.234806,0.234806,0.126,1.64,2.38
47.750,0.238,0.235959,0.235959,0.128,1.65,2.43
47.950,0.238,0.236848,0.236848,0.131,1.66,2.48
48.150,0.240,0.237695,0.237695,0.133,1.66,2.51
48.350,0.240,0.238679,0.238679,0.134,1.67,2.55
48.550,0.242,0.239991,0.239991,0.136,1.68,2.57
48.750,0.242,0.240892,0.240892,0.138,1.68,2.62
48.950,0.244,0.241573,0.241573,0.140,1.69,2.66
49.150,0.245,0.242827,0.242827,0.144,1.70,2.73
49.350,0.246,0.243544,0.243544,0.145,1.70,2.74
49.550,0.247,0.245244,0.245244,0.149,1.71,2.82
49.750,0.248,0.245410,0.245410,0.149,1.72,2.82
49.950,0.249,0.247105,0.247105,0.152,1.73,2.88
50.150,0.250,0.248225,0.248225,0.153,1.74,2.89
50.350,0.250,0.248613,0.248613,0.156,1.74,2.95
50.550,0.252,0.250432,0.250432,0.158,1.75,2.99
50.750,0.252,0.250740,0.250740,0.161,1.75,3.05
50.950,0.254,0.251972,0.251972,0.164,1.76,3.11
51.150,0.254,0.253255,0.253255,0.167,1.77,3.16
51.350,0.256,0.253552,0.253552,0.168,1.77,3.19
51.550,0.256,0.254778,0.254778,0.170,1.78,3.21
51.750,0.258,0.256194,0.256194,0.174,1.79,3.30
51.950,0.258,0.256775,0.256775,0.175,1.80,3.31
52.150,0.260,0.258292,0.258292,0.178,1.81,3.37
52.350,0.260,0.258455,0.258455,0.181,1.81,3.42
52.550,0.262,0.260283,0.260283,0.183,1.82,3.46
52.750,0.263,0.260615,0.260615,0.186,1.82,3.51
52.950,0.264,0.261764,0.261764,0.188,1.83,3.55
53.150,0.265,0.263278,0.263278,0.190,1.84,3.60
53.350,0.266,0.263637,0.263637,0.192,1.84,3.64
53.550,0.267,0.265008,0.265008,0.197,1.85,3.72
53.750,0.268,0.265607,0.265607,0.197,1.86,3.73
53.950,0.269,0.266552,0.266552,0.200,1.86,3.78
54.150,0.270,0.268155,0.268155,0.200,1.88,3.78
54.350,0.271,0.268418,0.268418,0.204,1.88,3.87
54.550,0.272,0.269826,0.269826,0.207,1.89,3.92
54.750,0.272,0.270842,0.270842,0.208,1.89,3.94
54.950,0.274,0.271393,0.271393,0.213,1.90,4.03
55.150,0.275,0.272928,0.272928,0.214,1.91,4.05
55.350,0.276,0.273923,0.273923,0.217,1.92,4.10
55.550,0.277,0.274504,0.274504,0.220,1.92,4.16
55.750,0.278,0.276119,0.276119,0.220,1.93,4.17
55.950,0.279,0.276518,0.276518,0.222,1.93,4.21
56.150,0.280,0.277944,0.277944,0.225,1.94,4.27
56.350,0.281,0.278601,0.278601,0.227,1.95,4.31
56.550,0.282,0.279475,0.279475,0.231,1.95,4.37
56.750,0.283,0.280657,0.280657,0.234,1.96,4.42
56.950,0.284,0.281611,0.281611,0.236,1.97,4.47
57.150,0.285,0.282474,0.282474,0.238,1.98,4.50
57.350,0.286,0.283374,0.283374,0.240,1.98,4.55
57.550,0.287,0.284432,0.284432,0.241,1.99,4.56
57.750,0.288,0.285623,0.285623,0.242,2.00,4.59
57.950,0.289,0.286544,0.286544,0.245,2.00,4.64
58.150,0.290,0.287249,0.287249,0.249,2.01,4.71
58.350,0.291,0.288594,0.288594,0.250,2.02,4.74
58.550,0.292,0.289578,0.289578,0.254,2.03,4.80
58.750,0.293,0.290568,0.290568,0.254,2.03,4.81
58.950,0.294,0.291362,0.291362,0.256,2.04,4.85
59.150,0.295,0.292348,0.292348,0.259,2.04,4.90
59.350,0.296,0.293403,0.293403,0.260,2.05,4.93
59.550,0.297,0.294630,0.294630,0.263,2.06,4.98
59.750,0.298,0.295486,0.295486,0.266,2.07,5.03
59.950,0.299,0.296280,0.296280,0.266,2.07,5.04
60.150,0.300,0.297512,0.297512,0.270,2.08,5.10
60.350,0.301,0.298214,0.298214,0.273,2.09,5.17
60.550,0.302,0.299474,0.299474,0.274,2.09,5.18
60.750,0.303,0.300401,0.300401,0.276,2.10,5.23
60.950,0.304,0.301082,0.301082,0.277,2.11,5.25
61.150,0.305,0.303011,0.303011,0.280,2.12,5.31
61.350,0.306,0.303221,0.303221,0.281,2.12,5.33
61.550,0.307,0.305141,0.305141,0.285,2.13,5.40
61.750,0.308,0.305429,0.305429,0.285,2.14,5.40
61.950,0.309,0.306548,0.306548,0.286,2.14,5.42
62.150,0.310,0.307657,0.307657,0.289,2.15,5.46
62.350,0.311,0.308264,0.308264,0.290,2.16,5.49
62.550,0.312,0.309879,0.309879,0.293,2.17,5.55
62.750,0.313,0.310616,0.310616,0.292,2.17,5.54
62.950,0.314,0.311638,0.311638,0.297,2.18,5.62
63.150,0.315,0.312086,0.312086,0.297,2.18,5.62
63.350,0.316,0.313967,0.313967,0.301,2.20,5.70
63.550,0.317,0.314065,0.314065,0.301,2.20,5.70
63.750,0.318,0.315964,0.315964,0.303,2.21,5.74
63.950,0.319,0.316429,0.316429,0.304,2.21,5.76
64.150,0.320,0.317596,0.317596,0.307,2.22,5.82
64.350,0.321,0.318690,0.318690,0.308,2.23,5.83
64.550,0.322,0.319398,0.319398,0.310,2.23,5.88
64.750,0.323,0.320171,0.320171,0.314,2.24,5.94
64.950,0.324,0.322049,0.322049,0.313,2.25,5.93
65.150,0.325,0.322215,0.322215,0.315,2.25,5.96
65.350,0.326,0.323818,0.323818,0.317,2.26,6.00
65.550,0.327,0.324612,0.324612,0.319,2.27,6.04
65.750,0.328,0.325459,0.325459,0.320,2.28,6.06
65.950,0.329,0.326413,0.326413,0.321,2.28,6.08
66.150,0.330,0.327338,0.327338,0.323,2.29,6.12
66.350,0.331,0.328221,0.328221,0.325,2.30,6.15
66.550,0.332,0.329589,0.329589,0.326,2.30,6.17
66.750,0.333,0.330345,0.330345,0.326,2.31,6.17
66.950,0.334,0.331622,0.331622,0.329,2.32,6.23
67.150,0.335,0.332324,0.332324,0.329,2.32,6.23
67.350,0.336,0.333571,0.333571,0.331,2.33,6.27
67.550,0.337,0.334496,0.334496,0.332,2.34,6.30
67.750,0.338,0.335322,0.335322,0.332,2.34,6.30
67.950,0.339,0.336638,0.336638,0.336,2.35,6.37
68.150,0.340,0.337109,0.337109,0.337,2.36,6.38
68.350,0.341,0.338638,0.338638,0.340,2.37,6.44
68.550,0.342,0.339177,0.339177,0.339,2.37,6.41
68.750,0.343,0.340350,0.340350,0.342,2.38,6.47
68.950,0.344,0.341103,0.341103,0.342,2.39,6.48
69.150,0.345,0.342415,0.342415,0.344,2.39,6.51
69.350,0.346,0.343203,0.343203,0.346,2.40,6.54
69.550,0.347,0.344302,0.344302,0.346,2.41,6.55
69.750,0.348,0.345615,0.345615,0.348,2.42,6.59
69.950,0.349,0.346708,0.346708,0.350,2.42,6.62
70.150,0.350,0.347256,0.347256,0.350,2.43,6.64
70.350,0.351,0.348542,0.348542,0.353,2.44,6.68
70.550,0.352,0.349087,0.349087,0.352,2.44,6.67
70.750,0.353,0.350420,0.350420,0.354,2.45,6.71
70.950,0.354,0.351662,0.351662,0.355,2.46,6.72
71.150,0.355,0.351961,0.351961,0.356,2.46,6.74
71.350,0.356,0.353576,0.353576,0.359,2.47,6.79
71.550,0.357,0.354159,0.354159,0.360,2.48,6.82
71.750,0.358,0.355267,0.355267,0.360,2.48,6.82
71.950,0.359,0.356494,0.356494,0.362,2.49,6.85
72.150,0.360,0.357024,0.357024,0.363,2.50,6.87
72.350,0.361,0.358665,0.358665,0.364,2.51,6.90
72.550,0.362,0.359267,0.359267,0.366,2.51,6.92
72.750,0.363,0.360384,0.360384,0.367,2.52,6.95
72.950,0.364,0.361447,0.361447,0.369,2.53,6.98
73.150,0.365,0.362247,0.362247,0.371,2.53,7.02
73.350,0.366,0.363530,0.363530,0.372,2.54,7.04
73.550,0.367,0.364395,0.364395,0.371,2.55,7.03
73.750,0.368,0.365512,0.365512,0.376,2.56,7.13
73.950,0.369,0.366558,0.366558,0.377,2.56,7.15
74.150,0.370,0.367331,0.367331,0.380,2.57,7.19
74.350,0.371,0.368377,0.368377,0.380,2.58,7.19
74.550,0.372,0.369236,0.369236,0.382,2.58,7.23
74.750,0.373,0.370413,0.370413,0.382,2.59,7.24
74.950,0.374,0.371121,0.371121,0.384,2.60,7.27
75.150,0.375,0.372202,0.372202,0.385,2.60,7.29
75.350,0.376,0.373100,0.373100,0.385,2.61,7.29
75.550,0.377,0.374303,0.374303,0.387,2.62,7.33
75.750,0.378,0.375200,0.375200,0.388,2.62,7.35
75.950,0.379,0.376575,0.376575,0.391,2.63,7.40
76.150,0.380,0.377037,0.377037,0.391,2.64,7.41
76.350,0.381,0.378492,0.378492,0.392,2.65,7.43
76.550,0.382,0.378993,0.378993,0.393,2.65,7.44
76.750,0.383,0.380308,0.380308,0.394,2.66,7.47
76.950,0.384,0.380945,0.380945,0.394,2.66,7.47
77.150,0.385,0.381997,0.381997,0.396,2.67,7.49
77.350,0.386,0.383357,0.383357,0.397,2.68,7.53
77.550,0.387,0.383810,0.383810,0.397,2.68,7.51
77.750,0.388,0.385410,0.385410,0.401,2.70,7.60
77.950,0.389,0.386278,0.386278,0.401,2.70,7.60
78.150,0.390,0.387105,0.387105,0.402,2.71,7.61
78.350,0.391,0.388701,0.388701,0.402,2.72,7.62
78.550,0.392,0.388906,0.388906,0.403,2.72,7.63
78.750,0.393,0.390236,0.390236,0.405,2.73,7.66
78.950,0.394,0.391294,0.391294,0.405,2.74,7.66
79.150,0.395,0.392304,0.392304,0.408,2.74,7.73
79.350,0.396,0.393297,0.393297,0.408,2.75,7.72
79.550,0.397,0.394304,0.394304,0.410,2.76,7.76
79.750,0.398,0.395252,0.395252,0.411,2.76,7.78
79.950,0.399,0.396363,0.396363,0.411,2.77,7.77
80.150,0.400,0.397118,0.397118,0.413,2.78,7.82
80.350,0.401,0.398363,0.398363,0.413,2.79,7.82
80.550,0.402,0.399038,0.399038,0.415,2.79,7.86
80.750,0.403,0.400404,0.400404,0.416,2.80,7.87
80.950,0.404,0.401186,0.401186,0.417,2.81,7.89
81.150,0.405,0.402084,0.402084,0.418,2.81,7.91
81.350,0.406,0.403420,0.403420,0.419,2.82,7.93
81.550,0.407,0.404028,0.404028,0.420,2.83,7.96
81.750,0.408,0.405343,0.405343,0.420,2.83,7.95
81.950,0.409,0.405885,0.405885,0.422,2.84,7.98
82.150,0.410,0.407147,0.407147,0.422,2.85,7.98
82.350,0.411,0.407953,0.407953,0.424,2.85,8.02
82.550,0.412,0.408981,0.408981,0.425,2.86,8.05
82.750,0.413,0.409793,0.409793,0.426,2.87,8.06
82.950,0.414,0.411188,0.411188,0.425,2.88,8.05
83.150,0.415,0.412048,0.412048,0.430,2.88,8.14
83.350,0.416,0.413141,0.413141,0.428,2.89,8.10
83.550,0.417,0.414030,0.414030,0.430,2.90,8.15
83.750,0.418,0.414907,0.414907,0.430,2.90,8.15
83.950,0.419,0.415867,0.415867,0.430,2.91,8.15
84.150,0.420,0.417155,0.417155,0.432,2.92,8.19
84.350,0.421,0.417730,0.417730,0.433,2.92,8.19
84.550,0.422,0.419324,0.419324,0.435,2.93,8.24
84.750,0.423,0.419798,0.419798,0.435,2.94,8.24
84.950,0.424,0.421433,0.421433,0.439,2.95,8.31
85.150,0.425,0.422236,0.422236,0.437,2.95,8.28
85.350,0.426,0.422850,0.422850,0.438,2.96,8.30
85.550,0.427,0.424491,0.424491,0.439,2.97,8.32
85.750,0.428,0.425048,0.425048,0.440,2.97,8.33
85.950,0.429,0.426517,0.426517,0.441,2.98,8.36
86.150,0.430,0.426977,0.426977,0.442,2.99,8.37
86.350,0.431,0.428242,0.428242,0.444,2.99,8.41
86.550,0.432,0.428816,0.428816,0.442,3.00,8.37
86.750,0.433,0.430262,0.430262,0.446,3.01,8.44
86.950,0.434,0.430938,0.430938,0.445,3.01,8.43
87.150,0.435,0.432176,0.432176,0.446,3.02,8.44
87.350,0.436,0.432869,0.432869,0.448,3.03,8.48
87.550,0.437,0.434360,0.434360,0.449,3.04,8.50
87.750,0.438,0.435157,0.435157,0.449,3.04,8.50
87.950,0.439,0.436164,0.436164,0.450,3.05,8.52
88.150,0.440,0.437219,0.437219,0.452,3.06,8.55
88.350,0.441,0.438105,0.438105,0.451,3.06,8.54
88.550,0.442,0.439257,0.439257,0.453,3.07,8.58
88.750,0.443,0.440140,0.440140,0.452,3.08,8.56
88.950,0.444,0.441029,0.441029,0.454,3.08,8.60
89.150,0.445,0.442131,0.442131,0.455,3.09,8.61
89.350,0.446,0.443032,0.443032,0.455,3.10,8.62
89.550,0.447,0.444282,0.444282,0.457,3.11,8.65
89.750,0.448,0.445292,0.445292,0.458,3.11,8.67
89.950,0.449,0.446202,0.446202,0.460,3.12,8.71
90.150,0.450,0.447656,0.447656,0.460,3.13,8.70
90.350,0.451,0.448199,0.448199,0.461,3.13,8.73
90.550,0.452,0.449313,0.449313,0.462,3.14,8.74
90.750,0.453,0.450302,0.450302,0.461,3.15,8.72
90.950,0.454,0.450930,0.450930,0.463,3.15,8.77
91.150,0.455,0.451964,0.451964,0.462,3.16,8.75
91.350,0.456,0.453152,0.453152,0.464,3.17,8.79
91.550,0.457,0.454195,0.454195,0.465,3.18,8.80
91.750,0.458,0.455119,0.455119,0.466,3.18,8.82
91.950,0.459,0.456192,0.456192,0.466,3.19,8.83
92.150,0.460,0.457170,0.457170,0.469,3.20,8.87
92.350,0.461,0.458103,0.458103,0.469,3.20,8.87
92.550,0.462,0.459344,0.459344,0.468,3.21,8.87
