"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
15.750,0.077,0.075499,0.075499,0.027,0.52,0.48
15.850,0.078,0.076002,0.076002,0.027,0.53,0.48
15.950,0.078,0.076536,0.076536,0.027,0.53,0.50
16.050,0.078,0.076888,0.076888,0.027,0.53,0.49
16.150,0.079,0.077226,0.077226,0.027,0.54,0.49
16.250,0.080,0.077869,0.077869,0.029,0.54,0.53
16.350,0.080,0.078577,0.078577,0.027,0.54,0.49
16.450,0.080,0.078944,0.078944,0.027,0.55,0.50
16.550,0.081,0.079365,0.079365,0.027,0.55,0.50
16.650,0.082,0.079709,0.079709,0.028,0.55,0.52
16.750,0.082,0.080506,0.080506,0.029,0.56,0.53
16.850,0.082,0.080906,0.080906,0.029,0.56,0.53
16.950,0.083,0.081634,0.081634,0.029,0.57,0.52
17.050,0.084,0.081981,0.081981,0.028,0.57,0.52
17.150,0.084,0.082147,0.082147,0.028,0.57,0.51
17.250,0.084,0.082977,0.082977,0.028,0.58,0.51
17.350,0.085,0.083539,0.083539,0.028,0.58,0.52
17.450,0.086,0.083996,0.083996,0.028,0.58,0.51
17.550,0.086,0.084573,0.084573,0.029,0.59,0.53
17.650,0.087,0.084890,0.084890,0.030,0.59,0.55
17.750,0.087,0.085519,0.085519,0.029,0.59,0.53
17.850,0.088,0.085927,0.085927,0.030,0.60,0.54
17.950,0.088,0.086319,0.086319,0.030,0.60,0.55
18.050,0.088,0.087121,0.087121,0.031,0.60,0.56
18.150,0.089,0.087578,0.087578,0.032,0.61,0.58
18.250,0.090,0.087877,0.087877,0.030,0.61,0.55
18.350,0.090,0.088511,0.088511,0.030,0.61,0.55
18.450,0.090,0.088792,0.088792,0.029,0.62,0.53
18.550,0.091,0.089409,0.089409,0.030,0.62,0.55
18.650,0.092,0.089681,0.089681,0.030,0.62,0.55
18.750,0.092,0.090126,0.090126,0.030,0.62,0.55
18.850,0.092,0.090902,0.090902,0.032,0.63,0.58
18.950,0.093,0.091725,0.091725,0.032,0.64,0.59
19.050,0.094,0.091900,0.091900,0.033,0.64,0.60
19.150,0.094,0.092377,0.092377,0.032,0.64,0.59
19.250,0.094,0.092617,0.092617,0.031,0.64,0.56
19.350,0.095,0.093145,0.093145,0.033,0.65,0.60
19.450,0.096,0.093939,0.093939,0.032,0.65,0.58
19.550,0.096,0.094336,0.094336,0.031,0.65,0.57
19.650,0.096,0.094697,0.094697,0.032,0.66,0.59
19.750,0.097,0.095313,0.095313,0.032,0.66,0.59
19.850,0.098,0.095693,0.095693,0.031,0.66,0.57
19.950,0.098,0.096318,0.096318,0.033,0.67,0.60
20.050,0.098,0.096578,0.096578,0.033,0.67,0.59
20.150,0.099,0.097304,0.097304,0.033,0.67,0.61
20.250,0.100,0.097669,0.097669,0.033,0.68,0.61
20.350,0.100,0.098300,0.098300,0.033,0.68,0.61
20.450,0.101,0.098632,0.098632,0.033,0.68,0.60
20.550,0.101,0.099082,0.099082,0.033,0.69,0.60
20.650,0.102,0.099689,0.099689,0.035,0.69,0.64
20.750,0.102,0.100460,0.100460,0.033,0.70,0.61
20.850,0.102,0.100753,0.100753,0.035,0.70,0.64
20.950,0.103,0.101236,0.101236,0.035,0.70,0.63
21.050,0.104,0.101529,0.101529,0.034,0.70,0.62
21.150,0.104,0.102059,0.102059,0.034,0.71,0.62
21.250,0.104,0.102711,0.102711,0.035,0.71,0.64
21.350,0.105,0.103218,0.103218,0.035,0.72,0.64
21.450,0.106,0.103550,0.103550,0.035,0.72,0.65
21.550,0.106,0.104299,0.104299,0.035,0.72,0.64
21.650,0.106,0.104498,0.104498,0.035,0.72,0.65
21.750,0.107,0.105298,0.105298,0.037,0.73,0.67
21.850,0.108,0.105585,0.105585,0.037,0.73,0.67
21.950,0.108,0.106101,0.106101,0.037,0.74,0.67
22.050,0.108,0.106548,0.106548,0.037,0.74,0.68
22.150,0.109,0.107203,0.107203,0.036,0.74,0.67
22.250,0.110,0.107472,0.107472,0.036,0.74,0.67
22.350,0.110,0.108026,0.108026,0.037,0.75,0.68
22.450,0.110,0.108548,0.108548,0.038,0.75,0.69
22.550,0.111,0.109274,0.109274,0.036,0.76,0.67
22.650,0.112,0.109647,0.109647,0.037,0.76,0.67
22.750,0.112,0.110059,0.110059,0.036,0.76,0.66
22.850,0.112,0.110435,0.110435,0.037,0.77,0.68
22.950,0.113,0.111262,0.111262,0.037,0.77,0.68
23.050,0.114,0.111765,0.111765,0.038,0.77,0.69
23.150,0.114,0.112026,0.112026,0.038,0.78,0.69
23.250,0.114,0.112583,0.112583,0.038,0.78,0.70
23.350,0.115,0.113018,0.113018,0.038,0.78,0.69
23.450,0.116,0.113676,0.113676,0.039,0.79,0.70
23.550,0.116,0.114156,0.114156,0.039,0.79,0.71
23.650,0.116,0.114781,0.114781,0.039,0.80,0.71
23.750,0.117,0.115033,0.115033,0.039,0.80,0.71
23.850,0.118,0.115347,0.115347,0.039,0.80,0.72
23.950,0.118,0.116112,0.116112,0.039,0.80,0.72
24.050,0.118,0.116431,0.116431,0.040,0.81,0.73
24.150,0.119,0.117264,0.117264,0.041,0.81,0.74
24.250,0.120,0.117534,0.117534,0.039,0.81,0.72
24.350,0.120,0.117934,0.117934,0.040,0.82,0.74
24.450,0.120,0.118470,0.118470,0.042,0.82,0.76
24.550,0.121,0.118959,0.118959,0.042,0.82,0.77
24.650,0.122,0.119468,0.119468,0.041,0.83,0.75
24.750,0.122,0.120135,0.120135,0.041,0.83,0.76
24.850,0.122,0.120372,0.120372,0.041,0.83,0.75
24.950,0.123,0.120920,0.120920,0.042,0.84,0.77
25.050,0.123,0.121335,0.121335,0.042,0.84,0.78
25.150,0.124,0.121984,0.121984,0.042,0.85,0.77
25.250,0.124,0.122680,0.122680,0.044,0.85,0.80
25.350,0.125,0.122929,0.122929,0.044,0.85,0.81
25.450,0.126,0.123492,0.123492,0.044,0.86,0.80
25.550,0.126,0.123915,0.123915,0.043,0.86,0.79
25.650,0.126,0.124262,0.124262,0.044,0.86,0.80
25.750,0.127,0.124890,0.124890,0.044,0.87,0.81
25.850,0.128,0.125331,0.125331,0.043,0.87,0.79
25.950,0.128,0.125909,0.125909,0.044,0.87,0.80
26.050,0.128,0.126679,0.126679,0.045,0.88,0.82
26.150,0.129,0.126964,0.126964,0.044,0.88,0.81
26.250,0.130,0.127586,0.127586,0.045,0.88,0.82
26.350,0.130,0.127838,0.127838,0.045,0.89,0.82
26.450,0.130,0.128487,0.128487,0.046,0.89,0.83
26.550,0.131,0.129266,0.129266,0.046,0.90,0.84
26.650,0.132,0.129764,0.129764,0.046,0.90,0.83
26.750,0.132,0.130030,0.130030,0.046,0.90,0.84
26.850,0.132,0.130460,0.130460,0.047,0.90,0.86
26.950,0.132,0.130706,0.130706,0.048,0.91,0.87
27.050,0.134,0.131589,0.131589,0.048,0.91,0.89
27.150,0.134,0.132024,0.132024,0.047,0.91,0.85
27.250,0.134,0.132421,0.132421,0.049,0.92,0.89
27.350,0.135,0.132815,0.132815,0.047,0.92,0.87
27.450,0.136,0.133497,0.133497,0.048,0.93,0.88
27.550,0.136,0.134119,0.134119,0.049,0.93,0.89
27.650,0.136,0.134566,0.134566,0.048,0.93,0.88
27.750,0.136,0.134785,0.134785,0.048,0.93,0.88
27.850,0.137,0.135233,0.135233,0.048,0.94,0.87
27.950,0.138,0.136151,0.136151,0.049,0.94,0.89
28.050,0.139,0.136453,0.136453,0.049,0.95,0.89
28.150,0.139,0.137052,0.137052,0.049,0.95,0.90
28.250,0.139,0.137511,0.137511,0.050,0.95,0.91
28.350,0.140,0.137686,0.137686,0.049,0.95,0.89
28.450,0.141,0.138628,0.138628,0.050,0.96,0.91
28.550,0.141,0.138936,0.138936,0.052,0.96,0.94
28.650,0.141,0.139472,0.139472,0.051,0.97,0.93
28.750,0.142,0.140024,0.140024,0.051,0.97,0.94
28.850,0.142,0.140512,0.140512,0.052,0.97,0.95
28.950,0.143,0.141016,0.141016,0.052,0.98,0.95
29.050,0.143,0.141413,0.141413,0.052,0.98,0.96
29.150,0.144,0.141920,0.141920,0.052,0.98,0.95
29.250,0.144,0.142625,0.142625,0.052,0.99,0.96
29.350,0.145,0.143211,0.143211,0.053,0.99,0.97
29.450,0.145,0.143546,0.143546,0.054,0.99,0.98
29.550,0.146,0.143902,0.143902,0.053,1.00,0.97
29.650,0.146,0.144257,0.144257,0.053,1.00,0.97
29.750,0.147,0.144903,0.144903,0.054,1.00,0.99
29.850,0.147,0.145333,0.145333,0.052,1.01,0.95
29.950,0.148,0.145919,0.145919,0.052,1.01,0.95
30.050,0.148,0.146420,0.146420,0.053,1.01,0.96
30.150,0.148,0.146811,0.146811,0.052,1.02,0.94
30.250,0.150,0.147498,0.147498,0.053,1.02,0.97
30.350,0.150,0.147869,0.147869,0.053,1.02,0.97
30.450,0.150,0.148449,0.148449,0.053,1.03,0.97
30.550,0.151,0.148926,0.148926,0.054,1.03,0.98
30.650,0.151,0.149472,0.149472,0.054,1.04,0.98
30.750,0.152,0.149812,0.149812,0.054,1.04,0.99
30.850,0.152,0.150372,0.150372,0.055,1.04,1.00
30.950,0.152,0.150683,0.150683,0.055,1.04,1.00
31.050,0.154,0.151605,0.151605,0.058,1.05,1.05
31.150,0.154,0.151957,0.151957,0.057,1.05,1.03
31.250,0.154,0.152417,0.152417,0.056,1.06,1.02
31.350,0.154,0.152639,0.152639,0.057,1.06,1.04
31.450,0.155,0.153397,0.153397,0.059,1.06,1.08
31.550,0.156,0.153901,0.153901,0.058,1.07,1.06
31.650,0.156,0.154482,0.154482,0.058,1.07,1.05
31.750,0.156,0.154861,0.154861,0.058,1.07,1.06
31.850,0.157,0.155284,0.155284,0.058,1.08,1.05
31.950,0.158,0.155667,0.155667,0.059,1.08,1.08
32.050,0.158,0.156315,0.156315,0.060,1.08,1.09
32.150,0.158,0.156618,0.156618,0.059,1.09,1.08
32.250,0.159,0.157409,0.157409,0.060,1.09,1.09
32.350,0.160,0.157936,0.157936,0.059,1.09,1.08
32.450,0.160,0.158226,0.158226,0.059,1.10,1.08
32.550,0.160,0.158680,0.158680,0.060,1.10,1.10
32.650,0.161,0.159207,0.159207,0.060,1.10,1.10
32.750,0.162,0.159859,0.159859,0.061,1.11,1.12
32.850,0.162,0.160505,0.160505,0.061,1.11,1.11
32.950,0.162,0.160801,0.160801,0.063,1.11,1.15
33.050,0.163,0.161157,0.161157,0.062,1.12,1.14
33.150,0.164,0.161636,0.161636,0.062,1.12,1.14
33.250,0.164,0.162318,0.162318,0.064,1.12,1.17
33.350,0.165,0.162845,0.162845,0.064,1.13,1.16
33.450,0.165,0.163316,0.163316,0.063,1.13,1.15
33.550,0.166,0.163550,0.163550,0.064,1.13,1.16
33.650,0.166,0.164051,0.164051,0.063,1.14,1.15
33.750,0.166,0.164703,0.164703,0.064,1.14,1.17
33.850,0.167,0.165290,0.165290,0.065,1.15,1.19
33.950,0.168,0.165663,0.165663,0.065,1.15,1.18
34.050,0.168,0.166178,0.166178,0.066,1.15,1.21
34.150,0.168,0.166377,0.166377,0.065,1.15,1.19
34.250,0.169,0.167103,0.167103,0.067,1.16,1.22
34.350,0.170,0.167520,0.167520,0.067,1.16,1.22
34.450,0.170,0.168000,0.168000,0.068,1.16,1.23
34.550,0.171,0.168409,0.168409,0.067,1.17,1.22
34.650,0.171,0.169002,0.169002,0.065,1.17,1.19
34.750,0.172,0.169325,0.169325,0.067,1.17,1.23
34.850,0.172,0.169778,0.169778,0.067,1.18,1.23
34.950,0.173,0.170314,0.170314,0.069,1.18,1.26
35.050,0.173,0.171188,0.171188,0.070,1.19,1.28
35.150,0.174,0.171544,0.171544,0.070,1.19,1.28
35.250,0.174,0.171917,0.171917,0.069,1.19,1.25
35.350,0.175,0.172222,0.172222,0.069,1.19,1.26
35.450,0.175,0.172797,0.172797,0.069,1.20,1.26
35.550,0.176,0.173366,0.173366,0.071,1.20,1.29
35.650,0.176,0.173976,0.173976,0.071,1.21,1.29
35.750,0.176,0.174231,0.174231,0.070,1.21,1.29
35.850,0.177,0.175061,0.175061,0.072,1.21,1.32
35.950,0.178,0.175300,0.175300,0.071,1.21,1.29
36.050,0.178,0.175949,0.175949,0.074,1.22,1.35
36.150,0.178,0.176172,0.176172,0.073,1.22,1.33
36.250,0.179,0.176767,0.176767,0.073,1.22,1.34
36.350,0.180,0.177327,0.177327,0.073,1.23,1.34
36.450,0.180,0.178139,0.178139,0.076,1.23,1.38
36.550,0.180,0.178388,0.178388,0.075,1.24,1.37
36.650,0.181,0.178885,0.178885,0.075,1.24,1.37
36.750,0.182,0.179330,0.179330,0.076,1.24,1.39
36.850,0.182,0.179836,0.179836,0.075,1.25,1.38
36.950,0.182,0.180346,0.180346,0.077,1.25,1.40
37.050,0.183,0.180867,0.180867,0.077,1.25,1.41
37.150,0.184,0.181125,0.181125,0.077,1.26,1.41
37.250,0.184,0.182029,0.182029,0.078,1.26,1.43
37.350,0.184,0.182242,0.182242,0.078,1.26,1.42
37.450,0.185,0.183009,0.183009,0.079,1.27,1.45
37.550,0.186,0.183412,0.183412,0.080,1.27,1.46
37.650,0.186,0.183978,0.183978,0.080,1.27,1.45
37.750,0.186,0.184278,0.184278,0.080,1.28,1.46
37.850,0.187,0.184956,0.184956,0.080,1.28,1.45
37.950,0.188,0.185391,0.185391,0.081,1.28,1.47
38.050,0.188,0.185803,0.185803,0.081,1.29,1.48
38.150,0.188,0.186313,0.186313,0.082,1.29,1.51
38.250,0.189,0.187018,0.187018,0.083,1.30,1.52
38.350,0.190,0.187267,0.187267,0.084,1.30,1.54
38.450,0.190,0.187848,0.187848,0.084,1.30,1.54
38.550,0.190,0.188031,0.188031,0.082,1.30,1.49
38.650,0.191,0.188822,0.188822,0.084,1.31,1.53
38.750,0.192,0.189287,0.189287,0.085,1.31,1.55
38.850,0.192,0.189797,0.189797,0.085,1.32,1.55
38.950,0.192,0.190218,0.190218,0.086,1.32,1.57
39.050,0.193,0.190781,0.190781,0.085,1.32,1.55
39.150,0.194,0.191264,0.191264,0.087,1.33,1.58
39.250,0.194,0.191826,0.191826,0.088,1.33,1.62
39.350,0.194,0.192404,0.192404,0.088,1.33,1.60
39.450,0.195,0.192878,0.192878,0.087,1.34,1.58
39.550,0.196,0.193127,0.193127,0.088,1.34,1.61
39.650,0.196,0.193814,0.193814,0.088,1.34,1.60
39.750,0.196,0.194049,0.194049,0.089,1.34,1.63
39.850,0.197,0.194659,0.194659,0.089,1.35,1.63
39.950,0.198,0.195441,0.195441,0.091,1.35,1.67
40.050,0.198,0.195868,0.195868,0.091,1.36,1.66
40.150,0.198,0.196158,0.196158,0.092,1.36,1.68
40.250,0.199,0.196582,0.196582,0.092,1.36,1.68
40.350,0.200,0.197213,0.197213,0.091,1.37,1.67
40.450,0.200,0.197986,0.197986,0.092,1.37,1.68
40.550,0.201,0.198439,0.198439,0.092,1.38,1.69
40.650,0.201,0.198724,0.198724,0.093,1.38,1.71
40.750,0.202,0.199070,0.199070,0.093,1.38,1.69
40.850,0.202,0.199701,0.199701,0.094,1.38,1.71
40.950,0.203,0.200566,0.200566,0.095,1.39,1.74
41.050,0.203,0.201038,0.201038,0.096,1.39,1.75
41.150,0.204,0.201322,0.201322,0.096,1.40,1.76
41.250,0.204,0.201793,0.201793,0.097,1.40,1.77
41.350,0.205,0.202077,0.202077,0.096,1.40,1.76
41.450,0.205,0.202963,0.202963,0.097,1.41,1.76
41.550,0.206,0.203384,0.203384,0.096,1.41,1.76
41.650,0.206,0.203808,0.203808,0.097,1.41,1.77
41.750,0.206,0.204270,0.204270,0.099,1.42,1.80
41.850,0.207,0.205082,0.205082,0.098,1.42,1.80
41.950,0.208,0.205425,0.205425,0.100,1.42,1.83
42.050,0.208,0.205808,0.205808,0.100,1.43,1.82
42.150,0.208,0.206255,0.206255,0.101,1.43,1.85
42.250,0.209,0.206883,0.206883,0.101,1.43,1.85
42.350,0.210,0.207535,0.207535,0.101,1.44,1.85
42.450,0.210,0.207798,0.207798,0.102,1.44,1.87
42.550,0.210,0.208385,0.208385,0.103,1.44,1.88
42.650,0.210,0.208504,0.208504,0.102,1.44,1.87
42.750,0.212,0.209238,0.209238,0.104,1.45,1.90
42.850,0.212,0.209455,0.209455,0.104,1.45,1.90
42.950,0.212,0.210160,0.210160,0.104,1.46,1.90
43.050,0.213,0.210823,0.210823,0.105,1.46,1.91
43.150,0.214,0.211327,0.211327,0.105,1.46,1.92
43.250,0.214,0.211795,0.211795,0.105,1.47,1.93
43.350,0.214,0.212026,0.212026,0.105,1.47,1.93
43.450,0.214,0.212432,0.212432,0.107,1.47,1.95
43.550,0.216,0.213078,0.213078,0.107,1.48,1.96
43.650,0.216,0.213993,0.213993,0.108,1.48,1.97
43.750,0.216,0.214183,0.214183,0.109,1.48,2.00
43.850,0.216,0.214530,0.214530,0.108,1.49,1.98
43.950,0.217,0.214921,0.214921,0.109,1.49,1.99
44.050,0.218,0.215457,0.215457,0.108,1.49,1.98
44.150,0.218,0.216301,0.216301,0.112,1.50,2.04
44.250,0.218,0.216654,0.216654,0.111,1.50,2.02
44.350,0.219,0.217004,0.217004,0.111,1.50,2.03
44.450,0.220,0.217398,0.217398,0.112,1.51,2.05
44.550,0.220,0.218123,0.218123,0.113,1.51,2.06
44.650,0.220,0.218438,0.218438,0.112,1.51,2.05
44.750,0.221,0.219033,0.219033,0.114,1.52,2.07
44.850,0.222,0.219608,0.219608,0.115,1.52,2.09
44.950,0.222,0.220186,0.220186,0.114,1.53,2.08
45.050,0.223,0.220621,0.220621,0.114,1.53,2.09
45.150,0.223,0.220929,0.220929,0.115,1.53,2.10
45.250,0.224,0.221471,0.221471,0.116,1.53,2.12
45.350,0.224,0.222239,0.222239,0.117,1.54,2.13
45.450,0.225,0.222778,0.222778,0.118,1.54,2.15
45.550,0.226,0.223095,0.223095,0.119,1.55,2.17
45.650,0.226,0.223536,0.223536,0.117,1.55,2.14
45.750,0.226,0.223862,0.223862,0.119,1.55,2.17
45.850,0.227,0.224567,0.224567,0.121,1.56,2.20
45.950,0.228,0.225258,0.225258,0.120,1.56,2.19
46.050,0.228,0.225634,0.225634,0.122,1.56,2.23
46.150,0.228,0.225930,0.225930,0.120,1.57,2.20
46.250,0.228,0.226351,0.226351,0.121,1.57,2.21
