"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
30.950,0.154,0.150962,0.150962,0.058,1.06,1.09
31.150,0.156,0.151957,0.151957,0.059,1.06,1.10
31.350,0.156,0.152814,0.152814,0.060,1.07,1.11
31.550,0.158,0.153830,0.153830,0.060,1.08,1.13
31.750,0.158,0.155041,0.155041,0.063,1.08,1.17
31.950,0.159,0.155806,0.155806,0.063,1.09,1.17
32.150,0.160,0.156941,0.156941,0.064,1.10,1.19
32.350,0.161,0.158022,0.158022,0.065,1.11,1.21
32.550,0.162,0.158929,0.158929,0.066,1.11,1.24
32.750,0.163,0.159918,0.159918,0.067,1.12,1.24
32.950,0.164,0.161118,0.161118,0.069,1.13,1.29
33.150,0.165,0.162045,0.162045,0.069,1.13,1.29
33.350,0.166,0.163565,0.163565,0.070,1.14,1.32
33.550,0.167,0.164051,0.164051,0.069,1.15,1.30
33.750,0.168,0.165307,0.165307,0.072,1.16,1.35
33.950,0.170,0.166178,0.166178,0.073,1.16,1.36
34.150,0.170,0.166952,0.166952,0.074,1.17,1.39
34.350,0.171,0.168143,0.168143,0.074,1.18,1.39
34.550,0.172,0.169129,0.169129,0.075,1.18,1.40
34.750,0.174,0.170134,0.170134,0.077,1.19,1.44
34.950,0.174,0.171250,0.171250,0.079,1.20,1.47
35.150,0.175,0.172116,0.172116,0.077,1.20,1.45
35.350,0.176,0.173153,0.173153,0.079,1.21,1.47
35.550,0.178,0.174278,0.174278,0.080,1.22,1.49
35.750,0.178,0.175182,0.175182,0.081,1.23,1.51
35.950,0.180,0.176494,0.176494,0.083,1.23,1.56
36.150,0.180,0.177336,0.177336,0.083,1.24,1.56
36.350,0.181,0.177961,0.177961,0.084,1.24,1.58
36.550,0.182,0.179075,0.179075,0.084,1.25,1.58
36.750,0.183,0.180047,0.180047,0.086,1.26,1.60
36.950,0.184,0.181333,0.181333,0.088,1.27,1.65
37.150,0.185,0.182135,0.182135,0.089,1.27,1.66
37.350,0.186,0.183238,0.183238,0.092,1.28,1.72
37.550,0.187,0.183993,0.183993,0.092,1.29,1.71
37.750,0.188,0.185193,0.185193,0.093,1.30,1.74
37.950,0.189,0.186263,0.186263,0.092,1.30,1.73
38.150,0.190,0.187430,0.187430,0.095,1.31,1.77
38.350,0.191,0.188357,0.188357,0.095,1.32,1.78
38.550,0.192,0.189210,0.189210,0.097,1.32,1.82
38.750,0.193,0.190342,0.190342,0.098,1.33,1.84
38.950,0.194,0.191335,0.191335,0.099,1.34,1.85
39.150,0.196,0.192381,0.192381,0.102,1.35,1.90
39.350,0.196,0.193169,0.193169,0.103,1.35,1.92
39.550,0.198,0.194641,0.194641,0.105,1.36,1.96
39.750,0.198,0.195320,0.195320,0.105,1.37,1.96
39.950,0.199,0.196445,0.196445,0.107,1.37,2.00
40.150,0.200,0.197553,0.197553,0.108,1.38,2.02
40.350,0.201,0.198436,0.198436,0.109,1.39,2.03
40.550,0.203,0.199743,0.199743,0.111,1.40,2.07
40.750,0.203,0.200401,0.200401,0.112,1.40,2.10
40.950,0.205,0.201829,0.201829,0.114,1.41,2.13
41.150,0.205,0.202729,0.202729,0.114,1.42,2.13
41.350,0.206,0.203882,0.203882,0.117,1.43,2.19
41.550,0.207,0.204865,0.204865,0.117,1.43,2.18
41.750,0.208,0.205656,0.205656,0.119,1.44,2.22
41.950,0.209,0.206975,0.206975,0.120,1.45,2.25
42.150,0.210,0.207730,0.207730,0.122,1.45,2.27
42.350,0.212,0.209034,0.209034,0.124,1.46,2.32
42.550,0.212,0.209780,0.209780,0.124,1.47,2.32
42.750,0.213,0.210983,0.210983,0.125,1.48,2.34
42.950,0.214,0.212008,0.212008,0.127,1.48,2.38
43.150,0.216,0.213019,0.213019,0.129,1.49,2.41
43.350,0.216,0.214168,0.214168,0.130,1.50,2.43
43.550,0.218,0.215235,0.215235,0.131,1.51,2.46
43.750,0.218,0.216073,0.216073,0.132,1.51,2.47
43.950,0.219,0.217312,0.217312,0.133,1.52,2.50
44.150,0.220,0.218201,0.218201,0.134,1.53,2.52
44.350,0.221,0.219021,0.219021,0.137,1.53,2.57
44.550,0.222,0.220461,0.220461,0.141,1.54,2.63
44.750,0.223,0.221122,0.221122,0.140,1.55,2.62
44.950,0.224,0.222449,0.222449,0.143,1.56,2.67
45.150,0.225,0.223293,0.223293,0.143,1.56,2.67
45.350,0.226,0.224034,0.224034,0.144,1.57,2.70
45.550,0.227,0.225290,0.225290,0.146,1.58,2.73
45.750,0.228,0.226158,0.226158,0.147,1.58,2.74
45.950,0.230,0.227391,0.227391,0.149,1.59,2.79
46.150,0.230,0.228300,0.228300,0.151,1.60,2.83
46.350,0.232,0.229373,0.229373,0.154,1.60,2.88
46.550,0.232,0.230359,0.230359,0.154,1.61,2.87
46.750,0.234,0.231491,0.231491,0.156,1.62,2.91
46.950,0.234,0.232407,0.232407,0.158,1.63,2.95
47.150,0.235,0.233405,0.233405,0.157,1.63,2.95
47.350,0.236,0.234457,0.234457,0.161,1.64,3.02
47.550,0.238,0.235553,0.235553,0.161,1.65,3.02
47.750,0.238,0.236735,0.236735,0.163,1.66,3.05
47.950,0.239,0.237384,0.237384,0.165,1.66,3.09
48.150,0.240,0.238883,0.238883,0.168,1.67,3.15
48.350,0.241,0.239556,0.239556,0.169,1.68,3.15
48.550,0.242,0.240545,0.240545,0.170,1.68,3.18
48.750,0.244,0.241893,0.241893,0.171,1.69,3.19
48.950,0.244,0.242453,0.242453,0.173,1.70,3.25
49.150,0.246,0.243597,0.243597,0.175,1.70,3.27
49.350,0.246,0.244533,0.244533,0.177,1.71,3.31
49.550,0.248,0.245523,0.245523,0.178,1.72,3.34
49.750,0.248,0.246672,0.246672,0.179,1.72,3.34
49.950,0.250,0.247745,0.247745,0.183,1.73,3.43
50.150,0.250,0.248556,0.248556,0.183,1.74,3.42
50.350,0.252,0.249715,0.249715,0.186,1.75,3.47
50.550,0.252,0.250598,0.250598,0.187,1.75,3.49
50.750,0.254,0.251732,0.251732,0.187,1.76,3.51
50.950,0.254,0.252681,0.252681,0.189,1.77,3.54
51.150,0.256,0.253972,0.253972,0.193,1.78,3.60
51.350,0.256,0.254790,0.254790,0.193,1.78,3.61
51.550,0.258,0.255788,0.255788,0.195,1.79,3.65
51.750,0.258,0.256920,0.256920,0.197,1.80,3.68
51.950,0.259,0.257767,0.257767,0.199,1.80,3.72
52.150,0.260,0.259121,0.259121,0.202,1.81,3.78
52.350,0.262,0.259853,0.259853,0.201,1.82,3.76
52.550,0.262,0.260843,0.260843,0.205,1.82,3.83
52.750,0.264,0.261874,0.261874,0.205,1.83,3.83
52.950,0.264,0.262923,0.262923,0.208,1.84,3.90
53.150,0.266,0.263871,0.263871,0.210,1.85,3.92
53.350,0.266,0.264905,0.264905,0.211,1.85,3.95
53.550,0.268,0.266078,0.266078,0.213,1.86,3.99
53.750,0.268,0.266919,0.266919,0.214,1.87,4.00
53.950,0.270,0.267897,0.267897,0.216,1.87,4.05
54.150,0.270,0.269008,0.269008,0.218,1.88,4.07
54.350,0.272,0.270193,0.270193,0.221,1.89,4.13
54.550,0.272,0.271189,0.271189,0.222,1.90,4.14
54.750,0.274,0.272279,0.272279,0.222,1.90,4.15
54.950,0.274,0.273212,0.273212,0.222,1.91,4.15
55.150,0.276,0.274376,0.274376,0.224,1.92,4.20
55.350,0.277,0.275236,0.275236,0.227,1.92,4.25
55.550,0.278,0.276477,0.276477,0.229,1.93,4.29
55.750,0.279,0.277416,0.277416,0.231,1.94,4.33
55.950,0.280,0.278506,0.278506,0.231,1.95,4.33
56.150,0.281,0.279428,0.279428,0.234,1.95,4.37
56.350,0.282,0.280583,0.280583,0.235,1.96,4.40
56.550,0.283,0.281682,0.281682,0.238,1.97,4.45
56.750,0.284,0.282601,0.282601,0.240,1.98,4.50
56.950,0.285,0.283685,0.283685,0.242,1.98,4.52
57.150,0.286,0.284731,0.284731,0.245,1.99,4.59
57.350,0.287,0.285573,0.285573,0.244,2.00,4.57
57.550,0.288,0.286746,0.286746,0.249,2.01,4.65
57.750,0.288,0.287709,0.287709,0.249,2.01,4.66
57.950,0.290,0.288648,0.288648,0.253,2.02,4.73
58.150,0.290,0.289468,0.289468,0.255,2.02,4.76
58.350,0.292,0.290671,0.290671,0.257,2.03,4.81
58.550,0.292,0.291679,0.291679,0.258,2.04,4.83
58.750,0.294,0.292487,0.292487,0.258,2.05,4.83
58.950,0.294,0.293569,0.293569,0.262,2.05,4.90
59.150,0.296,0.294550,0.294550,0.263,2.06,4.92
59.350,0.296,0.295634,0.295634,0.267,2.07,4.99
59.550,0.298,0.296603,0.296603,0.268,2.07,5.01
59.750,0.298,0.297512,0.297512,0.270,2.08,5.06
59.950,0.300,0.298520,0.298520,0.272,2.09,5.09
60.150,0.300,0.299352,0.299352,0.274,2.09,5.12
60.350,0.302,0.300350,0.300350,0.276,2.10,5.17
60.550,0.302,0.301408,0.301408,0.278,2.11,5.20
60.750,0.304,0.302513,0.302513,0.281,2.12,5.26
60.950,0.304,0.303352,0.303352,0.282,2.12,5.27
61.150,0.306,0.304584,0.304584,0.285,2.13,5.33
61.350,0.306,0.305464,0.305464,0.287,2.14,5.37
61.550,0.307,0.306371,0.306371,0.290,2.14,5.43
61.750,0.308,0.307550,0.307550,0.290,2.15,5.43
61.950,0.310,0.308670,0.308670,0.294,2.16,5.50
62.150,0.310,0.309390,0.309390,0.293,2.16,5.49
62.350,0.312,0.310696,0.310696,0.297,2.17,5.55
62.550,0.312,0.311591,0.311591,0.299,2.18,5.60
62.750,0.314,0.312658,0.312658,0.301,2.19,5.63
62.950,0.314,0.313620,0.313620,0.304,2.19,5.68
63.150,0.316,0.314465,0.314465,0.305,2.20,5.71
63.350,0.316,0.315757,0.315757,0.308,2.21,5.76
63.550,0.318,0.316607,0.316607,0.308,2.21,5.77
63.750,0.318,0.317745,0.317745,0.313,2.22,5.85
63.950,0.320,0.318390,0.318390,0.313,2.23,5.85
64.150,0.320,0.319522,0.319522,0.318,2.23,5.95
64.350,0.322,0.320512,0.320512,0.318,2.24,5.95
64.550,0.322,0.321347,0.321347,0.319,2.25,5.97
64.750,0.324,0.322663,0.322663,0.323,2.26,6.04
64.950,0.324,0.323116,0.323116,0.323,2.26,6.05
65.150,0.326,0.324671,0.324671,0.329,2.27,6.15
65.350,0.326,0.325302,0.325302,0.329,2.27,6.15
65.550,0.328,0.326295,0.326295,0.332,2.28,6.20
65.750,0.328,0.327119,0.327119,0.334,2.29,6.24
65.950,0.329,0.328191,0.328191,0.336,2.30,6.28
66.150,0.330,0.329056,0.329056,0.338,2.30,6.32
66.350,0.331,0.330182,0.330182,0.338,2.31,6.33
66.550,0.332,0.331071,0.331071,0.341,2.32,6.38
66.750,0.333,0.332001,0.332001,0.342,2.32,6.41
66.950,0.334,0.333168,0.333168,0.347,2.33,6.50
67.150,0.335,0.333764,0.333764,0.347,2.33,6.50
67.350,0.336,0.334993,0.334993,0.351,2.34,6.57
67.550,0.337,0.335835,0.335835,0.352,2.35,6.58
67.750,0.338,0.336813,0.336813,0.354,2.36,6.63
67.950,0.339,0.337885,0.337885,0.356,2.36,6.67
68.150,0.340,0.338827,0.338827,0.358,2.37,6.70
68.350,0.342,0.339920,0.339920,0.362,2.38,6.77
68.550,0.342,0.340966,0.340966,0.363,2.38,6.79
68.750,0.343,0.341796,0.341796,0.366,2.39,6.84
68.950,0.344,0.342833,0.342833,0.367,2.40,6.86
69.150,0.345,0.343799,0.343799,0.368,2.40,6.89
69.350,0.346,0.344933,0.344933,0.372,2.41,6.96
69.550,0.348,0.346032,0.346032,0.375,2.42,7.02
69.750,0.348,0.347004,0.347004,0.375,2.43,7.02
69.950,0.350,0.347955,0.347955,0.378,2.43,7.08
70.150,0.351,0.348853,0.348853,0.380,2.44,7.10
70.350,0.351,0.349783,0.349783,0.380,2.45,7.11
70.550,0.352,0.350992,0.350992,0.385,2.45,7.19
70.750,0.353,0.351833,0.351833,0.386,2.46,7.22
70.950,0.354,0.353007,0.353007,0.389,2.47,7.28
71.150,0.355,0.353813,0.353813,0.391,2.47,7.32
71.350,0.356,0.354852,0.354852,0.394,2.48,7.37
71.550,0.357,0.356079,0.356079,0.394,2.49,7.38
71.750,0.358,0.356935,0.356935,0.398,2.50,7.44
71.950,0.360,0.357871,0.357871,0.399,2.50,7.45
72.150,0.360,0.359267,0.359267,0.401,2.51,7.50
72.350,0.362,0.360022,0.360022,0.403,2.52,7.55
72.550,0.362,0.361083,0.361083,0.405,2.53,7.58
72.750,0.364,0.362496,0.362496,0.408,2.53,7.63
72.950,0.364,0.362890,0.362890,0.409,2.54,7.64
73.150,0.366,0.364446,0.364446,0.412,2.55,7.70
73.350,0.366,0.364949,0.364949,0.413,2.55,7.73
73.550,0.367,0.366028,0.366028,0.415,2.56,7.77
73.750,0.368,0.367154,0.367154,0.417,2.57,7.80
73.950,0.369,0.367826,0.367826,0.420,2.57,7.85
74.150,0.370,0.369231,0.369231,0.422,2.58,7.90
74.350,0.371,0.370022,0.370022,0.424,2.59,7.92
74.550,0.372,0.371053,0.371053,0.428,2.59,8.00
74.750,0.373,0.372258,0.372258,0.428,2.60,8.00
74.950,0.374,0.372836,0.372836,0.430,2.61,8.04
75.150,0.375,0.374063,0.374063,0.432,2.62,8.08
75.350,0.376,0.375073,0.375073,0.434,2.62,8.12
75.550,0.377,0.376003,0.376003,0.436,2.63,8.16
75.750,0.378,0.376966,0.376966,0.438,2.64,8.20
75.950,0.379,0.378243,0.378243,0.441,2.65,8.25
76.150,0.380,0.378922,0.378922,0.442,2.65,8.27
76.350,0.381,0.379967,0.379967,0.443,2.66,8.29
76.550,0.382,0.380735,0.380735,0.446,2.66,8.34
76.750,0.384,0.382145,0.382145,0.448,2.67,8.39
76.950,0.384,0.382838,0.382838,0.449,2.68,8.40
77.150,0.385,0.383887,0.383887,0.454,2.68,8.49
77.350,0.386,0.384900,0.384900,0.455,2.69,8.52
77.550,0.387,0.385602,0.385602,0.455,2.70,8.51
77.750,0.388,0.386909,0.386909,0.459,2.71,8.59
77.950,0.389,0.387863,0.387863,0.461,2.71,8.62
78.150,0.390,0.388817,0.388817,0.464,2.72,8.67
78.350,0.391,0.389777,0.389777,0.464,2.73,8.68
78.550,0.392,0.390802,0.390802,0.468,2.73,8.75
78.750,0.393,0.391783,0.391783,0.468,2.74,8.76
78.950,0.394,0.392917,0.392917,0.469,2.75,8.77
79.150,0.395,0.393726,0.393726,0.472,2.75,8.83
79.350,0.396,0.394662,0.394662,0.473,2.76,8.84
79.550,0.397,0.395925,0.395925,0.478,2.77,8.94
79.750,0.398,0.396588,0.396588,0.477,2.77,8.91
79.950,0.399,0.397942,0.397942,0.482,2.78,9.01
80.150,0.400,0.398647,0.398647,0.481,2.79,9.00
80.350,0.401,0.399681,0.399681,0.483,2.79,9.04
80.550,0.402,0.400706,0.400706,0.483,2.80,9.04
80.750,0.403,0.401631,0.401631,0.486,2.81,9.10
80.950,0.404,0.402688,0.402688,0.488,2.82,9.14
81.150,0.405,0.403568,0.403568,0.490,2.82,9.16
81.350,0.406,0.404706,0.404706,0.494,2.83,9.24
81.550,0.407,0.405648,0.405648,0.493,2.84,9.23
81.750,0.408,0.407014,0.407014,0.499,2.85,9.34
81.950,0.409,0.407639,0.407639,0.497,2.85,9.30
82.150,0.410,0.408854,0.408854,0.501,2.86,9.38
82.350,0.411,0.409870,0.409870,0.501,2.87,9.38
82.550,0.412,0.410602,0.410602,0.503,2.87,9.41
82.750,0.413,0.412027,0.412027,0.506,2.88,9.47
82.950,0.414,0.412919,0.412919,0.507,2.89,9.48
83.150,0.415,0.414071,0.414071,0.511,2.90,9.55
83.350,0.416,0.414907,0.414907,0.511,2.90,9.55
83.550,0.417,0.416136,0.416136,0.515,2.91,9.63
83.750,0.418,0.417149,0.417149,0.516,2.92,9.65
83.950,0.419,0.418000,0.418000,0.517,2.92,9.68
84.150,0.420,0.419084,0.419084,0.519,2.93,9.70
84.350,0.422,0.420435,0.420435,0.521,2.94,9.74
84.550,0.422,0.421057,0.421057,0.521,2.94,9.75
84.750,0.423,0.422106,0.422106,0.524,2.95,9.80
84.950,0.424,0.423078,0.423078,0.525,2.96,9.82
85.150,0.425,0.423940,0.423940,0.526,2.96,9.85
85.350,0.426,0.425475,0.425475,0.531,2.98,9.93
85.550,0.427,0.426026,0.426026,0.530,2.98,9.92
85.750,0.428,0.427406,0.427406,0.534,2.99,9.98
85.950,0.429,0.428185,0.428185,0.534,2.99,9.99
86.150,0.430,0.429344,0.429344,0.538,3.00,10.07
86.350,0.431,0.430212,0.430212,0.537,3.01,10.05
86.550,0.432,0.431151,0.431151,0.540,3.02,10.09
86.750,0.433,0.432253,0.432253,0.541,3.02,10.12
86.950,0.434,0.432973,0.432973,0.541,3.03,10.12
87.150,0.436,0.434597,0.434597,0.547,3.04,10.23
87.350,0.436,0.435106,0.435106,0.547,3.04,10.23
87.550,0.438,0.436582,0.436582,0.552,3.05,10.32
87.750,0.438,0.437346,0.437346,0.550,3.06,10.28
87.950,0.439,0.438413,0.438413,0.554,3.07,10.36
88.150,0.440,0.439358,0.439358,0.553,3.07,10.35
88.350,0.441,0.440484,0.440484,0.556,3.08,10.40
88.550,0.442,0.441444,0.441444,0.559,3.09,10.45
88.750,0.443,0.442584,0.442584,0.559,3.09,10.45
88.950,0.444,0.443654,0.443654,0.562,3.10,10.51
89.150,0.445,0.444569,0.444569,0.563,3.11,10.53
89.350,0.446,0.445867,0.445867,0.567,3.12,10.60
89.550,0.447,0.446533,0.446533,0.565,3.12,10.57
89.750,0.448,0.447683,0.447683,0.568,3.13,10.63
89.950,0.449,0.448735,0.448735,0.569,3.14,10.65
90.150,0.450,0.449754,0.449754,0.572,3.15,10.70
90.350,0.451,0.450898,0.450898,0.574,3.15,10.73
90.550,0.452,0.451612,0.451612,0.575,3.16,10.75
90.750,0.454,0.453043,0.453043,0.577,3.17,10.79
90.950,0.454,0.453807,0.453807,0.578,3.17,10.81
91.150,0.456,0.455122,0.455122,0.580,3.18,10.86
91.350,0.456,0.456076,0.456076,0.581,3.19,10.88
91.550,0.457,0.456746,0.456746,0.583,3.19,10.91
91.750,0.458,0.457967,0.457967,0.585,3.20,10.94
91.950,0.459,0.459069,0.459069,0.587,3.21,10.98
92.150,0.460,0.459895,0.459895,0.589,3.22,11.01
92.350,0.462,0.461391,0.461391,0.589,3.23,11.02
92.550,0.462,0.461969,0.461969,0.590,3.23,11.04
