"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
3.900,0.018,0.018314,0.018314,0.012,0.11,0.22
4.000,0.018,0.018547,0.018547,0.012,0.12,0.22
4.100,0.019,0.018902,0.018902,0.012,0.12,0.23
4.200,0.020,0.019496,0.019496,0.013,0.12,0.23
4.300,0.020,0.020010,0.020010,0.011,0.13,0.21
4.400,0.020,0.020487,0.020487,0.011,0.13,0.21
4.500,0.021,0.020582,0.020582,0.011,0.13,0.21
4.600,0.022,0.021949,0.021949,0.013,0.14,0.24
4.700,0.022,0.022029,0.022029,0.012,0.14,0.23
4.800,0.022,0.022177,0.022177,0.011,0.14,0.20
4.900,0.023,0.022680,0.022680,0.012,0.14,0.22
5.000,0.024,0.023257,0.023257,0.013,0.15,0.24
5.100,0.024,0.024383,0.024383,0.013,0.15,0.24
5.200,0.024,0.024170,0.024170,0.013,0.15,0.23
5.300,0.025,0.024739,0.024739,0.011,0.16,0.21
5.400,0.026,0.025190,0.025190,0.012,0.16,0.22
5.500,0.026,0.025661,0.025661,0.011,0.16,0.20
5.600,0.026,0.026756,0.026756,0.012,0.17,0.23
5.700,0.027,0.026466,0.026466,0.012,0.17,0.21
5.800,0.028,0.027284,0.027284,0.011,0.17,0.21
5.900,0.028,0.027722,0.027722,0.011,0.17,0.21
6.000,0.028,0.028248,0.028248,0.011,0.18,0.21
6.100,0.029,0.029054,0.029054,0.011,0.18,0.21
6.200,0.030,0.029150,0.029150,0.012,0.18,0.22
6.300,0.030,0.030082,0.030082,0.012,0.19,0.22
6.400,0.030,0.030674,0.030674,0.012,0.19,0.21
6.500,0.031,0.030762,0.030762,0.011,0.19,0.21
6.600,0.032,0.031308,0.031308,0.010,0.20,0.19
6.700,0.032,0.031779,0.031779,0.010,0.20,0.19
6.800,0.032,0.032831,0.032831,0.012,0.21,0.23
6.900,0.033,0.033379,0.033379,0.011,0.21,0.20
7.000,0.034,0.033458,0.033458,0.012,0.21,0.22
7.100,0.034,0.033830,0.033830,0.011,0.21,0.20
7.200,0.035,0.034516,0.034516,0.011,0.22,0.21
7.300,0.035,0.035169,0.035169,0.011,0.22,0.20
7.400,0.036,0.035904,0.035904,0.013,0.23,0.24
7.500,0.036,0.036006,0.036006,0.012,0.23,0.22
7.600,0.036,0.036347,0.036347,0.012,0.23,0.22
7.700,0.037,0.037009,0.037009,0.011,0.23,0.20
7.800,0.038,0.037912,0.037912,0.011,0.24,0.20
7.900,0.038,0.038222,0.038222,0.011,0.24,0.20
8.000,0.038,0.038545,0.038545,0.011,0.24,0.20
8.100,0.039,0.038927,0.038927,0.011,0.24,0.21
8.200,0.040,0.039657,0.039657,0.012,0.25,0.23
8.300,0.040,0.040336,0.040336,0.012,0.25,0.23
8.400,0.040,0.040715,0.040715,0.011,0.26,0.20
8.500,0.041,0.041034,0.041034,0.011,0.26,0.21
8.600,0.042,0.041576,0.041576,0.011,0.26,0.21
8.700,0.042,0.042128,0.042128,0.011,0.26,0.21
8.800,0.043,0.042610,0.042610,0.011,0.27,0.21
8.900,0.043,0.042946,0.042946,0.012,0.27,0.22
9.000,0.044,0.043584,0.043584,0.012,0.27,0.22
9.100,0.044,0.044198,0.044198,0.014,0.28,0.27
9.200,0.044,0.044549,0.044549,0.014,0.28,0.26
9.300,0.045,0.045124,0.045124,0.012,0.28,0.22
9.400,0.046,0.045663,0.045663,0.013,0.29,0.25
9.500,0.046,0.046110,0.046110,0.013,0.29,0.25
9.600,0.046,0.046676,0.046676,0.012,0.29,0.23
9.700,0.047,0.046910,0.046910,0.013,0.29,0.25
9.800,0.048,0.047623,0.047623,0.013,0.30,0.24
9.900,0.048,0.048159,0.048159,0.012,0.30,0.22
10.000,0.049,0.048790,0.048790,0.013,0.31,0.23
10.100,0.049,0.048800,0.048800,0.013,0.31,0.23
10.200,0.050,0.049470,0.049470,0.012,0.31,0.22
10.300,0.050,0.049984,0.049984,0.013,0.31,0.24
10.400,0.051,0.050870,0.050870,0.013,0.32,0.24
10.500,0.051,0.051160,0.051160,0.014,0.32,0.27
10.600,0.052,0.051418,0.051418,0.013,0.32,0.25
10.700,0.052,0.051782,0.051782,0.013,0.32,0.25
10.800,0.052,0.052678,0.052678,0.014,0.33,0.26
10.900,0.053,0.053364,0.053364,0.013,0.33,0.24
11.000,0.054,0.053536,0.053536,0.013,0.34,0.23
11.100,0.054,0.053886,0.053886,0.014,0.34,0.26
11.200,0.054,0.054484,0.054484,0.013,0.34,0.25
11.300,0.055,0.055139,0.055139,0.014,0.35,0.26
11.400,0.056,0.055840,0.055840,0.014,0.35,0.26
11.500,0.056,0.055897,0.055897,0.014,0.35,0.25
11.600,0.056,0.056459,0.056459,0.015,0.35,0.27
11.700,0.057,0.056841,0.056841,0.014,0.36,0.26
11.800,0.058,0.057866,0.057866,0.014,0.36,0.26
11.900,0.058,0.058050,0.058050,0.014,0.36,0.26
12.000,0.058,0.058546,0.058546,0.014,0.37,0.26
12.100,0.059,0.059044,0.059044,0.014,0.37,0.26
12.200,0.060,0.059559,0.059559,0.014,0.37,0.26
12.300,0.060,0.060267,0.060267,0.014,0.38,0.26
12.400,0.060,0.060590,0.060590,0.014,0.38,0.25
12.500,0.061,0.060992,0.060992,0.014,0.38,0.26
12.600,0.062,0.061652,0.061652,0.015,0.39,0.27
12.700,0.062,0.062196,0.062196,0.016,0.39,0.29
12.800,0.062,0.062746,0.062746,0.014,0.39,0.27
12.900,0.063,0.063029,0.063029,0.014,0.40,0.26
13.000,0.064,0.063621,0.063621,0.015,0.40,0.28
13.100,0.064,0.064260,0.064260,0.015,0.40,0.28
13.200,0.064,0.064591,0.064591,0.016,0.41,0.29
13.300,0.065,0.065233,0.065233,0.016,0.41,0.29
13.400,0.066,0.065562,0.065562,0.016,0.41,0.30
13.500,0.066,0.065990,0.065990,0.016,0.41,0.29
13.600,0.067,0.066888,0.066888,0.017,0.42,0.31
13.700,0.067,0.067169,0.067169,0.015,0.42,0.28
13.800,0.068,0.067673,0.067673,0.015,0.42,0.27
13.900,0.068,0.068028,0.068028,0.016,0.43,0.30
14.000,0.068,0.068566,0.068566,0.015,0.43,0.29
14.100,0.069,0.069194,0.069194,0.016,0.43,0.30
14.200,0.070,0.069708,0.069708,0.015,0.44,0.29
14.300,0.070,0.070347,0.070347,0.016,0.44,0.29
14.400,0.071,0.070535,0.070535,0.017,0.44,0.31
14.500,0.071,0.071413,0.071413,0.017,0.45,0.31
14.600,0.072,0.071681,0.071681,0.017,0.45,0.31
14.700,0.072,0.072215,0.072215,0.016,0.45,0.30
14.800,0.072,0.072809,0.072809,0.016,0.46,0.30
14.900,0.073,0.073380,0.073380,0.017,0.46,0.31
15.000,0.074,0.073794,0.073794,0.018,0.46,0.34
15.100,0.074,0.074268,0.074268,0.018,0.47,0.33
15.200,0.074,0.074854,0.074854,0.017,0.47,0.32
15.300,0.075,0.075368,0.075368,0.016,0.47,0.30
15.400,0.076,0.076170,0.076170,0.017,0.48,0.32
15.500,0.076,0.076300,0.076300,0.017,0.48,0.32
15.600,0.076,0.076838,0.076838,0.019,0.48,0.35
15.700,0.077,0.077522,0.077522,0.019,0.49,0.35
15.800,0.078,0.078033,0.078033,0.019,0.49,0.35
15.900,0.078,0.078509,0.078509,0.018,0.49,0.33
16.000,0.078,0.078839,0.078839,0.018,0.49,0.34
16.100,0.079,0.079435,0.079435,0.017,0.50,0.32
16.200,0.080,0.080125,0.080125,0.019,0.50,0.36
16.300,0.080,0.080876,0.080876,0.021,0.51,0.38
16.400,0.080,0.081137,0.081137,0.019,0.51,0.35
16.500,0.081,0.081535,0.081535,0.018,0.51,0.33
16.600,0.082,0.081953,0.081953,0.019,0.51,0.35
16.700,0.082,0.082685,0.082685,0.019,0.52,0.35
16.800,0.082,0.083340,0.083340,0.019,0.52,0.36
16.900,0.083,0.083803,0.083803,0.020,0.53,0.37
17.000,0.084,0.084190,0.084190,0.020,0.53,0.37
17.100,0.084,0.084645,0.084645,0.020,0.53,0.37
17.200,0.084,0.085434,0.085434,0.020,0.54,0.37
17.300,0.085,0.085796,0.085796,0.020,0.54,0.36
17.400,0.086,0.086199,0.086199,0.019,0.54,0.36
17.500,0.086,0.086604,0.086604,0.020,0.54,0.37
17.600,0.087,0.087179,0.087179,0.019,0.55,0.35
17.700,0.087,0.087955,0.087955,0.020,0.55,0.37
17.800,0.088,0.088305,0.088305,0.020,0.55,0.38
17.900,0.088,0.088789,0.088789,0.019,0.56,0.36
18.000,0.088,0.089226,0.089226,0.021,0.56,0.39
18.100,0.089,0.090090,0.090090,0.019,0.57,0.35
18.200,0.090,0.090416,0.090416,0.022,0.57,0.41
18.300,0.090,0.090862,0.090862,0.021,0.57,0.39
18.400,0.090,0.091333,0.091333,0.021,0.57,0.39
18.500,0.091,0.091743,0.091743,0.022,0.58,0.41
18.600,0.092,0.092531,0.092531,0.021,0.58,0.40
18.700,0.092,0.092816,0.092816,0.021,0.58,0.39
18.800,0.092,0.093328,0.093328,0.021,0.59,0.39
18.900,0.093,0.093937,0.093937,0.022,0.59,0.42
19.000,0.094,0.094387,0.094387,0.023,0.59,0.42
19.100,0.094,0.094853,0.094853,0.022,0.60,0.41
19.200,0.094,0.095361,0.095361,0.022,0.60,0.42
19.300,0.095,0.095978,0.095978,0.023,0.60,0.43
19.400,0.096,0.096612,0.096612,0.022,0.61,0.42
19.500,0.096,0.096992,0.096992,0.024,0.61,0.45
19.600,0.096,0.097486,0.097486,0.024,0.61,0.45
19.700,0.097,0.097913,0.097913,0.024,0.61,0.45
19.800,0.098,0.098560,0.098560,0.023,0.62,0.43
19.900,0.098,0.099178,0.099178,0.024,0.62,0.45
20.000,0.098,0.099452,0.099452,0.024,0.62,0.45
20.100,0.099,0.099960,0.099960,0.024,0.63,0.45
20.200,0.100,0.100390,0.100390,0.025,0.63,0.46
20.300,0.100,0.101171,0.101171,0.025,0.63,0.47
20.400,0.101,0.101572,0.101572,0.025,0.64,0.47
20.500,0.101,0.102080,0.102080,0.025,0.64,0.47
20.600,0.102,0.102369,0.102369,0.025,0.64,0.47
20.700,0.102,0.102996,0.102996,0.026,0.65,0.48
20.800,0.102,0.103613,0.103613,0.026,0.65,0.48
20.900,0.103,0.103873,0.103873,0.025,0.65,0.47
21.000,0.104,0.104243,0.104243,0.027,0.65,0.50
21.100,0.104,0.104835,0.104835,0.026,0.66,0.49
21.200,0.104,0.105397,0.105397,0.026,0.66,0.48
21.300,0.105,0.105939,0.105939,0.026,0.66,0.48
21.400,0.106,0.106376,0.106376,0.027,0.67,0.50
21.500,0.106,0.106852,0.106852,0.027,0.67,0.49
21.600,0.106,0.107383,0.107383,0.027,0.67,0.49
21.700,0.107,0.108109,0.108109,0.027,0.68,0.51
21.800,0.108,0.108428,0.108428,0.027,0.68,0.49
21.900,0.108,0.108711,0.108711,0.028,0.68,0.52
22.000,0.108,0.109244,0.109244,0.028,0.69,0.51
22.100,0.109,0.110116,0.110116,0.027,0.69,0.50
22.200,0.110,0.110519,0.110519,0.027,0.69,0.50
22.300,0.110,0.110792,0.110792,0.028,0.70,0.52
22.400,0.110,0.111134,0.111134,0.028,0.70,0.51
22.500,0.111,0.111864,0.111864,0.029,0.70,0.53
22.600,0.112,0.112442,0.112442,0.029,0.71,0.53
22.700,0.112,0.112860,0.112860,0.028,0.71,0.52
22.800,0.112,0.113214,0.113214,0.028,0.71,0.52
22.900,0.113,0.114007,0.114007,0.029,0.72,0.54
23.000,0.114,0.114583,0.114583,0.029,0.72,0.54
23.100,0.114,0.115012,0.115012,0.030,0.72,0.55
23.200,0.114,0.115344,0.115344,0.029,0.72,0.55
23.300,0.115,0.115780,0.115780,0.030,0.73,0.56
23.400,0.116,0.116631,0.116631,0.031,0.73,0.58
23.500,0.116,0.117033,0.117033,0.031,0.73,0.57
23.600,0.116,0.117378,0.117378,0.031,0.74,0.58
23.700,0.117,0.117731,0.117731,0.031,0.74,0.58
23.800,0.118,0.118470,0.118470,0.032,0.74,0.59
23.900,0.118,0.119391,0.119391,0.033,0.75,0.60
24.000,0.118,0.119477,0.119477,0.032,0.75,0.59
24.100,0.119,0.119902,0.119902,0.033,0.75,0.61
24.200,0.120,0.120436,0.120436,0.031,0.76,0.58
24.300,0.120,0.121124,0.121124,0.032,0.76,0.60
24.400,0.120,0.121859,0.121859,0.033,0.76,0.61
24.500,0.121,0.122190,0.122190,0.033,0.77,0.60
24.600,0.122,0.122441,0.122441,0.034,0.77,0.62
24.700,0.122,0.123121,0.123121,0.034,0.77,0.63
24.800,0.123,0.123887,0.123887,0.035,0.78,0.65
24.900,0.123,0.124410,0.124410,0.033,0.78,0.61
25.000,0.124,0.124635,0.124635,0.035,0.78,0.64
25.100,0.124,0.124991,0.124991,0.034,0.78,0.63
25.200,0.124,0.125771,0.125771,0.036,0.79,0.66
25.300,0.125,0.126574,0.126574,0.035,0.79,0.65
25.400,0.126,0.126785,0.126785,0.036,0.80,0.66
25.500,0.126,0.127087,0.127087,0.035,0.80,0.64
25.600,0.126,0.127693,0.127693,0.035,0.80,0.65
25.700,0.127,0.128636,0.128636,0.035,0.81,0.66
25.800,0.128,0.128859,0.128859,0.037,0.81,0.69
25.900,0.128,0.129193,0.129193,0.037,0.81,0.68
26.000,0.128,0.129521,0.129521,0.037,0.81,0.69
26.100,0.129,0.130401,0.130401,0.038,0.82,0.71
26.200,0.130,0.131060,0.131060,0.038,0.82,0.71
26.300,0.130,0.131423,0.131423,0.039,0.82,0.72
26.400,0.130,0.131608,0.131608,0.040,0.83,0.75
26.500,0.131,0.132294,0.132294,0.039,0.83,0.72
26.600,0.132,0.133048,0.133048,0.039,0.83,0.73
26.700,0.132,0.133480,0.133480,0.040,0.84,0.75
26.800,0.132,0.133713,0.133713,0.041,0.84,0.76
26.900,0.133,0.134387,0.134387,0.040,0.84,0.74
27.000,0.134,0.134911,0.134911,0.041,0.85,0.75
27.100,0.134,0.135565,0.135565,0.042,0.85,0.77
27.200,0.134,0.135830,0.135830,0.042,0.85,0.77
27.300,0.135,0.136311,0.136311,0.044,0.86,0.81
27.400,0.136,0.136637,0.136637,0.042,0.86,0.78
27.500,0.136,0.137354,0.137354,0.043,0.86,0.80
27.600,0.136,0.137569,0.137569,0.044,0.86,0.82
27.700,0.137,0.138148,0.138148,0.043,0.87,0.80
27.800,0.138,0.138763,0.138763,0.045,0.87,0.83
27.900,0.138,0.139323,0.139323,0.044,0.87,0.81
28.000,0.139,0.139755,0.139755,0.044,0.88,0.81
28.100,0.139,0.140050,0.140050,0.044,0.88,0.81
28.200,0.140,0.140548,0.140548,0.044,0.88,0.81
28.300,0.140,0.141232,0.141232,0.046,0.89,0.85
28.400,0.141,0.141600,0.141600,0.046,0.89,0.84
28.500,0.141,0.142111,0.142111,0.046,0.89,0.85
28.600,0.142,0.142460,0.142460,0.047,0.89,0.86
28.700,0.142,0.142923,0.142923,0.046,0.90,0.86
28.800,0.143,0.143608,0.143608,0.049,0.90,0.90
28.900,0.143,0.144171,0.144171,0.047,0.90,0.88
29.000,0.144,0.144554,0.144554,0.046,0.91,0.85
29.100,0.144,0.144771,0.144771,0.048,0.91,0.88
29.200,0.144,0.145195,0.145195,0.048,0.91,0.89
29.300,0.145,0.146107,0.146107,0.049,0.92,0.90
29.400,0.146,0.146476,0.146476,0.050,0.92,0.92
29.500,0.146,0.147069,0.147069,0.051,0.92,0.94
29.600,0.146,0.147202,0.147202,0.050,0.92,0.92
29.700,0.147,0.147814,0.147814,0.051,0.93,0.94
29.800,0.148,0.148386,0.148386,0.051,0.93,0.95
29.900,0.148,0.148781,0.148781,0.052,0.93,0.97
30.000,0.148,0.149349,0.149349,0.050,0.94,0.92
30.100,0.149,0.149624,0.149624,0.052,0.94,0.97
30.200,0.150,0.150152,0.150152,0.053,0.94,0.98
30.300,0.150,0.150676,0.150676,0.053,0.95,0.98
30.400,0.150,0.151113,0.151113,0.054,0.95,0.99
30.500,0.151,0.151885,0.151885,0.055,0.95,1.02
30.600,0.152,0.152120,0.152120,0.054,0.95,0.99
30.700,0.152,0.152728,0.152728,0.055,0.96,1.02
30.800,0.152,0.153255,0.153255,0.055,0.96,1.02
30.900,0.153,0.153723,0.153723,0.055,0.96,1.02
31.000,0.154,0.154255,0.154255,0.055,0.97,1.03
31.100,0.154,0.154720,0.154720,0.056,0.97,1.04
31.200,0.154,0.155102,0.155102,0.057,0.97,1.05
31.300,0.155,0.155567,0.155567,0.056,0.98,1.04
31.400,0.156,0.156188,0.156188,0.058,0.98,1.07
31.500,0.156,0.156770,0.156770,0.059,0.98,1.08
31.600,0.156,0.157007,0.157007,0.058,0.98,1.08
31.700,0.157,0.157434,0.157434,0.058,0.99,1.08
31.800,0.158,0.158063,0.158063,0.058,0.99,1.08
31.900,0.158,0.158597,0.158597,0.061,0.99,1.12
32.000,0.158,0.159241,0.159241,0.061,1.00,1.12
32.100,0.159,0.159617,0.159617,0.060,1.00,1.11
32.200,0.160,0.160019,0.160019,0.060,1.00,1.11
32.300,0.160,0.160600,0.160600,0.059,1.01,1.10
32.400,0.161,0.161213,0.161213,0.062,1.01,1.15
32.500,0.161,0.161675,0.161675,0.062,1.01,1.15
32.600,0.162,0.162174,0.162174,0.062,1.02,1.15
32.700,0.162,0.162473,0.162473,0.063,1.02,1.17
32.800,0.162,0.163145,0.163145,0.064,1.02,1.18
32.900,0.163,0.163630,0.163630,0.064,1.03,1.19
33.000,0.164,0.163962,0.163962,0.063,1.03,1.17
33.100,0.164,0.164522,0.164522,0.065,1.03,1.20
33.200,0.164,0.165055,0.165055,0.064,1.04,1.19
33.300,0.166,0.165718,0.165718,0.067,1.04,1.24
33.400,0.166,0.165946,0.165946,0.066,1.04,1.23
33.500,0.166,0.166412,0.166412,0.067,1.04,1.23
33.600,0.166,0.167098,0.167098,0.067,1.05,1.23
33.700,0.167,0.167606,0.167606,0.069,1.05,1.27
33.800,0.168,0.168036,0.168036,0.068,1.05,1.26
33.900,0.168,0.168306,0.168306,0.068,1.06,1.27
34.000,0.168,0.168846,0.168846,0.068,1.06,1.26
34.100,0.169,0.169577,0.169577,0.068,1.06,1.27
34.200,0.170,0.170179,0.170179,0.070,1.07,1.31
34.300,0.170,0.170243,0.170243,0.070,1.07,1.30
34.400,0.171,0.170741,0.170741,0.070,1.07,1.30
34.500,0.171,0.171200,0.171200,0.070,1.07,1.30
34.600,0.172,0.171997,0.171997,0.071,1.08,1.31
34.700,0.172,0.172458,0.172458,0.073,1.08,1.35
34.800,0.173,0.172810,0.172810,0.072,1.08,1.34
34.900,0.173,0.173113,0.173113,0.072,1.09,1.33
35.000,0.174,0.173674,0.173674,0.072,1.09,1.34
35.100,0.174,0.174309,0.174309,0.074,1.09,1.37
35.200,0.175,0.174646,0.174646,0.073,1.10,1.35
35.300,0.175,0.175259,0.175259,0.073,1.10,1.36
35.400,0.176,0.175543,0.175543,0.074,1.10,1.36
35.500,0.176,0.175995,0.175995,0.075,1.10,1.38
35.600,0.176,0.176770,0.176770,0.076,1.11,1.40
35.700,0.177,0.176969,0.176969,0.076,1.11,1.40
35.800,0.178,0.177337,0.177337,0.079,1.11,1.45
35.900,0.178,0.178136,0.178136,0.077,1.12,1.43
36.000,0.178,0.178588,0.178588,0.078,1.12,1.44
36.100,0.179,0.178983,0.178983,0.078,1.12,1.45
36.200,0.180,0.179324,0.179324,0.078,1.12,1.44
36.300,0.180,0.179830,0.179830,0.079,1.13,1.46
36.400,0.180,0.180555,0.180555,0.079,1.13,1.47
36.500,0.181,0.180904,0.180904,0.079,1.13,1.47
36.600,0.182,0.181447,0.181447,0.081,1.14,1.50
36.700,0.182,0.181641,0.181641,0.082,1.14,1.52
36.800,0.182,0.182421,0.182421,0.083,1.14,1.54
36.900,0.183,0.183033,0.183033,0.081,1.15,1.50
37.000,0.184,0.183321,0.183321,0.081,1.15,1.51
37.100,0.184,0.183843,0.183843,0.083,1.15,1.53
37.200,0.184,0.184242,0.184242,0.083,1.16,1.55
37.300,0.185,0.184974,0.184974,0.083,1.16,1.54
37.400,0.186,0.185439,0.185439,0.084,1.16,1.55
37.500,0.186,0.185787,0.185787,0.083,1.17,1.53
37.600,0.186,0.186233,0.186233,0.084,1.17,1.56
37.700,0.187,0.186582,0.186582,0.086,1.17,1.59
37.800,0.188,0.187511,0.187511,0.087,1.18,1.60
37.900,0.188,0.187739,0.187739,0.086,1.18,1.60
38.000,0.188,0.188234,0.188234,0.087,1.18,1.61
38.100,0.189,0.188600,0.188600,0.085,1.18,1.58
38.200,0.190,0.189098,0.189098,0.088,1.19,1.63
38.300,0.190,0.189572,0.189572,0.087,1.19,1.62
38.400,0.190,0.189984,0.189984,0.089,1.19,1.64
38.500,0.191,0.190385,0.190385,0.087,1.19,1.62
38.600,0.192,0.191000,0.191000,0.090,1.20,1.67
38.700,0.192,0.191649,0.191649,0.090,1.20,1.66
38.800,0.192,0.191789,0.191789,0.090,1.20,1.66
38.900,0.193,0.192446,0.192446,0.091,1.21,1.68
39.000,0.194,0.192866,0.192866,0.091,1.21,1.68
39.100,0.194,0.193382,0.193382,0.093,1.21,1.71
39.200,0.194,0.194056,0.194056,0.093,1.22,1.72
39.300,0.195,0.194395,0.194395,0.093,1.22,1.72
39.400,0.196,0.194840,0.194840,0.093,1.22,1.72
39.500,0.196,0.195434,0.195434,0.094,1.23,1.74
39.600,0.196,0.195854,0.195854,0.095,1.23,1.76
39.700,0.197,0.196386,0.196386,0.095,1.23,1.76
39.800,0.198,0.196983,0.196983,0.095,1.24,1.77
39.900,0.198,0.197553,0.197553,0.095,1.24,1.77
40.000,0.198,0.197853,0.197853,0.096,1.24,1.78
40.100,0.199,0.198608,0.198608,0.099,1.25,1.83
40.200,0.200,0.198996,0.198996,0.097,1.25,1.80
40.300,0.200,0.199436,0.199436,0.097,1.25,1.80
40.400,0.201,0.199953,0.199953,0.099,1.25,1.84
40.500,0.201,0.200399,0.200399,0.099,1.26,1.84
40.600,0.202,0.200918,0.200918,0.099,1.26,1.84
40.700,0.202,0.201498,0.201498,0.100,1.26,1.85
40.800,0.203,0.202027,0.202027,0.101,1.27,1.87
40.900,0.203,0.202392,0.202392,0.101,1.27,1.87
41.000,0.204,0.203031,0.203031,0.101,1.27,1.87
41.100,0.204,0.203492,0.203492,0.101,1.28,1.87
41.200,0.205,0.203910,0.203910,0.102,1.28,1.89
41.300,0.205,0.204489,0.204489,0.103,1.28,1.91
41.400,0.206,0.205056,0.205056,0.106,1.29,1.96
41.500,0.206,0.205387,0.205387,0.104,1.29,1.93
41.600,0.206,0.205741,0.205741,0.105,1.29,1.95
41.700,0.207,0.206461,0.206461,0.106,1.30,1.96
41.800,0.208,0.207255,0.207255,0.105,1.30,1.95
41.900,0.208,0.207585,0.207585,0.105,1.30,1.95
42.000,0.208,0.207902,0.207902,0.105,1.30,1.95
42.100,0.209,0.208610,0.208610,0.105,1.31,1.95
42.200,0.210,0.208989,0.208989,0.108,1.31,2.00
42.300,0.210,0.209551,0.209551,0.107,1.31,1.98
42.400,0.210,0.209754,0.209754,0.108,1.32,2.01
42.500,0.211,0.210321,0.210321,0.109,1.32,2.02
42.600,0.212,0.210846,0.210846,0.109,1.32,2.01
42.700,0.212,0.211588,0.211588,0.111,1.33,2.05
42.800,0.212,0.211983,0.211983,0.110,1.33,2.05
42.900,0.213,0.212397,0.212397,0.111,1.33,2.06
43.000,0.214,0.212997,0.212997,0.113,1.34,2.09
43.100,0.214,0.213502,0.213502,0.111,1.34,2.05
43.200,0.214,0.214075,0.214075,0.113,1.34,2.09
43.300,0.215,0.214371,0.214371,0.112,1.34,2.08
43.400,0.216,0.214756,0.214756,0.114,1.35,2.12
43.500,0.216,0.215307,0.215307,0.114,1.35,2.11
43.600,0.216,0.216075,0.216075,0.114,1.36,2.11
43.700,0.217,0.216410,0.216410,0.116,1.36,2.15
43.800,0.218,0.216887,0.216887,0.116,1.36,2.14
43.900,0.218,0.217204,0.217204,0.115,1.36,2.14
44.000,0.218,0.217805,0.217805,0.117,1.37,2.17
44.100,0.219,0.218349,0.218349,0.117,1.37,2.17
44.200,0.220,0.218789,0.218789,0.118,1.37,2.19
44.300,0.220,0.219227,0.219227,0.118,1.38,2.19
44.400,0.220,0.219790,0.219790,0.118,1.38,2.19
44.500,0.221,0.220461,0.220461,0.120,1.38,2.22
44.600,0.222,0.220871,0.220871,0.120,1.39,2.22
44.700,0.222,0.221107,0.221107,0.120,1.39,2.22
44.800,0.222,0.221834,0.221834,0.122,1.39,2.27
44.900,0.223,0.222402,0.222402,0.122,1.40,2.25
45.000,0.224,0.223043,0.223043,0.122,1.40,2.27
45.100,0.224,0.223144,0.223144,0.122,1.40,2.27
45.200,0.224,0.223621,0.223621,0.124,1.40,2.29
45.300,0.225,0.224207,0.224207,0.124,1.41,2.30
45.400,0.226,0.225075,0.225075,0.126,1.41,2.33
45.500,0.226,0.225342,0.225342,0.125,1.41,2.32
45.600,0.226,0.225730,0.225730,0.127,1.42,2.35
45.700,0.227,0.225969,0.225969,0.125,1.42,2.32
45.800,0.228,0.226939,0.226939,0.128,1.42,2.38
45.900,0.228,0.227420,0.227420,0.127,1.43,2.35
46.000,0.228,0.228105,0.228105,0.127,1.43,2.36
46.100,0.229,0.228177,0.228177,0.127,1.43,2.35
46.200,0.230,0.228591,0.228591,0.128,1.43,2.37
46.300,0.230,0.229376,0.229376,0.130,1.44,2.41
46.400,0.230,0.229945,0.229945,0.129,1.44,2.40
