"Time (s)","Crosshead (mm)","estensometer(strain_1) (mm)","Extension (mm)","Load (kN)","Strain (%)","Stress (MPa)"
9.900,0.048,0.047306,0.047306,0.013,0.29,0.25
10.000,0.048,0.047525,0.047525,0.013,0.29,0.24
10.100,0.048,0.048263,0.048263,0.013,0.29,0.24
10.200,0.049,0.048763,0.048763,0.013,0.29,0.24
10.300,0.050,0.049335,0.049335,0.015,0.30,0.28
10.400,0.050,0.049599,0.049599,0.013,0.30,0.24
10.500,0.051,0.050085,0.050085,0.014,0.30,0.26
10.600,0.051,0.050390,0.050390,0.013,0.30,0.25
10.700,0.052,0.051193,0.051193,0.014,0.31,0.26
10.800,0.052,0.051637,0.051637,0.015,0.31,0.27
10.900,0.052,0.052135,0.052135,0.013,0.31,0.25
11.000,0.053,0.052404,0.052404,0.015,0.32,0.27
11.100,0.054,0.052994,0.052994,0.014,0.32,0.26
11.200,0.054,0.053355,0.053355,0.014,0.32,0.26
11.300,0.054,0.053915,0.053915,0.014,0.33,0.26
11.400,0.055,0.054508,0.054508,0.015,0.33,0.27
11.500,0.056,0.054902,0.054902,0.014,0.33,0.25
11.600,0.056,0.055391,0.055391,0.016,0.33,0.29
11.700,0.056,0.055877,0.055877,0.016,0.34,0.29
11.800,0.057,0.056371,0.056371,0.014,0.34,0.26
11.900,0.058,0.056899,0.056899,0.016,0.34,0.29
12.000,0.058,0.057355,0.057355,0.014,0.35,0.26
12.100,0.058,0.057850,0.057850,0.015,0.35,0.28
12.200,0.058,0.058300,0.058300,0.017,0.35,0.31
12.300,0.060,0.058789,0.058789,0.017,0.35,0.31
12.400,0.060,0.059245,0.059245,0.017,0.36,0.32
12.500,0.060,0.059847,0.059847,0.017,0.36,0.31
12.600,0.061,0.060371,0.060371,0.016,0.36,0.29
12.700,0.062,0.060890,0.060890,0.016,0.37,0.29
12.800,0.062,0.061076,0.061076,0.017,0.37,0.32
12.900,0.062,0.061648,0.061648,0.016,0.37,0.29
13.000,0.063,0.062344,0.062344,0.016,0.38,0.29
13.100,0.063,0.062818,0.062818,0.016,0.38,0.30
13.200,0.064,0.063609,0.063609,0.017,0.38,0.32
13.300,0.064,0.063680,0.063680,0.018,0.38,0.32
13.400,0.064,0.064223,0.064223,0.016,0.39,0.30
13.500,0.066,0.064655,0.064655,0.017,0.39,0.32
13.600,0.066,0.065283,0.065283,0.016,0.39,0.29
13.700,0.066,0.065825,0.065825,0.017,0.40,0.31
13.800,0.066,0.066264,0.066264,0.018,0.40,0.33
13.900,0.068,0.066782,0.066782,0.019,0.40,0.35
14.000,0.068,0.067162,0.067162,0.018,0.41,0.33
14.100,0.068,0.068074,0.068074,0.019,0.41,0.34
14.200,0.069,0.068412,0.068412,0.018,0.41,0.33
14.300,0.069,0.068853,0.068853,0.018,0.42,0.34
14.400,0.070,0.069167,0.069167,0.019,0.42,0.35
14.500,0.071,0.070053,0.070053,0.021,0.42,0.38
14.600,0.071,0.070432,0.070432,0.018,0.43,0.33
14.700,0.072,0.071102,0.071102,0.020,0.43,0.36
14.800,0.072,0.071262,0.071262,0.019,0.43,0.35
14.900,0.072,0.071555,0.071555,0.020,0.43,0.36
15.000,0.073,0.072592,0.072592,0.020,0.44,0.37
15.100,0.074,0.072755,0.072755,0.020,0.44,0.37
15.200,0.074,0.073256,0.073256,0.020,0.44,0.37
15.300,0.074,0.073890,0.073890,0.022,0.45,0.41
15.400,0.075,0.074702,0.074702,0.021,0.45,0.38
15.500,0.076,0.074954,0.074954,0.021,0.45,0.39
15.600,0.076,0.075342,0.075342,0.021,0.45,0.38
15.700,0.076,0.075771,0.075771,0.022,0.46,0.41
15.800,0.077,0.076376,0.076376,0.024,0.46,0.44
15.900,0.078,0.076962,0.076962,0.024,0.46,0.44
16.000,0.078,0.077344,0.077344,0.023,0.47,0.41
16.100,0.078,0.077756,0.077756,0.023,0.47,0.41
16.200,0.079,0.078390,0.078390,0.023,0.47,0.42
16.300,0.080,0.078770,0.078770,0.024,0.48,0.45
16.400,0.080,0.079371,0.079371,0.023,0.48,0.43
16.500,0.080,0.079836,0.079836,0.023,0.48,0.42
16.600,0.081,0.080369,0.080369,0.024,0.49,0.43
16.700,0.082,0.080556,0.080556,0.023,0.49,0.43
16.800,0.082,0.081587,0.081587,0.024,0.49,0.45
16.900,0.082,0.081880,0.081880,0.026,0.49,0.47
17.000,0.083,0.082426,0.082426,0.024,0.50,0.45
17.100,0.083,0.082731,0.082731,0.025,0.50,0.46
17.200,0.084,0.083320,0.083320,0.025,0.50,0.46
17.300,0.084,0.083815,0.083815,0.025,0.51,0.46
17.400,0.085,0.084511,0.084511,0.025,0.51,0.46
17.500,0.085,0.084994,0.084994,0.025,0.51,0.45
17.600,0.086,0.085456,0.085456,0.026,0.52,0.48
17.700,0.087,0.085939,0.085939,0.027,0.52,0.49
17.800,0.087,0.086209,0.086209,0.026,0.52,0.48
17.900,0.087,0.086964,0.086964,0.026,0.52,0.48
18.000,0.088,0.087492,0.087492,0.027,0.53,0.50
18.100,0.088,0.088197,0.088197,0.027,0.53,0.50
18.200,0.089,0.088416,0.088416,0.027,0.53,0.50
18.300,0.090,0.088855,0.088855,0.028,0.54,0.51
18.400,0.090,0.089290,0.089290,0.028,0.54,0.51
18.500,0.090,0.089892,0.089892,0.027,0.54,0.49
18.600,0.091,0.090446,0.090446,0.027,0.55,0.50
18.700,0.092,0.090834,0.090834,0.028,0.55,0.51
18.800,0.092,0.091299,0.091299,0.029,0.55,0.53
18.900,0.092,0.091856,0.091856,0.030,0.55,0.55
19.000,0.093,0.092730,0.092730,0.029,0.56,0.54
19.100,0.094,0.092934,0.092934,0.030,0.56,0.55
19.200,0.094,0.093459,0.093459,0.029,0.56,0.53
19.300,0.094,0.093808,0.093808,0.030,0.57,0.54
19.400,0.095,0.094614,0.094614,0.031,0.57,0.56
19.500,0.096,0.095082,0.095082,0.031,0.57,0.57
19.600,0.096,0.095610,0.095610,0.032,0.58,0.58
19.700,0.096,0.095941,0.095941,0.031,0.58,0.56
19.800,0.096,0.096487,0.096487,0.031,0.58,0.57
19.900,0.098,0.097070,0.097070,0.031,0.59,0.58
20.000,0.098,0.097547,0.097547,0.031,0.59,0.56
20.100,0.098,0.097923,0.097923,0.032,0.59,0.58
20.200,0.098,0.098463,0.098463,0.033,0.59,0.61
20.300,0.100,0.099085,0.099085,0.033,0.60,0.61
20.400,0.100,0.099488,0.099488,0.033,0.60,0.60
20.500,0.101,0.099923,0.099923,0.035,0.60,0.64
20.600,0.101,0.100377,0.100377,0.035,0.61,0.65
20.700,0.102,0.100919,0.100919,0.034,0.61,0.62
20.800,0.102,0.101722,0.101722,0.034,0.61,0.63
20.900,0.102,0.102071,0.102071,0.036,0.62,0.66
21.000,0.103,0.102421,0.102421,0.035,0.62,0.65
21.100,0.104,0.103120,0.103120,0.036,0.62,0.66
21.200,0.104,0.103677,0.103677,0.036,0.63,0.67
21.300,0.104,0.104047,0.104047,0.036,0.63,0.66
21.400,0.105,0.104578,0.104578,0.038,0.63,0.69
21.500,0.106,0.104907,0.104907,0.036,0.63,0.66
21.600,0.106,0.105461,0.105461,0.037,0.64,0.68
21.700,0.106,0.106178,0.106178,0.037,0.64,0.67
21.800,0.107,0.106569,0.106569,0.038,0.64,0.69
21.900,0.108,0.107072,0.107072,0.038,0.65,0.69
22.000,0.108,0.107644,0.107644,0.039,0.65,0.72
22.100,0.108,0.108183,0.108183,0.039,0.65,0.72
22.200,0.109,0.108628,0.108628,0.038,0.66,0.70
22.300,0.110,0.108891,0.108891,0.040,0.66,0.72
22.400,0.110,0.109475,0.109475,0.040,0.66,0.73
22.500,0.110,0.110154,0.110154,0.040,0.66,0.74
22.600,0.111,0.110708,0.110708,0.041,0.67,0.75
22.700,0.112,0.111004,0.111004,0.043,0.67,0.78
22.800,0.112,0.111570,0.111570,0.041,0.67,0.75
22.900,0.112,0.112130,0.112130,0.042,0.68,0.77
23.000,0.113,0.112696,0.112696,0.042,0.68,0.77
23.100,0.114,0.113057,0.113057,0.043,0.68,0.78
23.200,0.114,0.113543,0.113543,0.043,0.69,0.79
23.300,0.114,0.114073,0.114073,0.042,0.69,0.77
23.400,0.115,0.114663,0.114663,0.043,0.69,0.78
23.500,0.116,0.115021,0.115021,0.045,0.69,0.82
23.600,0.116,0.115735,0.115735,0.045,0.70,0.82
23.700,0.116,0.116126,0.116126,0.046,0.70,0.84
23.800,0.117,0.116609,0.116609,0.048,0.70,0.87
23.900,0.118,0.117074,0.117074,0.048,0.71,0.88
24.000,0.118,0.117780,0.117780,0.047,0.71,0.87
24.100,0.118,0.118203,0.118203,0.048,0.71,0.88
24.200,0.119,0.118618,0.118618,0.047,0.72,0.87
24.300,0.120,0.118923,0.118923,0.047,0.72,0.87
24.400,0.120,0.119667,0.119667,0.048,0.72,0.89
24.500,0.120,0.120159,0.120159,0.048,0.73,0.88
24.600,0.121,0.120837,0.120837,0.048,0.73,0.88
24.700,0.122,0.121421,0.121421,0.050,0.73,0.92
24.800,0.122,0.122043,0.122043,0.052,0.74,0.95
24.900,0.122,0.122321,0.122321,0.051,0.74,0.93
25.000,0.123,0.122727,0.122727,0.050,0.74,0.93
25.100,0.124,0.123299,0.123299,0.051,0.74,0.94
25.200,0.124,0.123892,0.123892,0.052,0.75,0.96
25.300,0.124,0.124143,0.124143,0.053,0.75,0.97
25.400,0.125,0.124597,0.124597,0.054,0.75,0.98
25.500,0.126,0.125071,0.125071,0.054,0.75,0.98
25.600,0.126,0.125874,0.125874,0.055,0.76,1.02
25.700,0.126,0.126318,0.126318,0.054,0.76,0.99
25.800,0.127,0.126745,0.126745,0.055,0.76,1.01
25.900,0.128,0.127171,0.127171,0.056,0.77,1.02
26.000,0.128,0.127702,0.127702,0.056,0.77,1.03
26.100,0.128,0.128110,0.128110,0.057,0.77,1.05
26.200,0.129,0.128822,0.128822,0.058,0.78,1.07
26.300,0.130,0.129216,0.129216,0.058,0.78,1.06
26.400,0.130,0.129707,0.129707,0.057,0.78,1.05
26.500,0.130,0.130101,0.130101,0.058,0.79,1.07
26.600,0.131,0.130878,0.130878,0.058,0.79,1.07
26.700,0.132,0.131141,0.131141,0.060,0.79,1.09
26.800,0.132,0.131743,0.131743,0.061,0.80,1.12
26.900,0.132,0.132045,0.132045,0.060,0.80,1.10
27.000,0.133,0.132783,0.132783,0.063,0.80,1.15
27.100,0.134,0.133254,0.133254,0.063,0.80,1.16
27.200,0.134,0.133654,0.133654,0.061,0.81,1.12
27.300,0.134,0.134151,0.134151,0.062,0.81,1.14
27.400,0.135,0.134747,0.134747,0.063,0.81,1.15
27.500,0.136,0.135277,0.135277,0.064,0.82,1.18
27.600,0.136,0.135769,0.135769,0.064,0.82,1.18
27.700,0.136,0.136086,0.136086,0.064,0.82,1.17
27.800,0.137,0.136634,0.136634,0.064,0.82,1.18
27.900,0.138,0.137209,0.137209,0.067,0.83,1.22
28.000,0.138,0.137719,0.137719,0.067,0.83,1.23
28.100,0.139,0.138116,0.138116,0.066,0.83,1.22
28.200,0.139,0.138661,0.138661,0.065,0.84,1.20
28.300,0.140,0.139072,0.139072,0.068,0.84,1.24
28.400,0.140,0.139849,0.139849,0.068,0.84,1.25
28.500,0.141,0.140145,0.140145,0.069,0.85,1.27
28.600,0.141,0.140681,0.140681,0.069,0.85,1.27
28.700,0.142,0.141149,0.141149,0.070,0.85,1.28
28.800,0.142,0.141822,0.141822,0.071,0.86,1.31
28.900,0.143,0.142367,0.142367,0.071,0.86,1.31
29.000,0.143,0.142654,0.142654,0.072,0.86,1.32
29.100,0.144,0.143262,0.143262,0.073,0.86,1.34
29.200,0.144,0.143837,0.143837,0.073,0.87,1.34
29.300,0.144,0.144699,0.144699,0.074,0.87,1.37
29.400,0.145,0.144841,0.144841,0.074,0.87,1.37
29.500,0.146,0.145306,0.145306,0.073,0.88,1.35
29.600,0.146,0.145810,0.145810,0.076,0.88,1.39
29.700,0.146,0.146500,0.146500,0.076,0.88,1.40
29.800,0.147,0.147176,0.147176,0.077,0.89,1.42
29.900,0.148,0.147418,0.147418,0.077,0.89,1.41
30.000,0.148,0.147798,0.147798,0.078,0.89,1.43
30.100,0.148,0.148313,0.148313,0.079,0.90,1.45
30.200,0.150,0.149134,0.149134,0.079,0.90,1.45
30.300,0.150,0.149803,0.149803,0.079,0.90,1.44
30.400,0.150,0.150381,0.150381,0.080,0.91,1.46
30.500,0.150,0.150802,0.150802,0.081,0.91,1.48
30.600,0.152,0.151596,0.151596,0.083,0.91,1.52
30.700,0.152,0.151916,0.151916,0.082,0.92,1.50
30.800,0.152,0.152363,0.152363,0.082,0.92,1.51
30.900,0.152,0.152704,0.152704,0.084,0.92,1.53
31.000,0.153,0.153394,0.153394,0.085,0.93,1.56
31.100,0.154,0.153883,0.153883,0.085,0.93,1.55
31.200,0.154,0.154310,0.154310,0.084,0.93,1.54
31.300,0.154,0.154766,0.154766,0.084,0.93,1.55
31.400,0.155,0.155480,0.155480,0.086,0.94,1.58
31.500,0.156,0.155735,0.155735,0.086,0.94,1.57
31.600,0.156,0.156508,0.156508,0.088,0.94,1.61
31.700,0.156,0.156822,0.156822,0.086,0.95,1.59
31.800,0.157,0.157338,0.157338,0.087,0.95,1.60
31.900,0.158,0.157791,0.157791,0.090,0.95,1.66
32.000,0.158,0.158561,0.158561,0.091,0.96,1.67
32.100,0.158,0.158896,0.158896,0.091,0.96,1.66
32.200,0.159,0.159539,0.159539,0.091,0.96,1.67
32.300,0.160,0.159871,0.159871,0.092,0.96,1.69
32.400,0.160,0.160312,0.160312,0.093,0.97,1.70
32.500,0.160,0.161005,0.161005,0.094,0.97,1.73
32.600,0.161,0.161388,0.161388,0.093,0.97,1.72
32.700,0.162,0.161693,0.161693,0.093,0.98,1.71
32.800,0.162,0.162149,0.162149,0.095,0.98,1.75
32.900,0.163,0.163139,0.163139,0.096,0.98,1.76
33.000,0.163,0.163183,0.163183,0.096,0.98,1.76
33.100,0.164,0.163636,0.163636,0.098,0.99,1.80
33.200,0.164,0.164140,0.164140,0.096,0.99,1.76
33.300,0.165,0.165085,0.165085,0.098,1.00,1.81
33.400,0.165,0.165532,0.165532,0.099,1.00,1.82
33.500,0.166,0.165713,0.165713,0.099,1.00,1.81
33.600,0.166,0.166024,0.166024,0.100,1.00,1.83
33.700,0.166,0.166943,0.166943,0.101,1.01,1.85
33.800,0.168,0.167568,0.167568,0.102,1.01,1.87
33.900,0.168,0.167766,0.167766,0.101,1.01,1.85
34.000,0.168,0.168140,0.168140,0.103,1.01,1.89
34.100,0.168,0.168800,0.168800,0.104,1.02,1.90
34.200,0.169,0.169511,0.169511,0.105,1.02,1.92
34.300,0.170,0.169870,0.169870,0.106,1.03,1.94
34.400,0.170,0.170228,0.170228,0.104,1.03,1.91
34.500,0.171,0.170661,0.170661,0.106,1.03,1.94
34.600,0.171,0.171230,0.171230,0.107,1.03,1.96
34.700,0.172,0.171810,0.171810,0.107,1.04,1.97
34.800,0.172,0.172021,0.172021,0.109,1.04,1.99
34.900,0.173,0.172714,0.172714,0.109,1.04,2.00
35.000,0.173,0.173256,0.173256,0.110,1.05,2.02
35.100,0.174,0.173816,0.173816,0.110,1.05,2.02
35.200,0.174,0.174210,0.174210,0.111,1.05,2.04
35.300,0.175,0.174589,0.174589,0.109,1.05,2.00
35.400,0.175,0.175063,0.175063,0.111,1.06,2.04
35.500,0.176,0.175644,0.175644,0.112,1.06,2.06
35.600,0.176,0.176047,0.176047,0.112,1.06,2.05
35.700,0.176,0.176524,0.176524,0.114,1.07,2.08
35.800,0.177,0.177078,0.177078,0.114,1.07,2.10
35.900,0.178,0.177685,0.177685,0.116,1.07,2.13
36.000,0.178,0.177970,0.177970,0.116,1.07,2.12
36.100,0.178,0.178598,0.178598,0.117,1.08,2.14
36.200,0.179,0.178968,0.178968,0.118,1.08,2.16
36.300,0.180,0.179401,0.179401,0.117,1.08,2.15
36.400,0.180,0.179999,0.179999,0.118,1.09,2.16
36.500,0.180,0.180586,0.180586,0.119,1.09,2.18
36.600,0.181,0.180758,0.180758,0.119,1.09,2.18
36.700,0.182,0.181463,0.181463,0.120,1.10,2.21
36.800,0.182,0.181756,0.181756,0.121,1.10,2.22
36.900,0.182,0.182414,0.182414,0.121,1.10,2.22
37.000,0.183,0.183054,0.183054,0.123,1.10,2.26
37.100,0.184,0.183718,0.183718,0.123,1.11,2.25
37.200,0.184,0.184026,0.184026,0.124,1.11,2.28
37.300,0.184,0.184470,0.184470,0.123,1.11,2.26
37.400,0.185,0.185095,0.185095,0.126,1.12,2.31
37.500,0.186,0.185732,0.185732,0.126,1.12,2.30
37.600,0.186,0.185931,0.185931,0.128,1.12,2.35
37.700,0.186,0.186523,0.186523,0.127,1.13,2.34
37.800,0.187,0.186769,0.186769,0.128,1.13,2.35
37.900,0.188,0.187513,0.187513,0.129,1.13,2.37
38.000,0.188,0.188049,0.188049,0.130,1.13,2.38
38.100,0.188,0.188556,0.188556,0.130,1.14,2.39
38.200,0.189,0.188736,0.188736,0.130,1.14,2.38
38.300,0.190,0.189548,0.189548,0.133,1.14,2.44
38.400,0.190,0.189853,0.189853,0.133,1.15,2.44
38.500,0.190,0.190526,0.190526,0.133,1.15,2.44
38.600,0.191,0.190961,0.190961,0.132,1.15,2.43
38.700,0.192,0.191592,0.191592,0.136,1.16,2.50
38.800,0.192,0.191886,0.191886,0.136,1.16,2.49
38.900,0.192,0.192345,0.192345,0.136,1.16,2.49
39.000,0.193,0.192754,0.192754,0.136,1.16,2.50
39.100,0.194,0.193438,0.193438,0.139,1.17,2.55
39.200,0.194,0.193954,0.193954,0.138,1.17,2.53
39.300,0.194,0.194152,0.194152,0.139,1.17,2.55
39.400,0.195,0.194591,0.194591,0.140,1.17,2.56
39.500,0.196,0.195331,0.195331,0.141,1.18,2.59
39.600,0.196,0.196087,0.196087,0.144,1.18,2.64
39.700,0.196,0.196398,0.196398,0.142,1.19,2.61
39.800,0.197,0.196730,0.196730,0.144,1.19,2.64
39.900,0.198,0.197361,0.197361,0.143,1.19,2.63
40.000,0.198,0.198054,0.198054,0.145,1.20,2.66
40.100,0.198,0.198436,0.198436,0.147,1.20,2.69
40.200,0.199,0.198851,0.198851,0.146,1.20,2.68
40.300,0.200,0.199438,0.199438,0.147,1.20,2.70
40.400,0.200,0.199941,0.199941,0.148,1.21,2.72
40.500,0.201,0.200433,0.200433,0.150,1.21,2.75
40.600,0.201,0.200854,0.200854,0.149,1.21,2.73
40.700,0.202,0.201375,0.201375,0.149,1.22,2.73
40.800,0.202,0.201855,0.201855,0.151,1.22,2.77
40.900,0.203,0.202211,0.202211,0.152,1.22,2.79
41.000,0.203,0.202889,0.202889,0.152,1.22,2.78
41.100,0.204,0.203500,0.203500,0.153,1.23,2.81
41.200,0.204,0.203772,0.203772,0.153,1.23,2.81
41.300,0.205,0.204294,0.204294,0.156,1.23,2.86
41.400,0.205,0.204895,0.204895,0.156,1.24,2.85
41.500,0.206,0.205331,0.205331,0.157,1.24,2.88
41.600,0.206,0.205802,0.205802,0.156,1.24,2.87
41.700,0.206,0.206202,0.206202,0.158,1.24,2.89
41.800,0.207,0.206853,0.206853,0.159,1.25,2.92
41.900,0.208,0.207449,0.207449,0.160,1.25,2.93
42.000,0.208,0.207825,0.207825,0.161,1.25,2.95
42.100,0.208,0.208207,0.208207,0.160,1.26,2.93
42.200,0.209,0.208800,0.208800,0.162,1.26,2.97
42.300,0.210,0.209813,0.209813,0.164,1.27,3.00
42.400,0.210,0.210163,0.210163,0.164,1.27,3.01
42.500,0.210,0.210435,0.210435,0.165,1.27,3.02
42.600,0.211,0.210897,0.210897,0.164,1.27,3.02
42.700,0.212,0.211807,0.211807,0.166,1.28,3.05
42.800,0.212,0.212293,0.212293,0.167,1.28,3.07
42.900,0.212,0.212770,0.212770,0.168,1.28,3.08
43.000,0.213,0.213051,0.213051,0.169,1.29,3.11
43.100,0.214,0.213688,0.213688,0.170,1.29,3.11
43.200,0.214,0.214367,0.214367,0.171,1.29,3.14
43.300,0.214,0.214814,0.214814,0.170,1.30,3.11
43.400,0.215,0.215036,0.215036,0.170,1.30,3.12
43.500,0.216,0.215540,0.215540,0.173,1.30,3.17
43.600,0.216,0.216213,0.216213,0.172,1.30,3.16
43.700,0.216,0.216861,0.216861,0.174,1.31,3.19
43.800,0.217,0.217202,0.217202,0.175,1.31,3.21
43.900,0.218,0.217732,0.217732,0.175,1.31,3.22
44.000,0.218,0.218017,0.218017,0.177,1.32,3.25
44.100,0.218,0.218855,0.218855,0.178,1.32,3.27
44.200,0.219,0.219181,0.219181,0.177,1.32,3.25
44.300,0.220,0.219700,0.219700,0.178,1.33,3.27
44.400,0.220,0.220020,0.220020,0.178,1.33,3.27
44.500,0.220,0.220627,0.220627,0.180,1.33,3.31
44.600,0.221,0.221172,0.221172,0.181,1.33,3.32
44.700,0.222,0.221643,0.221643,0.182,1.34,3.35
44.800,0.222,0.222025,0.222025,0.181,1.34,3.32
44.900,0.222,0.222568,0.222568,0.184,1.34,3.37
45.000,0.223,0.223077,0.223077,0.186,1.35,3.41
45.100,0.224,0.223652,0.223652,0.186,1.35,3.41
45.200,0.224,0.224188,0.224188,0.185,1.35,3.40
45.300,0.224,0.224745,0.224745,0.186,1.36,3.42
45.400,0.225,0.225255,0.225255,0.188,1.36,3.46
45.500,0.226,0.225649,0.225649,0.187,1.36,3.43
45.600,0.226,0.225972,0.225972,0.187,1.36,3.44
45.700,0.226,0.226529,0.226529,0.189,1.37,3.46
45.800,0.227,0.226997,0.226997,0.189,1.37,3.47
45.900,0.228,0.227880,0.227880,0.193,1.38,3.54
46.000,0.228,0.228250,0.228250,0.191,1.38,3.51
46.100,0.228,0.228686,0.228686,0.192,1.38,3.53
46.200,0.229,0.228952,0.228952,0.194,1.38,3.55
46.300,0.230,0.229681,0.229681,0.195,1.39,3.58
46.400,0.230,0.230125,0.230125,0.195,1.39,3.58
